Electronic Circus,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
27,Ritual,0y7HQDEEWcIxSBvGdGRh99,Gabriel Evoke,0EP5pCt1Fzhd8RkNndHy4g,Ritual,3wziTtMKc0vcUNpV2Q6yP7,36,https://p.scdn.co/mp3-preview/3a1ebfb44569df8e7df09a3591824887b1bba793?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,We're from Uptown,6MbCznBWdXutCkDSroVq0D,Westbam/ML,0bIvvfPnM3YeHeORD57sAE,We're from Uptown,68GnyYYF6pRYmgpP47UR8m,42,https://p.scdn.co/mp3-preview/871955bf63b49c30d84951cfcfbe4b3c4ffc8f9a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Blackbirds,5KjzIDngJb6ANncJHicSn9,Neal Porter,7bS2JIZHmEpz0cHlSvXlhr,Blackbirds,2MaMxWKN29oNMypwe2JpvX,38,https://p.scdn.co/mp3-preview/383ee8ba19585430050d779f30806978899787f5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Riffles,4RrsuLKV1UI5yCk8QBqNkg,Mila Dietrich,6gFqC88ulyEMiqeVp5b71Q,Riffles,1KFVybM84C8GpE8X1kJnft,36,https://p.scdn.co/mp3-preview/6accaef1e87348e922b6787f6682548e59e996a8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Dirty Love,6fyGWBRQ4qprVrHkPS5PxV,Rich Vom Dorf,1j1jzA1X6Lr19bxTlBS8n9,Dirty Love,2Cwe41kDNwfIHBvmjgXnUU,39,https://p.scdn.co/mp3-preview/09921a7ac90f0b9c667e49bbfbbc9652b8ff6f29?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Closer,1Oajj3OHEg15WQSEEkveKE,Anja Schneider,0f14r70OISSfJoyqYaHbgV,Closer,6U2Yfq5FuP1CESesZbMj73,38,https://p.scdn.co/mp3-preview/9c210e51f22e3915a0c30730d2b6bf78c1f25ceb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Heartbreak,5O9u9QFHt8f7plErVAxpV7,Hidden Face,1Itil4naIwgkm48BNTjZ2A,Heartbreak/Nightmare,6BwD0YcHajAGSDnfloY0Ut,45,https://p.scdn.co/mp3-preview/7ca2fc2907979286c2bd4c52fd8e58ac843dca8d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Duno,4eDTJNDVuPHxb7QXGIagLr,Andhim,6XJeFzmI6vrWyHcdB7EImP,Duno,0pwaavXjE5GEmjeP0lUO3R,40,https://p.scdn.co/mp3-preview/f53df8660842fa974a85820903631d849bd77b4b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Come Forward - Original Mix,5mnVlcrTkphbgvVvtYNHWl,VONDA7,0Glk45UpQ9Tz1yp6GvhUBM,Wide Awake EP,6rrtjQXVVhwPbtDYcVm0CT,40,https://p.scdn.co/mp3-preview/03128a79999c5321670e1ee6b5fa6aec37723fce?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Assembly,76pU17NzmantizUgs699WH,Lexer,2vDXLZ9mI3CdTPPIzFUKlY,Assembly / Anwar EP,6GfeGCTUnlNz1DUUiP6CYk,39,https://p.scdn.co/mp3-preview/3aa48560161896f6904e3427cced766fac90504a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Gordon,5qhFsYfA45vudFMyLjsm2S,DJ Tennis,6vJvFV1A2CpT8s5B1oUN6t,Gordon,4whx8LR7NJXnQvGq9HbQ2i,43,https://p.scdn.co/mp3-preview/2e03b6ecdd18ae4a46047db8ff5725d92b96fe3e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,My Love,2MH7nd8Q5eNZVdTMZSmDAc,Rich Vom Dorf,1j1jzA1X6Lr19bxTlBS8n9,My Love,1k4QWLfzTcq0op8tpTX0Dt,38,https://p.scdn.co/mp3-preview/e3e85a6ef6e1d2ae7f55d9b8e9e3568417cae520?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Heater - Tube & Berger Remix,62dWJq7A2vjDGGAKzW6tgZ,Samim,3iI5B3NF2FdRcRocAKOAPM,Heater (Tube & Berger Remix),5jLT0itmjIzyrbGsnT6rch,52,https://p.scdn.co/mp3-preview/330d236ccff45ac44f8dd1bf71e250d562fb3665?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,All Time High,5IqmMl7hPmpeCSpjwaiOPz,Niconé,70s3JhU9Ai0cIowagibjNI,All Time High,5PEGN9C4WWwWeKKgFF0k6B,20,not available
41,Customer Is King,3EVG82aojuaXoWyg0djkqU,MEUTE,1z5xbcOeFRQXBVDpvRPh8H,Customer is King,5g6jFkrrPcRKKZ7uQjFpHi,49,https://p.scdn.co/mp3-preview/ca6eef3e5c994ca05ae06101ff1dd3302494987f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Scrarab - Original Mix,1tT4xtghxdCzhQRbKBe8eB,Martin Waslewski,3qk4AowZhFKoYHocPk6l06,Scrarab,04wpXnwHzhTFOEpnn6NRNA,34,https://p.scdn.co/mp3-preview/f20d2f7d16be9fc0aa9f08cac62f4d57de91e0f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Our Love,1a6y76GBdPmYzzBOq1IxPg,Will Clarke,1OmOdgwIzub8DYPxQYbbbi,Our Love,2pCbQCbXUqBshUXjcCYHv0,46,https://p.scdn.co/mp3-preview/ca111d7f2edc8323c74d31cbf5c33c5728287e9b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,You Are the Wow - Radio Edit,6Oy5qDlUDmE5jYL2Kg84Ha,Alexander Aurel,6IISWtCeUiNuQ7jnsknnGF,You Are the Wow (Radio Edit),0XYOMfZAslNRQdUuKDB8Y1,36,https://p.scdn.co/mp3-preview/c5a4d46521e8792d08660e609ef540233fa95b9a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,You're Not Alone - Solomun Remix,6YEQHjK7LlMFiUIUKEl3Ey,Agoria,4lu50np3LdTkRL09T7x8UP,You're Not Alone (Remixes),1ENugzdS2brZfuSebfxvGi,7,not available
46,Roast,4DxbOF2y0OWK55p1cokPEt,The Organism,2ZbM7ypKR8jIF6sfyI54Kz,Roast,5BXN60FPmDMdgFwUqjSs5H,39,https://p.scdn.co/mp3-preview/9e844291d39c0118825fab3bf77ddfe04da6d5bc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Bee,48tnPvIus0PQ561A8oyt1x,Andrew Meller,0kDJVZD3Kwg7YbFXqDI1Gm,Bee,2HAE7YnFGnALPI5gZQjiXH,36,https://p.scdn.co/mp3-preview/5963427897fde61e0ac1ec414e423f468347eada?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Elements of Trust - Sanchez & Pietkun Remix,0TT6SbrHgkhmWx01S03jah,Gabriel Filip,0RTHaVU7mWqrznMzZ9PwTP,Elements of Trust,7aIdMrakwT0uSvy4CTsMjp,44,https://p.scdn.co/mp3-preview/50557819662121f1949ba1523274f6ced89cad46?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Yassah,0l93m5mQTLg0Xho2NDT87z,Daniel Rateuke,27NerKeEGofbhhDMEhagyq,Palmfood / Daniel Rateuke,6k2fwwZmBY0E3csXOtop6b,33,https://p.scdn.co/mp3-preview/3242d1e89e6e150a00386a1ec5530acd5a85c741?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Get 'Em,7llJM11Q09SuQ0VsrEhAAh,Joyce Muniz,2V5PoybhNfFnNEs0NKv44L,39 Degrees,6tuRLwO92MyhP9E98UBj1t,33,https://p.scdn.co/mp3-preview/b7646bfeeeba20198c08e0cf227dd630d48e0b8e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Pressure,5JAk2HoFhatX8YlCzvSZNF,Dillon Nathaniel,0Ut5FcDeEgaM9PM3LvnH6j,Pressure,3MGLht0TEiIqIuBZrIldC1,40,https://p.scdn.co/mp3-preview/9b287056b4db49c5614b421ef79fb95122b42f9a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Black Powder,2dr1CekIXY9e5y1cZgzsDs,Meerkats,5Tp2QVmXiCmQHEphdWAPFd,Exchange Of Energy,4O5GM9XfjG9unEXwZ4iMF9,35,https://p.scdn.co/mp3-preview/ed4f62ee914aa833d5f4fec3f321a09a905d8976?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Rattlesnake - Original Mix,39vMjlTRMjgLJDghSxcPkE,Psychemagik,3Mo1LckxhZk6jwf3pjamD0,Rattlesnake,65pskSGddE9xyibmDhlopB,36,https://p.scdn.co/mp3-preview/3f64059e30e606e41cd6de669daf1477b1d7cb0b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Alter Ego,2m1NjIVTEX9F2lMA0Wighm,Sascha Braemer,3egW8Pgmbjm5vS4EPXZond,Universal Language,2Rxot7EIugOPytXlbVm3ET,35,https://p.scdn.co/mp3-preview/3d981c22c5320c78ac8cf1e103a66f072b67c8d2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Puzzled,3I9MgUOamBgRWsS1Sa7KKc,Ian Pooley,1m4GViPjIy4T8Pd0Iz6hRS,Puzzled,5VWywU91b9VLWT2p4mHdWF,37,https://p.scdn.co/mp3-preview/0fd33ea96799eb72b0303674459134a0b253547a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Montserrat - Artbat Edit,2LVr6WQ6W7B3i8CeWFjcLP,WhoMadeWho,50Lr1puweM1hFsF1LpIZLM,Montserrat (Artbat Edit),0xP3As4wwckI15pJ616PFC,50,https://p.scdn.co/mp3-preview/0234eaea8637a035d21fe872574aec1c28def6c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Culture Shock (Bebetta Remix),2kVKAbfodv09fFhHjnrdG6,Namito,6E8wYeE1CsvOUO031l9QGJ,Culture Shock (Bebetta Remix),6BLQNXcaXU6JOGkQZA3heU,34,https://p.scdn.co/mp3-preview/1ed7032a5feadf7cef3e34be9bfad3382f2127f9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Different Mind,228kjRtCmbB6fLGV3ExrDr,Dayne S,2OWQQKizLqny2GKSvqfV9h,Different Mind,7IDwkEgL1yO5Gxw9d140n6,43,https://p.scdn.co/mp3-preview/ea6b2b0471bbff225c58f880fd9a9b9aff4b6020?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Bepsi,65bJU7LAL1CivwWE8t5HLK,Butch,5kLzaeSHrmS7okc5XNE6lv,Hijacking,4AcuZiQbSNpRNEYe93e1Nd,40,https://p.scdn.co/mp3-preview/d4d5aed3938df7743e85a48aa683c3f98822d7d8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Afterhours,1MTQkWZJjxZigvdZBPX7ui,John Summit,7kNqXtgeIwFtelmRjWv205,Afterhours / Addiction,5yjU1qxpTNE2MICMzk7k4L,35,https://p.scdn.co/mp3-preview/33df5bfe732c6f1687c8191c6a8ff41aa419978e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Melodic Lollipop,00X5RHZ1avuylrHJd7wbV2,Dirty Doering,4N6XVXvfjBPNFCdS56TCea,Isko Lollipop,1wXYwNm9jEdio3Ly9CMN3x,36,https://p.scdn.co/mp3-preview/5d204241a668991539a61b2fe04cc3bcd1fa52d6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Try This Demo,0OfaMLxT6CnFSiH1t9bmRL,Krawall,2V8sY06p4tWk20R2pOzRed,Please Help Me,6HPdbReczXdx8eMglFbd6p,41,https://p.scdn.co/mp3-preview/85d43c7d28bd2f99c9627ad970e9da52772747c9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,002,7CRRhZCgFXSqX2Ef6v2tMh,Ben Remember,4QDXiDOwAxmzwZOaqP2ePc,002,0JAIJQzjjKWs9gCxvu2Uwb,38,https://p.scdn.co/mp3-preview/e90b9e4f749339331796fa9c54f9d412f984f3a6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Work It - Edit,3oxkovxOKLaXfbMsa80061,Monki,30C3E9bYfEQPAY9MweeUVe,Work It,5v98WVuQi5piCUGnBBgNpm,42,https://p.scdn.co/mp3-preview/15f98aa189b3252545b178af9b8398ceb1d9020a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Facts Matter,5hN5JIoD4cILg0Zcvgbsii,David Mayer,7Mf7RKErlQ5maEdHTXNexf,Facts Matter EP,0WKa0Yz9jqXgLuV8EQRVau,36,https://p.scdn.co/mp3-preview/df1cd65728fa51a57c34206e8ced4f736496e147?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Emerald,6ThgAuS0EhqnHqI4z4YzVm,Markus Kavka,5v35HgVYTMoD2SBonVGZ9K,Emerald,2YDOhjXEz14hq8ZCHPksut,37,https://p.scdn.co/mp3-preview/f7582d19fe1aec03c6c69397e25d1667ce059a2c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Dream,0HUrWuhZpnkzs9K47fZZea,Frankey,4w7eRdZfKDuOm31eGj8rbP,Dream,6GFuRFiStD3OA5pUYGi5Ak,41,https://p.scdn.co/mp3-preview/565ae7ab510f330daa34c09cec7e6ccae9d882f7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Tears,11XdtbC7flzHfAuBsoXJlG,La Fleur,5bt7DkWw4iHzjzRF2d9scU,Speicher 108,5jsKBF8CA5tinnaiQRT0MA,37,https://p.scdn.co/mp3-preview/5c24b027e5a731c19a99781b5870d45c683c1662?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,EF2MOZ,1UPTBEmUF8M2AtzTiqZOT8,Ben Remember,4QDXiDOwAxmzwZOaqP2ePc,EF2MOZ,10ui2GSuSy5d3ErK778e7B,39,https://p.scdn.co/mp3-preview/289ad1395d68f2c5076fb2229d3a7fefabe66775?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Inner,1KjmJNDREONdxfCzxIKqRW,Niklas Ibach,2LyxhWXFqUt5Zbe0KSW38j,Inner,6Ee1nfmnIsG9Bhw4UHVtO0,39,https://p.scdn.co/mp3-preview/6397c09a61eb8e6379a507b653fd3a08e8032346?cid=fa83a2fec7c440b7a2795d600d6b2c7e
