The Scene,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
10,Send Her To Heaven,3HbablKHLbUEpn04GZiOWU,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,Send Her To Heaven,4kN0SVgy0MShWKWpurdkBi,58,https://p.scdn.co/mp3-preview/2c5ff4a36196fe3e0026c86bbad1f43397644354?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Rosé by the Ocean,3nLbF7vHZtxJ8q31srhigl,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,46,https://p.scdn.co/mp3-preview/bf597d76b9741ea752d323e489a8957834f1a7c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6bWBLZLBRQEJ5KsLicouNB,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6iGIjsBt4RJQFYlBBiNk39,61,not available
13,Degenerates,77Ht6FFAeyHgKl6X87mnTk,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,Degenerates,3G3EHIjrfZAcy6w5zIOggZ,69,https://p.scdn.co/mp3-preview/6c137edb6ebe31af1fe00d053cc7b4588bc6178a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,Moving Boxes,7lSqt09mk5hlzVWLzYIuWI,With Confidence,2PWXHVDEtObSmUrNhfPRav,Love and Loathing,07aGx2IErugtk4d7clL03j,58,https://p.scdn.co/mp3-preview/fbc4398a2a283516abdf7bfdad5cf753945280c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Criminal,0CXQ2LNOcb6oJTWYEWKtyK,State Champs,1qqdO7xMptucPDMopsOdkr,Living Proof,1Qb73C8hC76e3R8udyit5I,52,https://p.scdn.co/mp3-preview/9a21a40546597395514be30caff8e31b02913dc4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Stranger,66aathctmCH7jJ2BbDg4Fm,WVNDER,56LuTyFDFBgcq4hkc4XMu5,Nothing Stays,2yP06M3lbojJ7ihnjlSdX5,36,https://p.scdn.co/mp3-preview/fafc0e5030c4eea45de8d1cb58460ca1ba97a69b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Baby Blue,3W8kkKICWGoH413PLYUcGh,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,54,not available
18,Steady Glow,7z0BWWSUAfK2nq59IAHAyf,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,43,https://p.scdn.co/mp3-preview/445202f9156e45d41ba81a76b196d7186c5e7eed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Suburbs,4NT2TosSrrtvkryRZmaTjv,Woes,75l6n3i5Hmn8vCUZeMIM6F,Suburbs,2sQTfh3TKC3KZYTs4KwSn3,34,https://p.scdn.co/mp3-preview/31ba9a78a49a625f37b5e08063fd3e0e3420444e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Burn It Down,21iym8UpADqnG2p5GrzHrb,Silverstein,1Tsag5J854qxeOo2apszug,Burn It Down,4CAwR5GCqpfDAHE85WsAqK,60,https://p.scdn.co/mp3-preview/4ac3eca068922dc6ba41072f2e92270f62e7f797?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Long Live (feat. Travis Barker),0sGKd1m4o0ZwwQhbDJLgaD,Lights,5pdyjBIaY5o1yOyexGIUc6,Long Live (feat. Travis Barker),1b2zt8BV1eLwgA4IeRBd9g,56,https://p.scdn.co/mp3-preview/ab2f57bf1600687826bd24ffa18d49dd79f036be?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Sleepwalker,1lC5rRa2ivaqAbK2i1tUHG,Locket,6h0cRpTv4GFq0zYbCbsDXy,Disappear,3CH5aysv7LcybjuywWJNv1,20,not available
23,Numb Without You,22aSl53GhZ1y0R4neQ11pd,The Maine,4o0pNHbyj36LPvukNqEug0,You Are OK,0DRUOQBsax8QLUVctbEIAT,29,not available
24,Beg,3s9oKWdvPOF7KMgtApYVE4,Crooked Teeth,37gTAIe8kJ5xGtkJLsfFgP,Beg,1gb1U1Rb3xqq6xMFGHrcSG,1,not available
25,"Thanks, I Hate It",1DVPl37UU468V6RK8fMJPX,Simple Creatures,4svozL97Y6aqWeZNJPqvsL,"Thanks, I Hate It",5maB3BSB7Lo0ykXq0ihbSR,57,https://p.scdn.co/mp3-preview/be22306dab3f2ed53bb46f3cbf537486c2dd76cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,From The Outside,7fHfn8mvEYI57Pz9bMT3PG,Real Friends,6dEtLwgmSI0hmfwTSjy8cw,From The Outside,0kyY01XQw8dhBFFVIgGbUX,0,not available
27,Save Me,0AuAs2uYa4jRBztiXeNARs,Homesafe,5vV4gEs3O35SdrdwhvhYwe,Without Warning,3oTze2jMJ1RnSBEyu0BUjy,3,https://p.scdn.co/mp3-preview/5e4733371b9f9a49cd8113beccbce9ab8667e6c7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Gone,2c2E2N8xPNAVt5cXJvo4Ak,With Friends Like These,4nuaL8z7WtwpHxY48Lcfcz,Pop Culture,03EcmdV2NlxgtVrAOqmTxx,14,https://p.scdn.co/mp3-preview/9bd3fa3e90fccd4c88ee308c8527aa865aed74ca?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Senseless,7ljFbiFzWaMEpkEuryLfGt,Honest Eyes,68nq9X5Ib9x7WwrwFpAOhy,Senseless,5G0UwkBTpDvOOabsrrXb3u,17,https://p.scdn.co/mp3-preview/ca96c1bb05a6a6c3199bc17f392bcff9093f3044?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Darkside,39n1y2JqVOPIdfUeLqzgfl,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,73,https://p.scdn.co/mp3-preview/1e5f5e74dbf0595887a3258ff58bf3dcc98e171f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Artorias,2Wtxf69QyhLU9fswgoD6Hd,WVNDER,56LuTyFDFBgcq4hkc4XMu5,Nothing Stays,2yP06M3lbojJ7ihnjlSdX5,31,https://p.scdn.co/mp3-preview/48628c998feec50387a48e26b0f46dacd3db9102?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Get Up,3cdEeAflQvXD2Orv5pRrVy,Alone I Walk,15KhAhIzQCzIDNDq1QXAGc,The Hardest Years Yet,5E7poYFGzid178kNqDAuRW,13,https://p.scdn.co/mp3-preview/6f3db5f57e6e790ad06251205fb882a0929cae2b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Lavender Bones,27wvnSTpsyS9k06aDtXvt8,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,Lavender Bones,6CvGI6E8zQzbHLXPEsWnnt,49,https://p.scdn.co/mp3-preview/5bd9a9b4938f00c0505ce167c9004d0a594a32e2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Bring Me Back To Life,3WfRxX5uM7RfgqLnzftK0g,The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,Mother Nature,5Mh4kAFfP8BXkhS6PAfx6H,44,https://p.scdn.co/mp3-preview/fc4d5520fe5eb347df6e3694ca0d04080d1488ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Prayers,6yuPyWu2I5RvuYgDIdaHWp,Bayside,51J0q8S7W3kIEYHQi3EPqk,Interrobang,1GYrUGqVBmMSA5W1WiAqLX,48,https://p.scdn.co/mp3-preview/7ef63f2bae895ee14279fcc93083e5283b6e1c05?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Liquid (feat. John Floreani),4mTnrDYJsLnIiuR4RVAclQ,Boston Manor,4WjeQi9wm84lYTIWZ95QoM,Liquid,3v7gPd16D6HvzKYyctLhqO,32,https://p.scdn.co/mp3-preview/010104aaae29e1ec975aa7f3159dd00718fa2638?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Turbulent,2ZD4ORPQl85o5QPU3EsSXQ,Waterparks,3QaxveoTiMetZCMp1sftiu,Turbulent,7aF36Rk20Uk2UDbJJ0zY33,60,https://p.scdn.co/mp3-preview/75d8f5efe9cc98635ad0648b331a268457ea4ae4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Cave In,7foB3FgACotzkH5hkWOOAS,I The Mighty,1aK2PiGHyEgc4wAIKQzMj2,Cave In,62qer7kVON5XSwZ3wd8W7B,47,https://p.scdn.co/mp3-preview/1196d9ab426c031898b86889efcb30def1639b1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Young Ones,3KsfS2L6Li9S10ofZD37Yq,PLTS,0u0UpxbGCOvx73fRjlVrkg,Young Ones,2tZ6NJwMFJGQaMTGglrpIl,30,https://p.scdn.co/mp3-preview/1436dd1b2132ce632694ae48d0bd6b745519b2db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Tokyo,49DxDMEH8w7PZkHgiRiySs,Prey Drive,4uzpqg3EzVZBYRybcBLanD,Once More with Feeling,41QrjV2C1jmXESAmxOKmwc,0,not available
41,Monarch,20fbAq3eJxlZpabqsrEabz,Carousel Kings,2Dr2zHoPEuASW1kOODc5I2,Monarch,5BGfxvxAp431eDnTbPsFrt,26,https://p.scdn.co/mp3-preview/28b2110acf871090c8b72b05ddbe90dd68d8d0bb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Blue In the Dark,178W1K11wWHLzuRM0aaKTh,Bearings,0qpDBxRgLp6g0k2esJlUDn,Blue In the Dark,0bK34PAk9qgpVvZMbct5Wz,14,https://p.scdn.co/mp3-preview/c78d24cc3790ca168aa1cbaee9adf67fd10ff12a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,"Heaven, We're Already Here",48Kt0Zugeset3zlvhLPJmz,The Maine,4o0pNHbyj36LPvukNqEug0,You Are OK,0DRUOQBsax8QLUVctbEIAT,26,not available
44,Underneath,5CkqHbDzHSmAlcUEkZcHeZ,Elbow Room,53pWXyjnYx2aXzUWZPDVpf,Underneath,5XfmOs8GQt7E4WO4zpq1Eh,16,https://p.scdn.co/mp3-preview/5dfd92892c54697b039f7018954bc1f2391c17ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Echoes,4b6fFrGqGEzE5vhrcUtjTJ,John Floreani,6melTVZFYp3m5UU72sIhdY,Echoes,0ENjKdafhEJ6oBZ63xk6Wa,37,https://p.scdn.co/mp3-preview/68817001e6c142c2e179a80ed0b32e9d40fbfaa2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Leave It All Behind,5J1tThACf3JLPc3cC1neEH,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,58,https://p.scdn.co/mp3-preview/589268fc4467e79c9e969f428d5ff1ded7b28065?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Medicine,7EjQmae7fFXTXfQszaEewb,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,breathe,2F2RkJb7kGZitRS6C8O2XT,51,https://p.scdn.co/mp3-preview/126147df66fc03ed17c60c5bc5331b8181ef4358?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Skinny Dipping,7s7xOgct7HWsNjGO3YOtqt,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,Skinny Dipping,4xtHySb6XaNo8SLRgfpUSu,52,https://p.scdn.co/mp3-preview/fcbc0dbedff8e8b912ca6893fb25d6c0d3cfcdeb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Spinning,1z3WRqFWWKVKHDRhdm6q3t,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,Spinning,6KJ4ZqkdKTTkaBeg94nLc0,2,not available
50,Bedroom Eyes,57p8gUFm53940CZaTxHB1m,Crooked Teeth,37gTAIe8kJ5xGtkJLsfFgP,Bedroom Eyes,1oyjqGKLyPlgL5nZDAqezq,34,https://p.scdn.co/mp3-preview/c061198c67d264d981cd64887ee694f69fec22ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,YOUNG,2UDeohFStEDL4GAXm2Eqpn,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,50,not available
52,Plus Ultra,5WLvGmjfyAEYCvFNsLon0i,Carousel Kings,2Dr2zHoPEuASW1kOODc5I2,Plus Ultra,4eKXJrrx1JkMeyv3b0YDfM,44,https://p.scdn.co/mp3-preview/a62b308a95862646703a7cbf96a3940f81cf66cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,I Don't Think I Live There Anymore,73HiWcZxgR2JKthCPdc8ur,ROAM,0q74f5UdR3j14Lis4AKKxq,Smile Wide,4cadqhi42JfMXBN8E8mBL5,42,https://p.scdn.co/mp3-preview/c41c38e842796baa132f604347d12559760199ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Making Me Feel Safe,7AyTGGl1gZYBflnUR3FkUC,Daisyhead,4zJP0fLge8dHeJxvGVKT7n,I've Been Better,4jM8Z0rNeV50VJAUWXPPhO,23,https://p.scdn.co/mp3-preview/8284ca9f9ce28e8bf8226b97500d4d1dc821323b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,I Don't Care,1I6s7XgnKIkGXtm4bcUWuf,Our Last Night,00YTqRClk82aMchQQpYMd5,I Don't Care,4z09qzhq7zGxibWmwcZxFE,52,https://p.scdn.co/mp3-preview/c22fb9b615cd370d4e79bbefb46b81d4af1e4181?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Pleasures,5ekE0YObbldEeDivc3fxy7,Seaway,0JXDwBs1sEp6UKoAP58UdF,Fresh Produce,4WWoHnK6aJKPPUiVrS9cnk,27,https://p.scdn.co/mp3-preview/77fa2927957b67ae2fd967c7853063e9589a45c7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Swinging Away,6L0tcB8up2j5F18rcd72Si,FigureItOut,1IuyjI3FTndgSAXk2cMXXV,Swinging Away,2ePVUu1lFLbhrYobMS9vy5,31,https://p.scdn.co/mp3-preview/015ac8c571c4354c7b2cfd60a2bf07e9c78322b2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,All The Way (Stay),7qVnkPY1UPmSeWULwXSW7a,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,All The Way (Stay),1nCmHK3wd62FLPSh1F4TfN,60,https://p.scdn.co/mp3-preview/c9b3bda41a88cf1a9c647cb72a6b734ad3c97ea7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,"""sometimes you meet the right people at the wrong times""",1J5WWo4zSTWIKD7VFr6wn4,Can't Swim,62elZbH5Iop8UPcChp7OrU,This Too Won't Pass,2CQK9vC9ic6f9wECBlhhgk,49,https://p.scdn.co/mp3-preview/8703172c8a7ed8bd752a2d3962e7c2c59395ee88?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,This Place for You,0dmWLKYjDsvOm4qTXUl8mi,JUST LIKE US.,585io4lwuWHLk0MEZCROqc,This Place for You,55S5UujiVJZV2exDfTHl0F,21,https://p.scdn.co/mp3-preview/35abe1b5855bf6698aeed92035e2bd62f934b549?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,The Corner's Dilemma,6JChG4McBETZv2PRSumxQ7,Free Throw,49b68DLRK5eCbtJf7Xx4Cc,What's Past is Prologue,2zex7QIGoAu2htViMPl8r2,47,https://p.scdn.co/mp3-preview/2260487c830619e8bd6cee5c13ddf1a2dffbafd9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Turn My Back,7xgjwuqkYgAvLpBqeW4atb,Mayday Parade,3WfJ1OtrWI7RViX9DMyEGy,Sunnyland B-Sides,5KuXgQmtrqgLj1OE7rAbl3,56,https://p.scdn.co/mp3-preview/e455a6fc00fa4cc68e6d41f8eda810e045588178?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Fancy,5KoqtcHAR3UKRufx3qOh8C,Woes,75l6n3i5Hmn8vCUZeMIM6F,Fancy,3kLeJ3cU4Ht4362zEXe0Nc,30,https://p.scdn.co/mp3-preview/53583aa47950e67d3f9e8a9125831955886fe2c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,The Sun Is Dim,6ZGLRCaeKxftHk7wva6o5U,Coast To Coast,4RbDn5tWek0xYq5WhG4FCw,The Sun Is Dim,5pdQn2IwVhPbdrUs4zegDx,29,https://p.scdn.co/mp3-preview/d1fb33c66e9c8692e78a5a65ad5fd33d8e25c128?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Clarity,5zc1FSM7Zrl133xqQsvQrH,Summer Heights,2LAH4zTDmnodSIEEl6T1Ku,Hold Me Close EP,1BXH2YPLevzADzHj5fFTq2,16,https://p.scdn.co/mp3-preview/3a68a5e22569528abf4f7c75da65e76492d191db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Wish You the Best,2LF2RhjYE7ZfIaSvgWHNdo,Postcards from the Moon,6K53uT4BxL5zdWkvGVEEuL,Me Without You,0A05xHtZTusHAKHlw0pQCl,21,https://p.scdn.co/mp3-preview/553dda4bb1d09712e34d2d41d96a361644756bcd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Young & Dysfunctional,7srElKoNaMc56k1OdSIdUW,The Dead Love,0G2ShWwCGT5aGubowNDk2N,The Extinction of Unicorns,0DUXij7CWyM2HQSk6RiwVK,39,https://p.scdn.co/mp3-preview/362d3e90e5614bd4586793be1d6b711945f08297?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Back To You,5cA5uzhbAQ3P8ZRnyeCnGV,Our Last Night,00YTqRClk82aMchQQpYMd5,Back To You,1MWhybKgZUjJbarvNSBIim,57,https://p.scdn.co/mp3-preview/77519f75bf7e382804fe7350cd01b7d23ffdf02e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Heartbeat,0GTN1pUhCHBBC2nOKCtxFt,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,Heartbeat,58Jj06chZroknlToUAFtwp,31,https://p.scdn.co/mp3-preview/671ab94c09a84e27452c24467f6bd522d4377b75?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Half Empty,3ZU1XnruAHEVtQAUtC5rsD,"Sincerely, Me",1zzb0p4HHnAI0MsOWFMdR8,Half Empty,1yMVC1lUAGlniJkmyMyWex,30,https://p.scdn.co/mp3-preview/59808f9927607b72c7da52c43aa188f0235e3447?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Rose,3IpfXGWXrVi7jMgC2QnBUz,Telltale,6bmGjHSXH8rPaZ2iQhgNQ0,Timeless Youth,7G5N1BiL2zUwallGNgvQhl,26,https://p.scdn.co/mp3-preview/e3a5fc0bd69cfe8b4a30bee131e10a518bc18eaa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,Way Down,3yTMJDbmXKfZi0OW2g4193,The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,Mother Nature,5Mh4kAFfP8BXkhS6PAfx6H,47,https://p.scdn.co/mp3-preview/4bc965a8b0932b01cc9569c41b40972a3da72398?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,Upside Down,6trJelO46qKNUso5FtqgzG,The Story So Far,6meTcQ79DrfkIuSLPZkpBg,Upside Down,7HFSSWViGV3f6FvIY8evex,41,https://p.scdn.co/mp3-preview/346a351727071776eb0dbb21c1781591289771b6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,Birthday,6YnzuikUWRlZbWr2jzMX6h,All Time Low,46gyXjRIvN1NL1eCB8GBxo,Everything Is Fine On Your Birthday,0qoAs8GrXH5rfFN2EbUQ81,53,https://p.scdn.co/mp3-preview/bb3237449a93fc8ed992def2611cb5584976bf90?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Better Now,79HhaJyKuJyFGEgOlHrHiP,Sunsleeper,3KHHh4WVfyUa9ZwE63jdir,Better Now,1CL8zLHtZY8d4w01m7RPV9,18,https://p.scdn.co/mp3-preview/fa11535493050db1157811639d3c88136c020c87?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,The Stages of Grief,41Whh7hrQjZ11hkxCT3obF,Awaken I Am,3BwbgahlwovSpRfctWi8zY,The Beauty in Tragedy,4HvRbhqkXOqFEbFfxrKD2B,46,https://p.scdn.co/mp3-preview/610c5932e5d0c8734fb511891a589846f9c644cc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,No King but Me,2ZGPOrli2QCDz1it8FB15f,Trade Wind,3FCfL4lKWE7vm3mCcOd570,No King but Me,76B2fMieLd5n0q6esQ6wgr,19,https://p.scdn.co/mp3-preview/c7da02e3c155fc63680f9c4123450ee0fc725b8a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
78,Growing Up,3nyEVo6eJRxet7kJvgNZje,Highland,0bV0JJIE52E0lb6RpOgP1k,Growing Up,6ndQgAOKTszFtmSoqs5Nsw,18,https://p.scdn.co/mp3-preview/4afa83d0e999b41af64bd1406e5fed5003920a43?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,My Queen,6o4688UobZBqU6xQO8CND7,Can't Swim,62elZbH5Iop8UPcChp7OrU,My Queen,1u0jqvA9UVsCDtNWvI8IpX,16,https://p.scdn.co/mp3-preview/23b136d87d7778ddffbde305926fbdd0ecac5b05?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,How It Feels to Be Lost,3A1jkLwsYjaH30J0v6oZCF,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,61,https://p.scdn.co/mp3-preview/4700f7b9662315a664f113a4094ee49ad1ab8cde?cid=fa83a2fec7c440b7a2795d600d6b2c7e
