Clásicos del Verano,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
35,La Tortura (feat. Alejandro Sanz),5BSclXJTa9B0iURhUjZo50,Shakira,0EmeFodog0BfCgMzAIvKQp,"Fijación Oral, Vol. 1",3zHPYwiMJqa3hTBgk695Ae,72,https://p.scdn.co/mp3-preview/e62ae4649f0297290113b10afeaa1744c0e9b06e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Verano Azul,2TrzgfBaSP387EEFDgG4FW,Juan Magán,1ackd5XprZEkH3McKbQD51,Verano Azul,6GxHVUwxvviiCffH7coRPC,1,not available
37,La Gozadera,3ip2477VESffCtFkPFT0ov,Gente De Zona,2cy1zPcrFcXAJTP0APWewL,La Gozadera,5m3zgE6dD2EESuUGcpJINF,9,not available
38,Amigos para Siempre,6PfQB3xEbIlky1dXOb3Yyh,Los Manolos,4WsE6jJORlwp3OcAWkCUrj,Dulce Veneno,103iVGOwBBlDcdrRmORWDH,54,https://p.scdn.co/mp3-preview/5c3758e3209f64cf07ed0e6905d76d5dc3cf7a32?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Lambada - Original Version 1989,6xepovPqjvrkEw9Y5AMmTm,Kaoma,1LsXqDdYVyONhrjAORENbu,Lambada (Les originaux - Les N° 1 de l'été),0Lku5Y0I5aGcRSgeo2mOJm,68,https://p.scdn.co/mp3-preview/d897aa1293c56d2e0fc1b5e7c27a3f5145dbe080?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,No me llames iluso,1xobZzJ5b478hISL3oKskp,La Cabra Mecanica,1g2kmC27Pg8fcsT3O9ecje,Ni jaulas ni peceras,4YQKh4b18oo805c9LP89dw,45,https://p.scdn.co/mp3-preview/e6214e1561108b91f52786e18b75b638204eda60?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Toda - Remix,7nD2JPaxIKUdxd2UWgnaGL,Alex Rose,2DspEsT7UXGKd2VaaedgG4,Toda (Remix),41Ji5KmFdqEGcLH8Yi7RVh,9,not available
42,Ave María,70iXrOETHNdFJpEikr4h2C,David Bisbal,5gOJTI4TusSENizxhcG7jB,David Bisbal (International Version),3NAwGAUFcWaIuRk9aCRoCR,3,not available
43,Que La Detengan - Remix,7ue44k70ZcYBw7a6tZKu9K,David Civera,2DxcVfyMWELUI4yPBxgoZF,En Cuerpo Y Alma,0leovhkkVh1112UiSTR2PC,40,not available
44,Pa´ mi guerrera - Reprise,7JO1bBzuVQ14rIR6T5D0UK,Huecco,6Zd2JZF0kIBpeyv2FlPh8i,Huecco,0ZvyDGG1IMq6FyxJrnv2Ub,49,https://p.scdn.co/mp3-preview/537144c59da83920755a99aa83fcf289c58bf85b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,La player (Bandolera),0VKkyBKCXyR99navhVRqcP,Zion & Lennox,21451j1KhjAiaYKflxBjr1,La Player (Bandolera),57BGq6lpz8RK1cqr2fPVIi,78,https://p.scdn.co/mp3-preview/8b13790ddfd68fc7db370d01668d3ae3e42c836a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Vaina Loca,1s2B5cndbqK8rPJEIcKJRQ,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Vaina Loca,3EpCMNzLUiLxHlXq3dKApm,19,not available
47,Devuélveme a mi chica,1Wrzhfa5bNlqvsnCztz190,Hombres G,60uh2KYYSCqAgJNxcU4DA0,Hombres G (Edición 30 Aniversario),2iMF2NlOZMfBTdHyubrg6y,72,https://p.scdn.co/mp3-preview/1a38bd544c11322a850fd4b0d66c67dd60847cb4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,La Bicicleta,43it4kot08akLzFIEMhXNN,Carlos Vives,4vhNDa5ycK0ST968ek7kRr,La Bicicleta,0RYhKF9kDheHRaPYVYo2r6,16,not available
49,"Caliente, Caliente",3jspZMuAARSyLKjx1ZXv4m,Raffaella Carrà,6EVyI0S0b1Ld2nm37m5x85,"Caliente, Caliente",0hCkiVnLYn201SDEMHkNCy,23,https://p.scdn.co/mp3-preview/301976e1af42e4b773519815eb58a5200ff83086?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Eva Maria,5fc3XWSpJo6jTlbjnhGOJQ,Formula V,71Hp04UVv3eXJAn3BGsKJe,Ayer Y Hoy,6Q8IfiJa5VOCfjVAaZW8RW,44,not available
51,Levantando Las Manos,6aIOfv9A3FZtQjMjyWNiJJ,El Simbolo,276SjaOhqPfWqk3eDTDrz3,Éxitos,39823i6I0X4cFWoCQPZWOd,56,https://p.scdn.co/mp3-preview/4b991d874ab04fe832d417236334421f29ea59fd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Hay que venir al sur,1kXTqAV4IshAbOQpWl9PkE,Raffaela Carrá,0tglKBr1Cbb1c6kWuLJpw0,Las 101 mejores canciones Italianas,6uPvsXGBZE1brBn67RgMtI,46,https://p.scdn.co/mp3-preview/06db1c574f7a950e05181f6ffb330aef6a2556de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Clandestino,7DrluKkTviBwCc8AV3VGmf,Shakira,0EmeFodog0BfCgMzAIvKQp,Clandestino,1h1hnfRyc45IIDnxUCaGIf,76,https://p.scdn.co/mp3-preview/da02f5da679715064baf20741d1ac80b2fc67a3b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Ibiza,1h9P5WJwyvK8OB7O2YiXgp,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Aura,0SukGZiXMtmsZoxstkBtNR,77,https://p.scdn.co/mp3-preview/bf3706f0957c6b468c8b6a0e028c1afbd464664a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Tractor Amarillo,4j0njQnlfesAHM4GQrJEb2,Zapato Veloz,27dPlYE29FxN9yIwpsVXYF,"Ponti ""Country"" La Pared",0OcKmaKE7mRPsnND4OdAMu,37,https://p.scdn.co/mp3-preview/3048f6925dfb08e0bc239600270afc1ee243a30c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
