Easy,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
61,Don't Give In,62aWvmFONlusEPthH5CmA2,Joesef,28EyduqESEOVMO6vglvaUZ,Don't Give In,4nkVzPcDX2u2X9NDM2bTck,52,https://p.scdn.co/mp3-preview/e831bef904cc8d48b46ef73f556d52a512584e89?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,The One I Love,4CTkHewevcDjIT3j9qb36e,Ellen Krauss,1hY6WSJRQy3FPTnmprOBVh,The One I Love,6Pf7ZUDD3Oup6DQOEhrBol,61,https://p.scdn.co/mp3-preview/ed3ce3f5378df87b98313c7737055287acefb31b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Hand in Hand,6QDF4mjfJE0uGQaksGGdC4,JODIAC,5kQNAKOTMNGwPbqfzW3uJA,Hand In Hand,6bWTxcfn8fFJxTEV2rP6D0,47,https://p.scdn.co/mp3-preview/6a239b7437a446a705dc4a417dfa1ff6d044affc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,XO,0K4MI9SPEoCFF21Ss4BuOG,Lucy Mason,5le0MJ677dF3FFRwVEaMO7,XO,6LbdCdK8vzP0Zm5k0GEQLO,44,https://p.scdn.co/mp3-preview/e3f28ac0c863f4c7ede7913516bf1b640af4952e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,My Town,4byXfN1jpa3c0Zsf6caGUa,Emily Burns,6Gi8ZaXGx8MK79HwzXpuVZ,My Town,0L89zjByU70tf0cxK7rv20,53,not available
66,Being Without You,5tn0SiCShhDPWtIeCjSYz4,Carmody,4wdK3zLMWPQK6CD0dpHh8F,Being Without You,1PYMX6nqK7NI673o3rgrED,39,https://p.scdn.co/mp3-preview/ecf9b986d171d9175e3a06f9e19fa1b317bc9c54?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Carry Your Light,1aGdvA6S033vzVT7NEh0IP,Nick Wilson,09Z3wZ88af1pfyJxziESQF,A Face I've Never Seen Before,4V5lduQnf5bfrx4FnLno4T,54,https://p.scdn.co/mp3-preview/89a5b05c6e38e00e874f6bf57244d1a3aff29781?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Pick Up Your Phone,4hIppgm5PYoVIoGtCCSJnh,JC Stewart,2TAqN8fwfaKauvviN4pOsv,Pick Up Your Phone,0R4xeAX58W4xrgIQ9OIJ6q,55,https://p.scdn.co/mp3-preview/a612ea34285bc778bcc78d53df16fce7f38c1feb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",322tcqPhma7F6hfCeLisx0,Lauv,5JZ7CnR6gTvEMKX4g70Amv,"fuck, i'm lonely (with Anne-Marie) (from “13 Reasons Why: Season 3”)",60sI3iRfHfu7YpcTpZ29W1,92,https://p.scdn.co/mp3-preview/f516b7ef3c83e390a1c965c5b3730ebe4a6c667d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,You Say,6Up545NUflOiXo8cEraH49,Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,Look Up Child,6pmoTLfsPpn0wisT3YFJSN,82,https://p.scdn.co/mp3-preview/3af292e58be8ef42836922174a85571a24ab7937?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,I Won't,0d8ecVQ21crDPnkOmstmig,Richard Walters,3rUqgY188kWz0hKkqnpk9F,I Won't,7GlB46U9wtvRcAu95TeAjt,56,https://p.scdn.co/mp3-preview/ac33b35d31aaa65fb8f8aeb3143a5b96cd074c87?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,Let Me Hold You,1KPOljIkYzuv98nBPNN8DB,Nick Wilson,09Z3wZ88af1pfyJxziESQF,Let Me Hold You,7DVLUz7sUgLhg8doKLDZwM,48,https://p.scdn.co/mp3-preview/b93e6d687e758a030d97ba02a36623ba49fbc690?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,Sparrow - Acoustic,4bqrX6NqGUeB0UJMeAlRym,Emeli Sandé,7sfgqEdoeBTjd8lQsPT3Cy,Sparrow (Acoustic),0pR2KtDYOW8WI8Gkfmb0Vb,43,not available
74,Cocoon,262cfjvGP76taxiz0fKkLN,Tommy Ashby,7y1RS42LqlRYnpONXTjN3t,Cocoon,22ex6tXErVufAs9fBIpsIH,41,https://p.scdn.co/mp3-preview/34ab347272c8b2847b0f1ef83f58ff3892535bea?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Sorry for Loving You,7pGVO5MSqbM4XNrbEijLJO,Jack Vallier,2wnHlwpI5kZaXQRGq21UNN,Sorry for Loving You,2G6OyMuEbPKo1As3ySDZnP,51,https://p.scdn.co/mp3-preview/30907b2de76386e850d4d5e187bada5ca835b539?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,If You Knew Better,0yWmKkenmsSXb7CIK40IOn,Dan Owen,3wrdNgjTSLLQZ382sPyoA5,If You Knew Better,3nW8vls0RsII5CHzvfzhWI,47,https://p.scdn.co/mp3-preview/59eef968f6e101049a42c4497a3d51c8b73c9688?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,loyal,3xYCHCokOiH0OjtkCZaEAq,Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,loyal,6Qaf5nkqCOuOcs2ao4kLHM,49,https://p.scdn.co/mp3-preview/269a46473b82aaf0698d1e019db3d4d4c5bc3329?cid=fa83a2fec7c440b7a2795d600d6b2c7e
78,See You In Life,4dNZaLSXpJMQowi7LX3gtC,Valentina Ploy,4RnzpVhMevUeU16FlV4e3e,See You In Life,7CmqyXDDAdWTBdkgNxPEGI,63,https://p.scdn.co/mp3-preview/1809a7f6bc4e56daa29c19aeb80279b58266001e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,July,5a6pdCHlWS2ekOOQ70QnAr,Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,July,2YQptVBjUJeIOBavD1AyXg,79,https://p.scdn.co/mp3-preview/b772266fa0e6a75c3d73a816f86098c0a96de110?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Lost,4MQ6QWqJztCZJYEAXeQkIf,Will Heggadon,2Y0sh9cqZb8lhfWsIsByAO,Lost,7dYEBfjq8oAgiB76zKLbX0,41,https://p.scdn.co/mp3-preview/5f84ca0826191223fdb20ca4c2bfba0bf873d548?cid=fa83a2fec7c440b7a2795d600d6b2c7e
