Punk Español,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
23,A Ras del Suelo,7MofeVnACbDDBOrp0n1O2M,Envidia Kotxina,0ecMaXEm4sV6sndUYsyvmU,Kontratiempos,4czEvvHdq60prvX7rBwCh3,38,https://p.scdn.co/mp3-preview/bb1615aecfaab3340295ed27a69cbdaaa2d68159?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,La locura,4qoiW7KuyMkiShQgZkRGc6,Parabellum,0JbJ9sG3cB719QmmkIRTPQ,Hace falta…?,5t0HwnzCCMGcMmervnzQRY,43,https://p.scdn.co/mp3-preview/414b728e0a8ed9ce2dcfb00c7790dc5676851eed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Mariposas Kamikazes,4HSnwhyfKJ2s7h8isj5v10,Carroña,7d5zlC95WTo4JJFWNKsiP1,Mariposas Kamikazes,7m5SLI8OdiS4NBhaD2inwm,31,https://p.scdn.co/mp3-preview/a37039db3becd798da6500e9eeb60ce456bea068?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Salve,3A5g4sFwzahqS2B3NeqNV2,La Polla Records,3vHlZN6pTa2zOl2eVxiEdJ,Salve,1XCAxFWUmdLpI0WEtfBYmU,0,not available
27,Cenizas del Capitalismo,2NenHGIv1vW5Q1ncqVp5zZ,No Konforme,26yvJIyoBOe4vGLB2tlwub,Cenizas del Capitalismo,4X7lJZHbRFUQc5yQSL08Ii,0,not available
28,Tenemos a la Pasma,2yGO1zOQ3psTV42DxtzF85,Lendakaris Muertos,6x6bFaWdzVQM6e7ke2ysMc,Cicatriz en la Matrix,51o67b23wyqqkYGN738zMG,38,https://p.scdn.co/mp3-preview/21ab2af7008d4038f276ed585e30804885ffc6dd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Así Es la Vida,12obLt5jLRqJTWwbV7HywQ,Los De Marras,0E1P5uNgbD11POIDxFROHh,Vulnerable,7hL5n61zepkS2WQ1MCTpCI,46,https://p.scdn.co/mp3-preview/8404fbde27874024cd1b36dfb091e1d8b4e5ae31?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Loko Kuerdo,5NWWzmogzsKzCqtCSKO0cL,Txapelpunk,1zOX25BGYZ4nt7XcACV3jG,¡Vaya Full!,0Jy2KdVM6PIaMtl9tLYCVw,37,https://p.scdn.co/mp3-preview/5553aa5ddc9dfb24db61c2814d3f59290d415e04?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Amor Frenopatico,6YjmFAhmoUJydfvpDj0PMT,Comando 9mm (F),06U7a1JQBlxvAuZAa9H4fG,Camino hacia la ruina,7z6A7KRuF72XBB8VcvUbIh,26,https://p.scdn.co/mp3-preview/caa9d00efc79d42c7fd26a9da26fbcf493d3eb1d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Ke La Kalle Nunka Kalle,0g65dXS4wAvOQ1d9g62jz2,A Palo Seko,6YkQm6IPzRBNSimTxeVm5Y,Kañaversario,756tJcduFKUpoP4exp3DKD,25,https://p.scdn.co/mp3-preview/ee4c611bd9edab7d77e1be3e6b42606903329618?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Borregos,1oSBCflY9G3yVFWe2rKIs4,Ni por favor ni ostias,3ECXcpeE3Hl981IZEszU0g,Ni Pa Kaldo...,44dwzgroMPvyj59hNpshKL,16,https://p.scdn.co/mp3-preview/ab55956940db898f3cfbf84fa81f5e58deebc4c4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Txus,2PsfVFoxML7Cqa5E66GKO8,Kojon Prieto y los Huajolotes,7JQaCBrVLPIjr2mZq2hx5h,Síganle compadres,1AoAcFTJMxJSjxnXAecHZG,32,https://p.scdn.co/mp3-preview/1990e179c41f662d187066c7bfcd9628118bf266?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Piedra Contra Tijera,05ZxYc1glaSTsNVbjBO9Ty,Soziedad Alkoholika,2S5OOMthdyp3Qu4IbTGAQ3,Tiempos Oscuros,7aQjiTfTyA9eMNkuMc09k9,47,https://p.scdn.co/mp3-preview/0988f5155270bb85cd7dbcd82e6b13fa8b4839bb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Ke felicidad!,2NDpGrEdfBWfAdeBkPzR9u,Discordia,6COIQdML2EH50MNUYjzcaG,Versos de rabia,0tlU2qMmtEIQEfNFjp8RNr,0,not available
37,Sin Haber Jugao - Live,1z4XJhvIIpTzmKOqKQKv4A,Fe de Ratas,1sA9ezsOb2LXqczAIjLFmK,Ratatata… Tour (Live),0QbXmo0fH2lMPVG3UeaJmK,31,https://p.scdn.co/mp3-preview/76eb8a60a6f65f3625ed7334fff44046dc47acd7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Salgo a la Calle,3KOep0HeA6PxeoLT4I4Ixx,Elektroduendes,7oboTHVarRYloS0WJxGSJW,Salgo a la Calle,3wdwyHXHc5NKboxzLsE6pS,40,https://p.scdn.co/mp3-preview/1f21c975fb2ac18883a62ef74fbe794b5d2f68c9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Somos Revolución,4alCPx4T5VHqAsihn76W4I,ALADEMOSKA,1ekttoTgjC4AhaG3r4eaMT,Revolución,4AQDaOXwk4lKN9DwTVbhjf,39,https://p.scdn.co/mp3-preview/a9d4d269e307098f5b826b6519d3a513241ee5f5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Pégamelo a mi,75koSjKCBKxK9SFS70pBBQ,Def Con Dos,1O4hqQz2nV0jrlF9VEFBNK,España es idiota,5f1M1eiKzVAmo2lOpU7adF,31,https://p.scdn.co/mp3-preview/05fd812559308a6732c3fdd1304ae336c409aecf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
