Wochenende,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
11,Truth Never Lies,4Q1HcvTHozFOyWQzUTQoK6,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,Truth Never Lies,20hcC1XVmHwnG7RQLxU3VM,52,https://p.scdn.co/mp3-preview/cf3d428adaf2e4dafa0e66eb29a56b23dc2274d7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,All In - Ostblockschlampen Mix,2zRFPRWcIBBlTvvn34sj2o,Eastblock Bitches,5ujBuZtDUrPORHkAyQJTjP,All In (Ostblockschlampen Mix),0x6Wk869TKqVPhuzSUXEye,50,https://p.scdn.co/mp3-preview/6c7a4beab4cdf9a0abd6611f3b8cc93157735cdc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,Hibernating (feat. Zoe Wees),5d1YcXpaA0meOkkcOJaGgm,Moonbootica,1YkHCcMgZ6fTQMeEQyYKTf,Hibernating (feat. Zoe Wees),31pSMpQjwYqPKE5XhnRAL8,48,https://p.scdn.co/mp3-preview/e1747647da62b31d17637b640e6fb922dfede9d9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,Please Don't Go,0la7YuIt0UPKZmx4Q3xnqN,SRTW,7vHAcPVlEDksRsCfkez2CD,Please Don't Go,0MccQg39JmwyDmrYfIEFM7,54,https://p.scdn.co/mp3-preview/9f5dd66feb4ce9d4f3fcdd02813f27139e4df5a2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,See You in Space,3t0JlkjyJhYlTC7hgp3E3j,Adaptiv,6IPc2gsAni4QtYNmv1U6nc,See You in Space,5ndGcx9uBdskLhxny6U5Ls,49,https://p.scdn.co/mp3-preview/6e34a2d06b9d51d68cf674abd1d3bcf9ee3dc7d3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Back to Life,24LjGM16ewczPbTR8epM6D,Aérotique,6qOzyug9zoGuMHTmErJ6zo,Back to Life,4d8RSivskW00OVlm5ZftKe,52,https://p.scdn.co/mp3-preview/5a557d36db434ac1fff9bcbff880c6c14212237c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Hungover You,769OywRyTkW4i5l3K3vMUv,LIZOT,12A83CWwFiyXy90ScLWPIe,Hungover You,6Z6MSrQFIVWvonrYXtzE52,51,https://p.scdn.co/mp3-preview/6e4da722f9118b3b3d7a561c8d652a469feb2b49?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Comatose,08jZcQGx52kOxelaTTezkG,Nicolas Haelg,0nwid3SFCGyXxnllTHzHPd,Comatose,7aB6AKPaGYc8lfndyrRWAo,53,https://p.scdn.co/mp3-preview/e9b4cd4cf6ddf86bb45bf378c4a5251e0af491f9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Someone Like You,0gmQSIM2zqcVm9eKm8BkQm,Klaas,25sJFKMqDENdsTF7zRXoif,Someone Like You,6uYiKKaAB5IkxroK9wBt0Z,59,https://p.scdn.co/mp3-preview/024832eb27f56e200d1c37262786a6d0428d308d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,SOS,6nDKrPlXdpomGBgAlO7UdP,Avicii,1vCWHaC5f2uS3yhpwWbIA6,SOS,7Jx7doYIXITyR2LQB0Hvbc,51,not available
21,LIITA,5ZTnfOu68a8wceHVB1UG19,Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,LIITA,6V7Krn7g4Egbb8B9eLX9Dj,58,not available
22,One by One - Alle Farben Remix,3d4opgagC9pd2fhDL4HOC3,Broken Back,4nx8ehrFiCOmWgebUKshDV,One by One (Alle Farben Remix),3lI1jWGRWlAkIST52KaOCy,55,https://p.scdn.co/mp3-preview/21548d72c7aada146a10d111c1f9d77860daa913?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Sun Is Shining,2AO4S1Wq3B8kYfzULMeCIh,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,Sun Is Shining,3jBSX66cVMJ2KqHDuXBtrL,56,https://p.scdn.co/mp3-preview/c34b733c3841398997328e64dfdeb49fc45a15a4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Alone with You,3rMu51ZwOmmpHaHXXngJZ0,Y.V.E. 48,5zSWGyWE5d0PYaYrtdVwOz,Alone with You,38Jyzxxtsm5XIp3skoPWY8,53,https://p.scdn.co/mp3-preview/72a9d75ccc1d4f05c0fb8bb392550dcf5631865a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,With Every Heartbeat,2WZ7k9kEvjipzWeuaMr6mE,Calmani & Grey,1mhqV3TKErQZb0mZDaR0Xo,With Every Heartbeat,2PPJAoUoW58tzLbkSvHNDx,50,https://p.scdn.co/mp3-preview/9186b1c0bbcd769bcf3e1380fddff9f7f63c4ba2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Lucky Ones,3XQRNNfOG6lHP7yk4DfghU,James Carter,5344K3N7rx7kw1HjO8psuq,Lucky Ones,2cqYRLeCq4x9HtbCv8wkqc,52,https://p.scdn.co/mp3-preview/01bedb53e774436cee42ce9d2c1621ae6187a7c6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Busy Bye Bye,40lC9xLPSEpWCYcQeSYOWM,El Profesor,2gTcdmBwgyh3EORKIXCzlw,Busy Bye Bye,1WiUGZqxHwhEPdEkBFbLWf,51,https://p.scdn.co/mp3-preview/4b2a701d3d5bec5a863d1c0b64fc20c019aafb85?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Never Alone,4w3InOZmItJiSlhnkr3lv6,Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,Never Alone,3MdfIe4hKDL59tOpVwC7DW,67,not available
29,Sun Comes Out,4wfJt0r7lGcC8Fd28Wkr4f,Hallman,6lQbKezHkug0aJSkAjYYO5,King of The Sun,6NJIYxgReCiiCxN1AzbE0g,53,https://p.scdn.co/mp3-preview/8da733becd33e18c64989eb5b8adb4fc794d7ba1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Know You Better,5VrSVEkPSHpWOn3stPrGWE,Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Know You Better,7eJxrkuDWiel2lPQgU33nt,52,https://p.scdn.co/mp3-preview/84bf1b1f3a3cf822f8f80c8216bd26b94b1f4bed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Find You,4pRgU9tlDnPVQV27xOOryV,Nora Van Elken,04m3oUGzjO3EJTQidFzTgM,Find You,2yK7su2tZlws4MJfIvDXeK,27,not available
32,Don't Give Up On Me,5hw9RzFpyZqkW7ADN2NKeO,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,Don't Give Up On Me,17zVhrzfIc7Fb5FspAahe0,59,https://p.scdn.co/mp3-preview/bda4fed9cd2041e0316b4f21617f0c1187d7a04e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Seventeen,7hlo2sj0fejYzRwIS7cdfZ,Thomas Gold,1XLjkBxFokuDTlHt0mQkRe,Seventeen,07VTYisyBRv22BwKFFGCTA,47,not available
34,Waiting for You,2L0wPdpLIZBSMmkS8RDFtw,Y.V.E. 48,5zSWGyWE5d0PYaYrtdVwOz,Waiting for You,3p9GXL95N0rNtU2t0bqXPS,60,https://p.scdn.co/mp3-preview/9ba15a1b63f17eb5e53aee2fe55cc5f1af262568?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Bruises - Steve Void Remix,4raMIjIjMc8JohHth7l9lG,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,Bruises EP,3bAq5agU2IUDfDuO4w50aR,66,not available
36,Try Again (feat. A7S),745LUoE5rQZ51Tz4WnBoNp,Tungevaag & Raaban,4cSYNpczcvTUpnPMFDLsIc,Try Again (feat. A7S),1u3cv5nL73WeTFy0JV5H9F,62,https://p.scdn.co/mp3-preview/c59a2cbfb3a8daf0dd67b96dd481a71c7932e2a0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,It's All About,0XO3RZYuYKsz0cORoVlQOB,Rooftime,4QZjx3AfLqJhGYkmWAEUm7,It's All About,08ibtOTy0W9Zg81nn4VRmW,51,https://p.scdn.co/mp3-preview/3ddab35cb1d4d1c1cdf33f8946860bbd1f1457d9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Lights Go Down,4lSLtHGwXLZOaOCrI6QKDV,Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Lights Go Down,5v3tcI06N27PUMa9IKIlHF,60,not available
39,Overnight,4ox38ZsL2D3SeiVHGGjBeK,Aérotique,6qOzyug9zoGuMHTmErJ6zo,Overnight,5AaJHmurV821y3owWU75FE,42,https://p.scdn.co/mp3-preview/5bbe7816aa69ec88f012b896ed78aa17735b7069?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Vertigo,76b2VWEmFHmAgf98EkwD44,Mushroom People,4ziIr4aQsNzHu1uJssQAUJ,Vertigo,6OU7J6aEkorieWKd7bUH4K,42,https://p.scdn.co/mp3-preview/1991f0ac02dd782e2b46fe9ddcc0770ed209c95b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Say My Name,0sZR0i96GtoJEP8N8ujrKs,Koni,3BETdCqKlraxPwjzH4JUIB,Say My Name,0Hsab4pZfROgtvJXrWtu6n,58,https://p.scdn.co/mp3-preview/50e202e31bb760900f4b53054c23786995f6bcf4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,JUST TONIGHT,7Iz9kowll8u9yWnbOPy3YM,TIM PLVNK,1nZvBVvZi86Bjf40oxsYEk,JUST TONIGHT,6PQiZBLmkvJ5fINMuhTTu5,46,https://p.scdn.co/mp3-preview/c077c102a39c952780134e04e59832509429ae10?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Walk Away,2ijkXuZ7XQxe2ICFVcnITE,STVCKS,1esyIum2trtiR34sliNlvN,Walk Away,3NYdr8XnRK8FnJxoIALcAv,46,https://p.scdn.co/mp3-preview/25add662b362aef634e862980212fba380ecedd1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Missing You,1bfXllL6F9cvVQ2fD7NYCJ,Tyson Bay,6OJA9oIAymjgTSxjKdT9He,Missing You,6WFibURntiL2KXpvMA1QPo,44,https://p.scdn.co/mp3-preview/acc3c0f2dd752b76ac92f24ffe144cc65e429e78?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Honey,0tz3BqpRlCcD6S0zH7LqVP,CARSTN,3Wb1mXnd1hXkGwys5m54YC,Honey,7gU2tRfvAzOlsFNQldnuV8,52,not available
46,Brave,0GRoERSBBky3YgdKW2w2Vc,Don Diablo,1l2ekx5skC4gJH8djERwh1,Brave,1vlt3ZZeHbtRWKOFu45TEJ,69,not available
47,So Brave - Radio Edit,3w04q0kDsjpOnSMYlAwovd,Blaikz,0uqlT7M0lAL931lCyQLkde,So Brave,4inlsm5tAUXRjgDP6GGn4B,41,https://p.scdn.co/mp3-preview/b47a8192972117e58b5b7aad037f30e3d0c74fe5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,My Best Life (feat. Mike Waters),5kldIyD365H9iq8Cz1Jb5F,KSHMR,2wX6xSig4Rig5kZU6ePlWe,My Best Life (feat. Mike Waters),57lxvNz7Fp3hHNtXspUkjC,66,https://p.scdn.co/mp3-preview/e839b590ded878bcee85ddce726794817aa2ebc7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Just a Fool,6s6HB2One9UHVTsjzVZwke,SRTW,7vHAcPVlEDksRsCfkez2CD,Just a Fool,4HVIX7D7oGL5SYGqIJ5vmc,45,https://p.scdn.co/mp3-preview/aeb4b6c78bdec9f8729cfe260bffde1d63a7cb5a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Piece Of Your Heart,5p1ex0pXv6jSPJ6QbumQpD,MEDUZA,0xRXCcSX89eobfrshSVdyu,Piece Of Your Heart,0agqVZjOqVtqHkq3pTFPXb,41,not available
51,Blame,7goXCLNtleFzhNdzwo6cX0,Dayne S,2OWQQKizLqny2GKSvqfV9h,Blame,218mHLO3H1RsY3678j9p0n,37,https://p.scdn.co/mp3-preview/0bc8bbd98aa048708b5cc2d6bccbfb5788fd0f97?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,All Night Long,6RVHqpGf18CX4OJjCCAx0u,Nora Van Elken,04m3oUGzjO3EJTQidFzTgM,All Night Long,1TGQx5fMjrUB1FJUsV9UPP,26,not available
53,On My Way,3fDTDf6XRXgrSR6DpXLS9E,Sophie Francis,0NQJm4Wlz3rrDJGlQ28L81,On My Way,091VRzGkdNPwBHmVkKMw10,60,https://p.scdn.co/mp3-preview/e96865a435da69504353a1ff440243254d7653b5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Just Stay,3YPhgbRDotBitv4FQBnoum,Mauve,4H6XYH7PhoJXhD45W93wkh,Just Stay,54YpWbSMSExYt5uSSIobiZ,50,https://p.scdn.co/mp3-preview/00ec68f414140b39014506415359d34511bcb6f6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Something About You (with Rudimental),3hYdai5p5sQ3vAmHQ6uaK6,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,Something About You (with Rudimental),0yFCgpwcC2AMcbEkRTgl31,72,https://p.scdn.co/mp3-preview/75705ae7c893e0c6af8a3c27694aa23637286f77?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,This Is Real (ft. Ella Henderson),1pRShUtGOG6ZP5fsnw9G4h,Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,Snacks (Supersize),4p2j0vmXiz57RWkipyrMZt,70,not available
57,Don't Believe,0c06UPbZy4YaftC2g34b28,Max Fail,6fyLFM7G6aSFpZ1BUUDCLf,Don't Believe,7ICSHlnjCiu3Jo5J3GJQzL,45,https://p.scdn.co/mp3-preview/be868e6eee340da5c4b728c11c1ad829d0d39865?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Deep Inside Your Love,4RYskrjQ56quYK8ITVY2qV,twocolors,7ACEUD7UsmmXrnj4OLt8f9,Deep Inside Your Love,6rKnZibP5ep5F40pBHJw2C,34,https://p.scdn.co/mp3-preview/ec28e8afe30bc9b84cfadccaf4201418b3361c70?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,These Are The Times (feat. JRM),5YN0zHycJ0Yxz31A5QsVov,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,These Are The Times (feat. JRM),2OkqLVAw949KZZ8lgMMIdj,75,https://p.scdn.co/mp3-preview/86a231f4cd39bcf8058c94b3e89e1e49799c7c54?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,No More,1GbeJwHvcWOELjFFesFvYe,The Prince Karma,6ew7qRw24oov125Oly8pFD,No More,3FKKvVxJEnOI9Y9GxrUzsq,42,not available
61,Found Me (feat. Maria Hazell),7ubEV4AIzzuaGKnl23GhjR,The Him,5WdqBAQhGFCrZvBKXiPIu7,Found Me (feat. Maria Hazell),35R6pw0z5UDKdk5wjN5o2u,64,https://p.scdn.co/mp3-preview/089d80a67c4667bb74542f71dbc2c5d5c035ace2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Love Like This,0g8l9TRpOqvPUbg0EwH9Xh,Koni,3BETdCqKlraxPwjzH4JUIB,Love Like This,4DCTJKiuTW2EExYwljTC7T,52,https://p.scdn.co/mp3-preview/bed5470466ee16668db0143fddebf73c2ff45375?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Somebody,7CIx6zasWwRTzu9TmuIzAN,Jonas Hahn,7tBpLbevy1QHXITbLo5SIn,Somebody,6Uh85ALlE1rEhwJ8lQCEhg,48,https://p.scdn.co/mp3-preview/2b1c23f4b283888f1223a16fb767146f39ec2c38?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,No Way,4o18qnKccRoxfXfWJfDYch,Jako Diaz,0N5xjvZDyBf8kGuYCBJNJz,No Way,2t4lYAx0dOt7z0cJp0KF2X,41,not available
65,When We Were Still Young,14VpDEKSX01feZ0Tt9kc7w,Klaas,25sJFKMqDENdsTF7zRXoif,When We Were Still Young,593mhCmRU3NrGGKcLCsTuV,57,https://p.scdn.co/mp3-preview/fb0c79b59a099dfaa79f262d119226bc8e997896?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Thing For You (With Martin Solveig),0IhTEIjFaRt3B2NQYf9azQ,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Thing For You (With Martin Solveig),1cbCgek1ORPGZFKlBIhBmH,74,https://p.scdn.co/mp3-preview/11bbbafe92be26d8764f2f033249589881949599?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Wake Up (feat. Josie),38lEo6tWlcYNR2uWKfxY5D,Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Perspective,72DXbnLW96RtEy3bApHYCK,51,https://p.scdn.co/mp3-preview/3d1b1fee2d6a1d2119ec9151da3230559315319d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,I Can Feel,62TOegTJsamXZ2hHEX4xL3,Sal De Sol,1NYrnhQGO4Inhf0oZW7mtK,I Can Feel,5vF0S48aMyJC7vgkbAexGb,39,https://p.scdn.co/mp3-preview/cbf9ebca807c9b798b6a772888ddd3f84496c30d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Falling,2SfkQzlQsDCEP1xHASoPGJ,Wahlstedt,7yOWqfe8iP613Ne5SV9XPP,Falling,3txCGyy09BTKqD2vdNwUZ5,51,https://p.scdn.co/mp3-preview/b0f77116ddebc0a89481acbf01b6d28a0355a9c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,God Is A Dancer (with Mabel),6fenHIxXuuzKB55wY4WCHP,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,God Is A Dancer (with Mabel),2T0NPRcdhIt71ifDWm328R,80,not available
