Clásicos del Verano,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
12,La Cintura,19MBk3PbNFE36wqIqkMq9H,Alvaro Soler,2urF8dgLVfDjunO0pcHUEe,La Cintura,5Ao1r4qOUoRBUSPovTbKR9,21,not available
13,Mariacaipirinha,24TMdgtjqr4T7AqJZmUlnV,Carlinhos Brown,5jvQoouPSDvUEwynz5KPpv,Axé Bahia 2006,18SZNiWUkqZwS7wTrx6GwO,1,not available
14,La Bilirrubina - En Vivo Estadio Olímpico De República Dominicana/2012,1GT0Q2ZTeKtIBueYKr4vhr,Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559,Asondeguerra Tour (En Vivo Estadio Olímpico De República Dominicana/2012),43lcnoRo7YBAYHEztiDRrG,66,not available
15,Sólo Se Vive una Vez,5dg7OfEwTVvUZfqt24ObwI,Azucar Moreno,2WrKqjMRKr5MitNYaNgvl3,Mucho Azucar (Grandes Exitos),7xcIu7L8tCgaKYWndaS0uV,56,https://p.scdn.co/mp3-preview/6069dc7172199e9b1c713e0204cdc711f9d86a58?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Quiero tener tu presencia,3f2k0XTc2ZXG17jEMDu8pp,Seguridad Social,5UbMQUFrcJdDstPCza7y0B,Furia Latina,44qXGSYAvbnwci400nEDpe,63,https://p.scdn.co/mp3-preview/36253d886fc8cce0880315787c5e1dc84833fe1b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Bella - Remix,0SaYeGhSXN0dDWstyNTQ56,Wolfine,2OnKRchqP7tT0FzTvWIFI7,Bella (Remix),1UsmrwFQhk483czxWluhS6,69,https://p.scdn.co/mp3-preview/e5ba7fc4af7518b4bbbf689147efe84633dfb63a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Colgando en tus manos (con Marta Sánchez),0T5MzYymxrAHLn5DngipCV,Carlos Baute,3smfreCkyJt7bShaTYpG77,Colgando en tus manos (con Marta Sanchez),5Qeb2HjOkQydWNpN5fB9uT,62,https://p.scdn.co/mp3-preview/786f5a3a0d27a404b6fc0b116aa2fe669d08b7f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,All My Loving,2x3MxkdvKiWvLor7yNeLWB,Los Manolos,4WsE6jJORlwp3OcAWkCUrj,Pasión Condal,2An3BPZCydl71EY6jffCuy,53,https://p.scdn.co/mp3-preview/a6cba32084e087ba1aaa0cd18522916a2f2df3f3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Ibiza,1h9P5WJwyvK8OB7O2YiXgp,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Aura,0SukGZiXMtmsZoxstkBtNR,77,https://p.scdn.co/mp3-preview/bf3706f0957c6b468c8b6a0e028c1afbd464664a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Levantando Las Manos,6aIOfv9A3FZtQjMjyWNiJJ,El Simbolo,276SjaOhqPfWqk3eDTDrz3,Éxitos,39823i6I0X4cFWoCQPZWOd,56,https://p.scdn.co/mp3-preview/4b991d874ab04fe832d417236334421f29ea59fd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Mala Mía,62o8KoI44JfN7aYxgTnPvh,Maluma,1r4hJ1h58CWwUQe3MxPuau,Mala Mía,3Bj8Yd9ANO4KufZkqOmG0W,77,https://p.scdn.co/mp3-preview/273268627d21e468125e392a78c8c8669cf9e8e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Ritmo de la Noche,1RnmgzFAq0AACVdBuCZoxJ,Mystic,4ahFEIM1vjjjrl0xTsfzSd,"Entre los 80 y los 90, Vol.2",44EBCc8u7uK1HFpY35cmz3,0,not available
24,Ya No Tiene Novio,7uQmJ1jgNzBpATSoWKSPFu,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,Ya No Tiene Novio,7yFrNYBdjgAeUKflMGtU8l,79,not available
25,Sigue al Lider (Follow the Leader),11NDrJrpHK92KwFNfVSIvn,Los Morenos,2SrP1bTX9nzMieef8S7Sy7,Bailar Latino,2W82Shqd93uDIUCFGtxS8e,36,not available
26,Cuando Te Besé,2XXMDz7SPZ4mSFN1PXfHUy,Becky G,4obzFoKoKRHIphyHzJ35G3,Cuando Te Besé,1rNj1DvnXIH5irucrzT4zo,81,https://p.scdn.co/mp3-preview/711aada3953b733c610466921e9bfb66a3b829d5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Ave María,70iXrOETHNdFJpEikr4h2C,David Bisbal,5gOJTI4TusSENizxhcG7jB,David Bisbal (International Version),3NAwGAUFcWaIuRk9aCRoCR,3,not available
28,Mujer Latina,4jNQhO0UX7rwoJ1dqDrH7x,Thalía,23wEWD21D4TPYiJugoXmYb,Greatest Hits,54NZEGiJSOn0xbXNx2vacd,46,not available
29,Vamos Pa la Playa,2XdgVioNvENCspUhMzvyjH,FlowZeta,6Ocjln6CF4WJ5z1GTmGzUH,Vamos Pa la Playa,7cx81P0OPmK2MElGwJ9ggg,7,not available
30,Amigos para Siempre,6PfQB3xEbIlky1dXOb3Yyh,Los Manolos,4WsE6jJORlwp3OcAWkCUrj,Dulce Veneno,103iVGOwBBlDcdrRmORWDH,54,https://p.scdn.co/mp3-preview/5c3758e3209f64cf07ed0e6905d76d5dc3cf7a32?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Traicionera,5J1c3M4EldCfNxXwrwt8mT,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,Traicionera,1TnP5HDR6fxVZBIGZq6DgO,9,not available
32,A quién le importa,7Eb5AYiiGWItBNddlmxvnh,Alaska Y Dinarama,2mDlFcPtgXtLF1gEshEInh,No Es Pecado -Remasters,4WVr9fj0yFPIUbyb9tjOQh,62,https://p.scdn.co/mp3-preview/a649665fd98a04f6cb56de18b2325e05ab2be645?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Clandestino,7DrluKkTviBwCc8AV3VGmf,Shakira,0EmeFodog0BfCgMzAIvKQp,Clandestino,1h1hnfRyc45IIDnxUCaGIf,76,https://p.scdn.co/mp3-preview/da02f5da679715064baf20741d1ac80b2fc67a3b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,BEBE,7ATATJztoWLcqDAcVVof0C,6ix9ine,7gZfnEnfiaHzxARJ2LeXrf,BEBE,3OLSEsIMEgtcn1U9s03qRR,15,not available
35,Salta!!!,0M2tanh26PWePnaGVV3h3y,Tequila,6stZWw6L5Sjy5m7OdUR3rO,Confidencial/New Booklet,4MlGPzHeuch6yl8VBzDDmU,55,https://p.scdn.co/mp3-preview/e7d8b35135c86bd2d9aadf5fc4f2e85b05596607?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,El Anillo - Remix,3wyMqxd4rILBpYlpQRQ58h,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,El Anillo (Remix),7w6I6U26rj4427pJk9HxVv,57,https://p.scdn.co/mp3-preview/6e67bd9ab397874ee7b1a7dad11ae92256375d40?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Ya No Quiero Ná,2A2Q4CYBcVvBF2OqgJ3OWX,Lola Indigo,3bvfu2KAve4lPHrhEFDZna,Ya No Quiero Ná,0qvWm5gyv7jLuRwj4Ioaob,65,not available
38,Bamboléo,3qzVJh6INW1CzSDVR9MRgS,Gipsy Kings,3jc496ljiyrS3ECrD7QiqL,Gipsy Kings,21Hxqmg032UyDlZydqS4DW,68,https://p.scdn.co/mp3-preview/6032f8dab690507c329a5ac85c2aa7c107fc4d86?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Aserejé,6NG2IIXZfC5Notpz0GIODU,Las Ketchup,1e8GEl48ktvfDpruMKB6Oe,Aserejé (The Ketchup Song),5k9nNGzp6ogw5bBULPeMSz,58,https://p.scdn.co/mp3-preview/3ddfa5c26acd546a3a3fe218caa98d2f1c1c13f7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Lo Malo - Remix,7vHzOI0lrq6dXsHuQWpBpT,Aitana,7eLcDZDYHXZCebtQmVFL25,Lo Malo (Remix),35NdeKuRZ9zxd21lvngNxf,62,not available
41,La player (Bandolera),0VKkyBKCXyR99navhVRqcP,Zion & Lennox,21451j1KhjAiaYKflxBjr1,La Player (Bandolera),57BGq6lpz8RK1cqr2fPVIi,78,https://p.scdn.co/mp3-preview/8b13790ddfd68fc7db370d01668d3ae3e42c836a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Yo Quiero Bailar,4rFCPjKfgbEeNvs1Ku4nbd,Sonia Y Selena,0wWRxCuyckZOJQVEGqE1f8,Yo Quiero Bailar,1Z3oRjE6kaIhj9GS0IFwxF,52,not available
43,Sarandonga,2zNDRGoRkNEkMhO5fcGTMv,Lolita,1Jl0XzEt7csnco2FUybCrK,Lola Lolita Lola,4NLreQcjpcQESB7yvGU8RY,47,https://p.scdn.co/mp3-preview/020d66b605327a8c566f8efb53429faa33551df7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Ni Una Sola Palabra,52IreIJblsuK0SAJDIIh6v,Paulina Rubio,1d6dwipPrsFSJVmFTTdFSS,Ananda,6trlVwGnJ8O00ZpQUvCgAw,4,not available
45,Sopa de Caracol,4V8uHuLaBRxQ02H4YNCOO7,Banda Blanca,1Ykx49KpY0FqIXUwyuD3TJ,Lo Mejor de Banda Blanca - 16 Exitos,696Y05qV9YgqTqA8gPmY20,59,https://p.scdn.co/mp3-preview/ad7a15aeed58aa06c437dc4c10878ad5a2a04e49?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Ella (Tu Piel Morena),2DAeRk6J5C1Zu8iy32sUPf,Viceversa,401RKKAmr5xOK3FpoXud68,Lo Mejor De Viceversa,6mbQGg061o7PBBnb68rvZD,44,not available
47,1 2 3,3rxs4C8FPu0DcuKVaZlUCu,El Simbolo,276SjaOhqPfWqk3eDTDrz3,Éxitos,39823i6I0X4cFWoCQPZWOd,54,https://p.scdn.co/mp3-preview/77697146427b2c92889a955feb363a7991be7349?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Sueño Su Boca,6gMyJAtpnAOU92I9hjpSNe,Raul,6EJ4mFJMPWz9lHCNP36vOC,Sueño Su Boca,5iOtSGdGnwl8yQmBT97EUt,46,https://p.scdn.co/mp3-preview/ccaed488cafae5229c931a37f030f22e009b8c7f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Antes Muerta Que Sencilla,3QncI2MDoSto39bT8SJtKK,María Isabel,0oSfTqDPZq2WVyFN5iouCf,¡No Me Toques Las Palmas Que Me Conozco!,0O3uCYuik8rpujahvRqJgw,51,not available
50,El Chiringuito,7tINYpwI8RRRYaAfF4qVtn,Georgie Dann,3mvKi0X95xuOuFItofQEHY,Macumba y Otros Tremendos Exitos,5omrf9RhgyGsSSEpgMop1o,22,https://p.scdn.co/mp3-preview/b6792d08e9dade2d4ab9ea0d531084ff1095add7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Salomé,4l8i9h5PNoJte95Es3HftJ,Chayanne,1JbemQ1fPt2YmSLjAFhPBv,MLB Caliente,32FJnbptijIkaBp6OlzbUU,53,https://p.scdn.co/mp3-preview/5bda6f73e7134cd4e50a41357971e48c4dc194c7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Calypso - Remix,3B1q4Cv9PcYdiOpzqKSEIV,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,Calypso (Remix),0Ru1vApAYHKIpCeyc7gGJn,55,not available
53,Baila Morena - New Spanish Version,0M2YkvoDWKgEvLaCmdH3Gv,Zucchero,2KftmGt9sk1yLjsAoloC3M,Shake,7iW0lg3yMzmO47L2yjCBHn,58,not available
54,Aqui No Hay Playa,7Ja3xxyLa5mdvAOlzBPXd2,The Refrescos,2dN0tlioLsFZ6319yNUNlX,Universal.es The Refrescos,16OaqDgZrf0mufBB0NyByn,4,not available
55,Ai Se Eu Te Pego - Ao Vivo,5YuZQg9r1qdAgF86TnrIHy,Michel Teló,1sDVuztNhGcetCLChkleDA,Na Balada (Ao Vivo),2GqR8iV13NN4clyBKmmkgV,5,not available
