Punk Español,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
12,Así Es la Vida,12obLt5jLRqJTWwbV7HywQ,Los De Marras,0E1P5uNgbD11POIDxFROHh,Vulnerable,7hL5n61zepkS2WQ1MCTpCI,46,https://p.scdn.co/mp3-preview/8404fbde27874024cd1b36dfb091e1d8b4e5ae31?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,Ellos Dicen Mierda,6bsiPYRqISKkHN9FpgffKP,La Polla Records,3vHlZN6pTa2zOl2eVxiEdJ,Ellos Dicen Mierda,0QjDaIXJLrgirtJMFWIu8R,54,https://p.scdn.co/mp3-preview/965253f5f4f0e727e9746dfbbe70c964ea485f8c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,La locura,4qoiW7KuyMkiShQgZkRGc6,Parabellum,0JbJ9sG3cB719QmmkIRTPQ,Hace falta…?,5t0HwnzCCMGcMmervnzQRY,43,https://p.scdn.co/mp3-preview/414b728e0a8ed9ce2dcfb00c7790dc5676851eed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Jarama,749QVthAEMdMPQdZBLQ98S,Boikot,0wppCmJl3glHZZScLcs4gn,Jarama,0Xturr8pgzoF9M6gb0UPlh,48,https://p.scdn.co/mp3-preview/a9f2b0db1bebdf45f0c617990be1c8f3da1ce8bb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Las Drogas,12UZTr5xsKm79TzQkmYRUf,Segismundo Toxicómano,0sKBEhvr6hz7Wpptw0fY8U,"Un, Dos, Tres, Fuego",6KqECOoCoekQjpDd0oIYxS,42,https://p.scdn.co/mp3-preview/9a307ce3187699a772e77217e5de8e2f34a60cc4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Y sigo en pie,1mHavFRruSCwupKzTVGoys,Skontra,3HlwB3k98CWsCN3o6nxQPi,Semeya de la Rabia,7k0IbB4wqVVTof6Z8kGG1F,33,https://p.scdn.co/mp3-preview/7e0ced00d15c0ac476d86732d94afd7beba493d1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Loko Kuerdo,5NWWzmogzsKzCqtCSKO0cL,Txapelpunk,1zOX25BGYZ4nt7XcACV3jG,¡Vaya Full!,0Jy2KdVM6PIaMtl9tLYCVw,37,https://p.scdn.co/mp3-preview/5553aa5ddc9dfb24db61c2814d3f59290d415e04?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Somos Revolución,4alCPx4T5VHqAsihn76W4I,ALADEMOSKA,1ekttoTgjC4AhaG3r4eaMT,Revolución,4AQDaOXwk4lKN9DwTVbhjf,39,https://p.scdn.co/mp3-preview/a9d4d269e307098f5b826b6519d3a513241ee5f5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Esclavos del Siglo XXI,0tk6HwFFBSkbrn8sGKaZgq,Gatillazo,3XrunnoiCGkRTanrnsPRam,Siglo XXI,2fwFXVTTeMyJj7IbIoFQZy,48,https://p.scdn.co/mp3-preview/c2d26ca36a084d0817194993cf3d2e1fa1bc2a51?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Daños Colaterales,0m1jWuJipbtwtprrYqq0uR,Envidia Kotxina,0ecMaXEm4sV6sndUYsyvmU,Cuando Las Bocas Comen Silencio,2XnYnlNmP1gxV7J1MqCuCK,0,not available
22,Ante la Muerte,38QGYGRhXCPecNslTifxfV,Kaos Urbano,0u5LMlVeRfZZuh2Nxowii4,Ante la Muerte,7vDR2G7v27naFB98tQJqMZ,36,https://p.scdn.co/mp3-preview/a29836f63a808f89b1ca72e0265e31342bf5cf5f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,"Ni Descanso, Ni Paz!",0b5PjlQGnxkjNThxUmCSGP,La Polla Records,3vHlZN6pTa2zOl2eVxiEdJ,"Ni Descanso, Ni Paz!",0jndA7RswPbdGEYEe4Tq3Z,42,https://p.scdn.co/mp3-preview/0b58ea22fc67bfd92fd72fd6240d5653de23f3dd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Ni Dios Ni Amo,7cCV5R6beXfSx0yZpjIx51,Los Muertos de Cristo,3kB55UDQKH1NV9TLKWgE8p,Bienvenidos al Infierno (En Directo),3axjsEhBZr1lXitt0YWgFF,37,https://p.scdn.co/mp3-preview/3dd9e5789abad84bd164c25965cf79ef542a0da2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Txus,2PsfVFoxML7Cqa5E66GKO8,Kojon Prieto y los Huajolotes,7JQaCBrVLPIjr2mZq2hx5h,Síganle compadres,1AoAcFTJMxJSjxnXAecHZG,32,https://p.scdn.co/mp3-preview/1990e179c41f662d187066c7bfcd9628118bf266?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Tenemos a la Pasma,2yGO1zOQ3psTV42DxtzF85,Lendakaris Muertos,6x6bFaWdzVQM6e7ke2ysMc,Cicatriz en la Matrix,51o67b23wyqqkYGN738zMG,38,https://p.scdn.co/mp3-preview/21ab2af7008d4038f276ed585e30804885ffc6dd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Desde mi pecera,4EngJo3IphMqzDWZig5ZHx,Strawberry Hardcore,1paudE705UbfZ2ArQsX7uJ,Todos vamos a morir,00llhCPk3aIHtqS3m8nRvY,26,https://p.scdn.co/mp3-preview/ed97e6aae06a9822c7a45ed51df10b90ee8055cb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Enemigo Publico,2U79EanNfw7bRqC68Jnfgf,Cicatriz,7f3sBMcnvGfOkHiKmeXtIz,Inadaptados,27KSLddcDyno8Wm3kYweQV,36,https://p.scdn.co/mp3-preview/8f837249b0cc2aef3ea9ce686fae1df75c14e52e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,El Aborto de la Gallina,2r4LtQn0B3zo2da12yuHF1,Manolo Kabezabolo,0mCVBnmmGLp7tjBR4J8Q3M,Gor 25 Urte 25 Abesti / 25 Años 25 Canciones,6DXAoS6Ufvlg4cWi0S5xs2,33,https://p.scdn.co/mp3-preview/3ac9d410c471c1c6be0a2b548442f44d265fd078?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Cómo Convertirse en Nada,7bZfAk1tgSGyIfpQZfOj3A,Gatillazo,3XrunnoiCGkRTanrnsPRam,Cómo Convertirse en Nada,0W02GXYGmc4BrcAEH1mlJq,42,https://p.scdn.co/mp3-preview/ba184fd4197a31167f86b81ee0c522d0fcc2260c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Kualkier Día,1I9u9TGitfcJzOXV1fCM9B,Piperrak,0kya4eL7YgduZ1RAbO6Uou,Arde Ribera,4miZbn6vSzsHLvCUMSBX1s,47,https://p.scdn.co/mp3-preview/83a1092d86b71484c7ad3a6617d8651f7a44ff3e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Salve,3A5g4sFwzahqS2B3NeqNV2,La Polla Records,3vHlZN6pTa2zOl2eVxiEdJ,Salve,1XCAxFWUmdLpI0WEtfBYmU,0,not available
33,Don Vito y la Revuelta en el Frenopático,4EBFU2ujZgudwRUsi588jo,Kortatu,2bSQxEqvD23Y4W6ztHaann,A Frontline Compilation,2GUirHCExX549jcIgaYWKO,36,https://p.scdn.co/mp3-preview/932bf66c411339e52025800d0a3615f6741b1a52?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Tiempos Salvajes,3v1MxdLiIbC3oWLNVO9J2C,RADIOCRIMEN,6mA005uHpxR9wUsPYb79dK,3er Grado,3DRz1egfDO17AbHeU1J12f,31,https://p.scdn.co/mp3-preview/ce44e7ca1f80785d2a89fff95f3a6d8babd419e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Ella Nun Escaez,5b13wRfevNmDTo8TfLulPs,Skama la rede,0xjYp3IxATW7wsxsxKL69F,Ella Nun Escaez,0JzP4vNp6mGDEfntqNPaeH,27,https://p.scdn.co/mp3-preview/7056962c5e44c00fb1fb5d01dbdc676945e9e734?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Ni Dios Ni Amo,38OqmiFdfy1Cmcn2XI90oE,El Noi del Sucre,2cRU20gTiJDxjQadbtENvV,A Mi Manera Vol. 2 (Leyendas de un Desconocido),1mMB89P9sgw8WRsR6qk8Rg,38,https://p.scdn.co/mp3-preview/f4fb25295433f47ddbf2a3ab920cf819f743a34b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,El Mesías,6XhGmdyd3lJUJyUGaAuCqD,Arpaviejas,3p4ATdrRNiaczZdnPeZlqA,Ladrón de Almas,7EVAAxBNm2ZnPBtQWd8eCy,33,https://p.scdn.co/mp3-preview/6758b912b3a24c5ae4d397abfb05818eea727d78?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,"Sarri, Sarri",3Ikl1NP2ZnR2QktOqkdQfi,Kortatu,2bSQxEqvD23Y4W6ztHaann,A Frontline Compilation,2GUirHCExX549jcIgaYWKO,49,https://p.scdn.co/mp3-preview/2c8d33b4edb4efce337b53807d77c1546eaa1975?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Entre La Espada Y La Pared,67BMsjmMpuNnB4dsVeScjv,Misplace,6LrU93ql4BwLsVCK8vpX7q,Cada Vez Mas Fuerte,75tyN5DEjFSBanRdSqFVKv,24,https://p.scdn.co/mp3-preview/a498536b43e17b731999c4546df9784a0075e97d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,La Vida Sigue Igual,4jyuKmz9LEpVe1gF7nbFNB,Tijuana in blue,35LHJRKlkpHkACfkoyqqT4,A Bocajarro + Sopla Sopla,2QoZ36rmjP1gyQIQ2aAB9r,33,https://p.scdn.co/mp3-preview/d65a68df1a6446d016695ea255e0deb985bcc1a8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
