Punk Español,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
15,Y sigo en pie,1mHavFRruSCwupKzTVGoys,Skontra,3HlwB3k98CWsCN3o6nxQPi,Semeya de la Rabia,7k0IbB4wqVVTof6Z8kGG1F,33,https://p.scdn.co/mp3-preview/7e0ced00d15c0ac476d86732d94afd7beba493d1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Ni Dios Ni Amo,38OqmiFdfy1Cmcn2XI90oE,El Noi del Sucre,2cRU20gTiJDxjQadbtENvV,A Mi Manera Vol. 2 (Leyendas de un Desconocido),1mMB89P9sgw8WRsR6qk8Rg,37,https://p.scdn.co/mp3-preview/f4fb25295433f47ddbf2a3ab920cf819f743a34b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Otra Vez en Tus Manos,2msak8eaVqJPlkqiJ5P16O,Gérmenes,50Ymm1nPtn2tvRtEUZg5Me,Mar Etílico,1vfMGo3fTJxQj40g6fIf60,32,https://p.scdn.co/mp3-preview/cd9247711100d4ed2e8e5abbfef980d8de983850?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Amor Frenopatico,6YjmFAhmoUJydfvpDj0PMT,Comando 9mm (F),06U7a1JQBlxvAuZAa9H4fG,Camino hacia la ruina,7z6A7KRuF72XBB8VcvUbIh,25,https://p.scdn.co/mp3-preview/caa9d00efc79d42c7fd26a9da26fbcf493d3eb1d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Esclavos del Siglo XXI,0tk6HwFFBSkbrn8sGKaZgq,Gatillazo,3XrunnoiCGkRTanrnsPRam,Siglo XXI,2fwFXVTTeMyJj7IbIoFQZy,47,https://p.scdn.co/mp3-preview/c2d26ca36a084d0817194993cf3d2e1fa1bc2a51?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,El 4k Se Llevó a Mi Chica,18b2UvdOlTpR3IMru5Pfya,Lendakaris Muertos,6x6bFaWdzVQM6e7ke2ysMc,Podrán Cortar la Droga Pero No la Primavera,6YVmHQN5rdkLupIaszQxK2,41,https://p.scdn.co/mp3-preview/8c1991bf3b0069cfd378a6399fcd07cf89e71833?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Pégamelo a mi,75koSjKCBKxK9SFS70pBBQ,Def Con Dos,1O4hqQz2nV0jrlF9VEFBNK,España es idiota,5f1M1eiKzVAmo2lOpU7adF,30,https://p.scdn.co/mp3-preview/05fd812559308a6732c3fdd1304ae336c409aecf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Salve,3A5g4sFwzahqS2B3NeqNV2,La Polla Records,3vHlZN6pTa2zOl2eVxiEdJ,Salve,1XCAxFWUmdLpI0WEtfBYmU,0,not available
23,Adios Reina Mia,52hHIF5rYiUi0AtPyvMrY2,Eskorbuto,3AXQ8iTveAp1uA5NlbK8qb,Demasiados Enemigos,06jJMaPtFcbDkuzuIeKywk,43,https://p.scdn.co/mp3-preview/250aa8960f3e9e21aaa64846053b5c819441c053?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Condenado,4i4weWtjib1uFIrhhKfsvC,Rip,4P40mhKEotTwKd3cFNtwG4,No Te Muevas y Zona Especial Norte,37R9s562KSQPqUm2TYWe7h,29,https://p.scdn.co/mp3-preview/a67eccce7641daf68780ed244fe76c48a6af2777?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Muñekosis,0sRjlU33EKJ3Nj2Te0DhaQ,Oferta Especial,3IhtEoCAjwwB4JZnNyzRBu,Arde la Kalle,6KzY1X8GaXjJ66GAoKncCC,0,not available
26,Cómo Convertirse en Nada,7bZfAk1tgSGyIfpQZfOj3A,Gatillazo,3XrunnoiCGkRTanrnsPRam,Cómo Convertirse en Nada,0W02GXYGmc4BrcAEH1mlJq,42,https://p.scdn.co/mp3-preview/ba184fd4197a31167f86b81ee0c522d0fcc2260c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Nos Engañan,0WFeE2O8RI03RheJ4PPbDr,Parabellum,0JbJ9sG3cB719QmmkIRTPQ,Envenenado,5GO7H2fSWsSs8QA7ahTcsK,33,https://p.scdn.co/mp3-preview/26783c17d7d6d0e5058631ecd301a2eec5a959b4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Spanish Rockers,6cJwgZ0bZzOM28FNqXRRyI,Kaos Urbano,0u5LMlVeRfZZuh2Nxowii4,Spanish Rockers,59pdEWqXuBvmzzDMOToVnh,30,https://p.scdn.co/mp3-preview/ca59e212ba6a5f8914bc0e1639ac462fe7b5db53?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Jimmy Jazz,5JU3KxDurO5jxRS6oXDKFN,Kortatu,2bSQxEqvD23Y4W6ztHaann,Aizkolari,13sAtrIn7lO0xiO4G3dyR6,36,https://p.scdn.co/mp3-preview/60dc0940e388a25848a6f262768aa9311d9a47d5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Txus,19cTnpZXsoNpah6J4q13iP,La Polla Records,3vHlZN6pTa2zOl2eVxiEdJ,Salve,57AwljF0RpTwtEd5A1SzUP,46,https://p.scdn.co/mp3-preview/a5a286f8d1afb5e5eea5755d7ced1ea943b21d80?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Bad Religión,6I5TZHdQkUT4vHqFmbYtnQ,The Kagas,25TQ86q5TLjD8MR099s51q,Nuevos Héroes del Rock,1YPt2UE3GWYLPyhpzUe8eI,34,https://p.scdn.co/mp3-preview/1037c3135d05efa6edef8ddde896579313532de9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Dios Salve al Rey,20ts75Ex6L6NCe6opvCZth,Los Muertos de Cristo,3kB55UDQKH1NV9TLKWgE8p,Rapsodia Libertaria Vol. 1,2HYq2crRs5PRcEJ7tcq7BT,27,https://p.scdn.co/mp3-preview/5af02a482003d561993b1d8712882724d17ed53b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Daños Colaterales,0m1jWuJipbtwtprrYqq0uR,Envidia Kotxina,0ecMaXEm4sV6sndUYsyvmU,Cuando Las Bocas Comen Silencio,2XnYnlNmP1gxV7J1MqCuCK,0,not available
34,Sangre en el Museo de Cera,0jiZook0ebnYko1BVbCXt8,LOS NIKIS,6arRVLZ3vn5AXkuvp9JxbS,Sangre en el Museo de Cera,6PKmgMbMtIw3tkOL6S8K6g,0,not available
35,Empacho de Orfidal,6vbkhHC2YifNfPZFgRTmfs,El Último Ke Zierre,0sT70rawlW3M0BbnKdxdJC,El Mutante del Barrio Chino,0IzirXfpxJt753nbjyMV7j,40,https://p.scdn.co/mp3-preview/c1a030a94db90f5309542f3ecee25af4af2013fb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Enemigo Publico,2U79EanNfw7bRqC68Jnfgf,Cicatriz,7f3sBMcnvGfOkHiKmeXtIz,Inadaptados,27KSLddcDyno8Wm3kYweQV,35,https://p.scdn.co/mp3-preview/8f837249b0cc2aef3ea9ce686fae1df75c14e52e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Ciutat Podrida,0kfESCw4TVANqJurzkhffm,La Banda Trapera Del Rio,0PWNygc3ZRBXzYE2O3JLwr,La Banda Trapera del Rio,0YgDVFMHgBk5W7mi3PtLiU,24,https://p.scdn.co/mp3-preview/75705c2526ff6ba558cfe6d8e792a8392844f7f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Kaña,77UVdHUTHvECJJ0xcmooGX,Zirrosis,3hzp7HyJA5zS5VbpapOfFJ,Kaña a los Que Nos Quieren Pisar,475lQDKfTnB0nSuGgnov06,20,https://p.scdn.co/mp3-preview/b0d67dbe6db79e4de1cc296609b4820487d6d6e8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,"No Olvidamos, 3 de Marzo",4l7gui5pGuOs7sHLkGqeCX,Soziedad Alkoholika,2S5OOMthdyp3Qu4IbTGAQ3,"No Olvidamos, 3 de Marzo - Single",0p3A6vidvVSIaA8lXxATVE,26,https://p.scdn.co/mp3-preview/03181fb7973da8ba34aa466f5cbac8661f312ced?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,El Aborto de la Gallina,2r4LtQn0B3zo2da12yuHF1,Manolo Kabezabolo,0mCVBnmmGLp7tjBR4J8Q3M,Gor 25 Urte 25 Abesti / 25 Años 25 Canciones,6DXAoS6Ufvlg4cWi0S5xs2,32,https://p.scdn.co/mp3-preview/3ac9d410c471c1c6be0a2b548442f44d265fd078?cid=fa83a2fec7c440b7a2795d600d6b2c7e
