Song2	Artist1	Song1	Preview_URL
1ZAyjvIk9YiD76yYy0TEG6	Rich The Kid	Plug Walk	not available
4G2EZxuVFICrq0hurtxYaD	DJ Megan Ryte	On & On (feat. Tory Lanez & HoodCelebrityy)	not available
17jeLyQcEUmKv3MXeEo79k	Lil Duval	Smile (Living My Best Life) (feat. Snoop Dogg, Ball Greezy & Midnight Star)	https://p.scdn.co/mp3-preview/f3d0c9e53a8b7fbaaa102c5053806a38a82e35ed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3B54sVLJ402zGa6Xm4YGNe	French Montana	Unforgettable	https://p.scdn.co/mp3-preview/3814de3ede7445566a5b176bb23120af44da62d8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2Vx8E3K5icPZR7OCklWBXX	Drake	Nonstop	not available
0TCnOEVeLQMXOUrpPlM7uY	Rae Sremmurd	Guatemala - From Swaecation	not available
4ou5xyFUJX4VwX76tw1qb1	DaVido	Fall	https://p.scdn.co/mp3-preview/27f7e0856a0d95711c6c4580bfa2e97c3cf60947?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2UVbBKQOdFAekPTRsnkzcf	Migos	Stir Fry	not available
0dIoGTQXDh1wVnhIiSyYEa	Cardi B	Bartier Cardi (feat. 21 Savage)	https://p.scdn.co/mp3-preview/d7287b5aa682a642ffba244e6410df7e8da21ee4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51w9Jbat1pLeWINGCpnQUR	Tory Lanez	TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix	not available
2UciqgwVDwro0fev3MFbxJ	J. Cole	ATM	not available
1e4rwBPVI32vZtTJu7mJ4J	Nicki Minaj	Chun-Li	not available
7GX5flRQZVHRAGd6B4TmDO	Lil Uzi Vert	XO Tour Llif3	https://p.scdn.co/mp3-preview/7add10ee576e9017030c09aa6d8bcaf682714859?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0e7ipj03S05BNilyu5bRzt	Post Malone	rockstar (feat. 21 Savage)	not available
04MLEeAMuV9IlHEsD8vF6A	French Montana	No Stylist	https://p.scdn.co/mp3-preview/7bb40a00fbb1e258c4097856429b45ac02fec09b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45XhKYRRkyeqoW3teSOkCM	DJ Khaled	Wild Thoughts (feat. Rihanna & Bryson Tiller)	https://p.scdn.co/mp3-preview/a1a92ff710bfbff7e7768922c5616f4571e2cc97?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4QIyEq7TcTdAcxjI2AFlAK	6ix9ine	FEFE	not available
5AgTL2WmiCvoObA8fpncKs	Luis Fonsi	Despacito	not available
6fujklziTHa8uoM5OQSfIo	Rae Sremmurd	Black Beatles	not available
0wwPcA6wtMf6HUMpIRdeP7	Drake	Hotline Bling	not available
2yJ9GVCLMmzBBfQAnfzlwr	ScHoolboy Q	THat Part	not available
2syQknnmTg5RJcW4PgXwSC	Tha Bossplayaz	Lock Jaw (BossPlayaMix) (feat. French Montana, Kodak Black, Daraja Hakizimana & Gucci Mane)	https://p.scdn.co/mp3-preview/53e827897155a72dd83ddb7da8bd350a20b227d7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51Nwg5wCDDiqcTntgJUlLo	DJ Khaled	I Got the Keys (feat. Jay-Z & Future)	https://p.scdn.co/mp3-preview/c3de53259dbb00be3797eca1a1c2571ddc55b60c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2d8JP84HNLKhmd6IYOoupQ	Fetty Wap	Trap Queen	https://p.scdn.co/mp3-preview/62bf932cdc4d351174128d974397f5093de4f994?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4scpF6J5uMBvoh6sFB7EL1	Rae Sremmurd	No Type	not available
4UaWrzY75h1tAvlxa4NKP9	Big Sean	Blessings - Extended Version	not available
79XrkTOfV1AqySNjVlygpW	Drake	Energy	not available
19gEmPjfqSZT0ulDRfjl0m	Bobby Shmurda	Hot N*gga	https://p.scdn.co/mp3-preview/db514620c64b34d46d7c00e25a8927689a99571e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4jtyUzZm9WLc2AdaJ1dso7	Drake	0 To 100 / The Catch Up	not available
5SsR3wtCOafDmZgvIdRhSm	ScHoolboy Q	Man Of The Year	not available
1ULa3GfdMKs0MfRpm6xVlu	Wiz Khalifa	We Dem Boyz	https://p.scdn.co/mp3-preview/5099a52a4ee074b68cae7f37d0f2d1ecd9a7ce0e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
794F99D5BQHS5ZGRXAs7I5	Nicki Minaj	Anaconda	not available
0PDGCtMLGQ6zbKMMuqltuY	Action Bronson	Strictly 4 My Jeeps	https://p.scdn.co/mp3-preview/55ca5c28322cd71ea256ba9945d09edeb3ddbce9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26RcjBcThMrZ8KvsqApOvN	J. Cole	Let Nas Down	https://p.scdn.co/mp3-preview/bcc37c7e0e8461b065f98f508776743f5fed4b75?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3Jv1XgMPVjdN5xGfnRJ20s	French Montana	Pop That	not available
6xhblLundMJAiG9jF7nlxs	Migos	Versace	https://p.scdn.co/mp3-preview/4af54086c48a93cae4df8cf4f875cabe9369495a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6nu35hLc8zsA9bwBpcuf5L	Rich Homie Quan	Type of Way	https://p.scdn.co/mp3-preview/0a2f2f929405ba7cd386028b69e62f759df33a5e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6REbwUNlppTfcnV4d4ZoZi	Kendrick Lamar	Swimming Pools (Drank)	not available
25cUhiAod71TIQSNicOaW3	Miguel	Adorn	https://p.scdn.co/mp3-preview/32d8acbc6109d3e3371074cc3385a636b1eb0ed7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2cDCojn6uIBM6A5xTAbl3H	Kendrick Lamar	m.A.A.d city	not available
4IowQDUOzUvNtp72HMDcKO	Chief Keef	Love Sosa	not available
27mF2eUbhExYWiOT0y9cuc	Rick Ross	Diced Pineapples	not available
2KpCpk6HjXXLb7nnXoXA5O	JAY Z	Ni**as In Paris	not available
49ySwzAyvxcNXOkOP6ZB1L	Drake	The Motto	not available
5sl2735QKaOmL8UL4Q39Ut	A$AP Rocky	Peso	https://p.scdn.co/mp3-preview/27bf35b15b405f3dcc112d2f939bffe5efbc7509?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3MAgQuClHcAV8E9CbeBS6f	Wale	Lotus Flower Bomb (feat. Miguel)	https://p.scdn.co/mp3-preview/575838aedb77beb7c9cfaf7620b1eff486117771?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5A6OHHy73AR5tLxgTc98zz	Wiz Khalifa	Black and Yellow	https://p.scdn.co/mp3-preview/743b231f046440a6076fef4bb670f133d05651fc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35QGdv6aFbIaLM0Ozr3rHt	Rick Ross	B.M.F. (Blowin' Money Fast)	not available
4BycRneKmOs6MhYG9THsuX	Drake	Find Your Love	not available
2gZUPNdnz5Y45eiGxpHGSc	Kanye West	POWER	not available
0cNJ3huiV99wvUN1tmQLTL	Lloyd Banks	Beamer, Benz, Or Bentley	not available
7cd9sDJhSrIsZtnpPzSV96	Waka Flocka Flame	Hard In The Paint	https://p.scdn.co/mp3-preview/75b44049f6df5bb689d80567165a8a6c5a43650e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3fyMH1t6UPeR5croea9PrR	Drake	Best I Ever Had	not available
2y0zglZs6AlNBg4XEm2leW	A.Keys	Empire State Of Mind	not available
4ywmyUAQ0WAdNHXpoWWqfv	Kid Cudi	Day 'n' Nite	https://p.scdn.co/mp3-preview/3df15358a59601608c4e589922114f7e8e5d5a01?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6HSqyfGnsHYw9MmIpa9zlZ	Drake	Forever	not available
22UDw8rSfLbUsaAGTXQ4Z8	Estelle	American Boy	https://p.scdn.co/mp3-preview/c5ee61bf5c6c01d923aec35b6f52df76ac651bfb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1IAzD1muglOxOcPbUHs70R	T.I.	Whatever You Like	https://p.scdn.co/mp3-preview/c82678be83d118b5d815dda0ecc00b5ad99e81e3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6oap7i6E7uqmyIxG0nplVI	Snoop Dogg	Sexual Eruption - Album Version (Explicit) FINAL	not available
34ceTg8ChN5HjrqiIYCn9Q	Ne-Yo	Miss Independent	not available
2kNtAwWATYkqV3CdT20RV0	T.I.	Swagga Like Us (feat. Kanye West & Lil' Wayne)	https://p.scdn.co/mp3-preview/079dec645405d2b98f9b24dac70c8d2bb8742d23?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2bQdgtO42TfS37YWupeMrr	UGK	Int'l Players Anthem (I Choose You)	https://p.scdn.co/mp3-preview/283e5d6415c410d1ac0900835ada0bed1434cd86?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5RC9YDHON0nXKmcQrL6WV6	The-Dream	Shawty Is Da Shit	not available
4CweuuMMzi71pO0MSRgyaT	Chris Brown	Kiss Kiss (feat. T-Pain)	not available
0mYoKqA23wUUj7BTEgNzjg	Plies	Shawty (feat. T Pain)	https://p.scdn.co/mp3-preview/848921263418cce85d80495af0421a7def00c7cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1fLdeDTrJWNkwOeFyAVLvF	Kanye West	Good Life	not available
2JpUkUR0OsOlUUfm6iS8ic	Ludacris	Money Maker	not available
2OqYarizUUGzSSNHPrDEii	Young Dro	Shoulder Lean (feat. T.I.)	https://p.scdn.co/mp3-preview/28ab8dae501a4f6ba687819921d8d14d02b807e2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5hnXlo7Q2yBnZB64pOKAQY	Bubba Sparxxx	Ms. New Booty	not available
1g0oI97rPdYuWDIpkbtQdv	T.I.	Why You Wanna	https://p.scdn.co/mp3-preview/7c1deed872a852a704b742a38aa8d54cf7cef434?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40PPe4g7BcqzxddzeSgtZQ	Yung Joc	Its Going Down	https://p.scdn.co/mp3-preview/f1cbe1afa0592d950dbeb44ead818321d1d7112d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5D2mYZuzcgjpchVY1pmTPh	50 Cent	Candy Shop	not available
1PS1QMdUqOal0ai3Gt7sDQ	Kanye West	Gold Digger	not available
2Ozc0me9PV5vlt8cokwdvI	Terror Squad	Lean Back	not available
2T31osJ8UyFAXwLH9QW1kr	Dem Franchize Boyz	Oh I Think Dey Like Me	not available
0UaMYEvWZi0ZqiDOoHU3YI	Missy Elliott	Lose Control (feat. Ciara & Fat Man Scoop)	https://p.scdn.co/mp3-preview/fe79cac4e5f67a23d54ea5e884d86af1b5248a88?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2NBQmPrOEEjA8VbeWOQGxO	Snoop Dogg	Drop It Like It's Hot	not available
5rb9QrpfcKFHM1EUbSIurX	Usher	Yeah! (feat. Lil Jon & Ludacris)	https://p.scdn.co/mp3-preview/8a5e4f8dce6b1a957e235185a4677841fcaafe90?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0jSMveIWvnhDIvzqN74Uc7	J-Kwon	Tipsy - Club Mix	https://p.scdn.co/mp3-preview/faa9d6619886b1de3c48a016edab3c71b2cf4455?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4MeDnO5yA2Zi6IMlVApRci	Petey Pablo	Freek-A-Leek	https://p.scdn.co/mp3-preview/fbdf8a5d728f3b93c64dd29bd962ddca6c2ff6f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2cYZpcIV39X48RnOFM7w2V	Kanye West	All Falls Down	not available
4RY96Asd9IefaL3X4LOLZ8	50 Cent	In Da Club	not available
2D1hlMwWWXpkc3CZJ5U351	50 Cent	P.I.M.P.	not available
0l3GEbH3CviUytD6iX4wzg	Chingy	Right Thurr	not available
5dWfl2PBpKHpBVdz95wxK1	Wayne Wonder	No Letting Go	https://p.scdn.co/mp3-preview/6dbbbdd3ef30c2292246d582ec64c41060ffab26?cid=fa83a2fec7c440b7a2795d600d6b2c7e
04KTF78FFg8sOHC1BADqbY	Nelly	Hot In Herre	not available
3jagJCUbdqhDSPuxP8cAqF	Missy Elliott	Work It	https://p.scdn.co/mp3-preview/a007b4cabe8441d6d878da45bc3b71471848101e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77Ft1RJngppZlq59B6uP0z	Eminem	Lose Yourself	not available
4gdQ8QShlC3toP9Mkc8DwB	Cam’ron	Oh Boy	not available
7Lf7oSEVdzZqTA0kEDSlS5	Justin Timberlake	Cry Me a River	https://p.scdn.co/mp3-preview/0e2f07ca487e1f5020547ee64f95662fca2a75ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3aw9iWUQ3VrPQltgwvN9Xu	Mary J. Blige	Family Affair	not available
2SLZ2rX5773RS16mcqBxG7	112	Peaches and Cream	https://p.scdn.co/mp3-preview/24735540544ed7b6a00866a330177b444cbb43bb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6zsk6uF3MxfIeHPlubKBvR	Missy Elliott	Get Ur Freak On	https://p.scdn.co/mp3-preview/377a872a710350a8aa969597d4a5a9979fa37d54?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2mnQSfxDVIdO74cmMW4gFt	JAY Z	Izzo	https://p.scdn.co/mp3-preview/a2580680d62dbe1d715da5bbb53172843fca8306?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3yfqSUWxFvZELEM4PmlwIR	Eminem	The Real Slim Shady	not available
0I3q5fE6wg7LIfHGngUTnV	OutKast	Ms. Jackson	https://p.scdn.co/mp3-preview/36ade9974fa85079e996dd9aca93af62c4e88711?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6glsMWIMIxQ4BedzLqGVi4	OutKast	So Fresh, So Clean	https://p.scdn.co/mp3-preview/ab0909f2f07868b156e175a0686548c270b1ee31?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2HoDr1yVksl19omOhc1zWy	Dead Prez	Hip Hop	https://p.scdn.co/mp3-preview/b244164a80491621350d4fd822ae3e55d57d2c78?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0OaunKfsxkgBvPv68jBbmm	Shaggy	It Wasn't Me	not available
75IN3CtuZwTHTnZvYM4qnJ	Eminem	My Name Is	not available
1KGi9sZVMeszgZOWivFpxs	TLC	No Scrubs	https://p.scdn.co/mp3-preview/69daa711bddd8fe7aa9acf17106ca85cf1ccfa14?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7mYvtEeBdMqRSyj1Qpv6my	Missy Elliott	Hot Boyz	https://p.scdn.co/mp3-preview/dee465c0f48a41725473cac6843462e57469122d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6nwAubYnLGl7F7cDuOoVLp	Mobb Deep	Quiet Storm	https://p.scdn.co/mp3-preview/c08275b8a0a4007ba25abcffa67e6532852498ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
503OTo2dSqe7qk76rgsbep	Dr. Dre	Still D.R.E.	not available
1siDRjAa8MdxNoCHTiiQ7B	Diddy	Been Around the World (feat. The Notorious B.I.G. & Mase)	https://p.scdn.co/mp3-preview/8803f9fcdf16dd5c4eb8bfe071c78848dba30e8c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3JBAmufd8JAir4V4C7pH7f	Gingerlys	Turtledoves	not available
2FCu7e2VneBBmOL1uLnyCJ	Fever Ray	Mustn't Hurry	https://p.scdn.co/mp3-preview/8faa49da110a4becd22f2139234d3af0a5f9f762?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4fO1ad3rl3QR1yFY43H8JD	King Gizzard & The Lizard Wizard	The Fourth Colour	https://p.scdn.co/mp3-preview/c648ac0ac9ea8a0a8cdc8ac66fc61294bf6a8b35?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6L552ZQgHzuY9ekhRbgSom	Mattiel	Not Today	not available
5k8XsM8Urd3pPVgqvfSC7e	Ages and Ages	How It Feels	https://p.scdn.co/mp3-preview/5466804ba3f554ed1b7f9fb5b709cdd9c91bfd81?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64kzwXiCO8PZHycDPXwCul	The Luxembourg Signal	Blue Field	https://p.scdn.co/mp3-preview/221521c474a60d67325335174cc69476009ee0ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28sE9k1EVfSx9manhAqCIa	Nabihah Iqbal	Saw U Twice	https://p.scdn.co/mp3-preview/ddda122856ee336f974eb26a5e1a6c16598b63fd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7zOLoo9ulrUsOMb6YoIll4	Shredders	Fly as I Dare	https://p.scdn.co/mp3-preview/7bb4dca533173750b3e36cd6877347973975be3c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72KQtvoRAzWtTAnSneDB89	Falon Sierra	Sprained Ankles	https://p.scdn.co/mp3-preview/957156ecc43a654a31f5c12265438dce89a46338?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0R8xdR9y7LP2gBvRBGGb07	Cut Worms	Song of the Highest Tower	https://p.scdn.co/mp3-preview/6a11dacde92f64aa689f6f776ad96bd2516dca84?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16juLqtpYLvRCYyrHJVDlf	Makeness	Loud Patterns	https://p.scdn.co/mp3-preview/463508b3deba832596ea19480e40bd4a1b7b6523?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7JtvrrsA0Pc4U4JOvoRQjB	Roadkill Ghost Choir	Classics (Die Young)	https://p.scdn.co/mp3-preview/08f90670a6fcaa398c557ba93ece9c3845df38d6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3qiPDDmlTOiwDpDcINGDzX	Alyeska	Stones	https://p.scdn.co/mp3-preview/4c6fedae584e6a6f719e6e9141b69ed44dd85385?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1rcqDKjEWd076NFJiP0weZ	Camp Cope	The Opener	not available
1KSLBKpWQjnTqzi0Lt3zFM	Bette Smith	I Found Love	https://p.scdn.co/mp3-preview/6bb527fd8806ac8f5337eac81ad5d356aac50361?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68G2Is16gx5pADNa4YKUno	Ought	These 3 Things	https://p.scdn.co/mp3-preview/85a6cd0e633e4b30b781d10ef6dd08e109b52b98?cid=fa83a2fec7c440b7a2795d600d6b2c7e
095eOUdCmAYAVlGvP6cXBh	Calexico	Voices in the Field	https://p.scdn.co/mp3-preview/5accc529b557a64338aa59895a3ba79491e800ac?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4nHAdp4ZybPLDIfaXaxDiJ	Black Nite Crash	The Things We Do	https://p.scdn.co/mp3-preview/2e081a62a1d974ecd9c9dee6a63e2b4042f4249b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5rEyLObviJlFihm3u2tWkM	Martha	The Winter Fuel Allowance Ineligiblity Blues	https://p.scdn.co/mp3-preview/807e4d7ca966e1a82477f6c45d11b9648a45a7f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7oxieCokpR2cvK6VpRtiVW	Gord Downie	A Natural	not available
2LgCwYDgPhPVTLpl8t0tKX	Sufjan Stevens	Tonya Harding (In Eb major)	https://p.scdn.co/mp3-preview/88e68350e00e8264681944d649855a22db1592d9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1X5zQcYMf7Np85LbdLdSV7	Dessa	Fire Drills	https://p.scdn.co/mp3-preview/baac7f9395b586b79a8799c35e5df62f21a71057?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19jAfqA4GjBS6FULHaqLXX	Autonomics	Southern Funeral	not available
79Z00wbbRGzMui1lKwvHPb	I'm Kingfisher	What Good Would Loving Do Me Now?	not available
0xXwyyRr72w2LQyAJ6TrsV	Naked Giants	Everybody Thinks They Know (But No One Really Knows)	not available
4jif1xMUBJoaG4MOiuyaY5	Breckin	The Story Bridge	https://p.scdn.co/mp3-preview/b85721ff24a18d4d43b36a162261c1421b48e7e1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6LYjBnxbWQtKA7si8AxqDS	Unlikely Friends	King of the Last Calls	https://p.scdn.co/mp3-preview/04a2c5dad34c621607e0da277214491d620c574a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5Sc0AUFAUa8JwBuunmQoQn	Eels	The Deconstruction	https://p.scdn.co/mp3-preview/3bb65c900cbb93294b9fc8439fdd4dda10cf9694?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1fBL850mmy98yC3i2Xw6c3	Kyle Craft	Heartbreak Junky	not available
7kaCliCWceojKP40vzwXqp	Loma	Black Willow	not available
39q3cfCw2IGCbte6wXkA3S	Rolling Blackouts Coastal Fever	Mainland	not available
2dUm9Jlof0jllOjHgZbMl5	The Moondoggies	Easy Coming - Single Version	https://p.scdn.co/mp3-preview/7c40a3d112ade52836e8da397f0fcdc4aec10925?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6fi9EndQCaBCReUj0BAL6Y	Boulevards	Donezo	https://p.scdn.co/mp3-preview/543c2e9361689ba86fdc59ef71c4652214198fbe?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2qcX1gcCUQfXLEY3CIpCD1	Daniel Avery	Slow Fade	https://p.scdn.co/mp3-preview/b0a0274542aed4cbfb02b4e5801a56e1e054a8d4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24xbAUAJZ38jkOEjEIRYg1	Pia Fraus	Autumn Winds	https://p.scdn.co/mp3-preview/a18156c826529975a01a9ee5930ee9a05441ba63?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5tQhscGYHfrdCPKB73hYAI	Moby	Mere Anarchy - Edit	https://p.scdn.co/mp3-preview/da66206d3d9e8a21eaa5a7d6dde66773d997c807?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3jIXVUgy7ly6oPXWaxe8yL	Geowulf	Hideaway	https://p.scdn.co/mp3-preview/0dac77b023ebc74178b44f42ed92781011044e75?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2MiE4uNtlIr7GKM6DwiUgl	Dr. Dog	Listening In	https://p.scdn.co/mp3-preview/e7b3eb9d18b3b5e886a6eb17ec85ccd8b3435fc4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1YyqqD6A4ZfRV8uUTXqryp	Roaming Herds of Buffalo	Winter Sun	https://p.scdn.co/mp3-preview/2c1f7f4a560ab3ef90fc60c3e51481f3d1367c1f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6c0ZTq3rVKyNp2mtj7U3dQ	Speedy Ortiz	Lucky 88	https://p.scdn.co/mp3-preview/34d798027e7eb1a7eb77be04ea73f0b24b1865e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6F3LPI8IWbrQ1h1wcXHVdn	Moaning	Don't Go	not available
2ibdYmH7GRHNnUcBa6kbnG	Shame	One Rizla	https://p.scdn.co/mp3-preview/2992fbbe91d5db56c69edd0b9c01e806aa2a24ff?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2AEeyo5EHKPo5aw9ZHFW4X	Laura Veirs	Everybody Needs You	https://p.scdn.co/mp3-preview/cc1a9424552fbe98a4aa3fab20efe4912c768a94?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4Z611cg5jy2kn9UvkEWlGX	Hibou	Junipero Love	not available
68oDPMreKYA3yKxhjSJv8w	Jorge Elbrecht	Here Lies (feat. Tamaryn)	https://p.scdn.co/mp3-preview/3c28fe5e19573c423c622807462e5a4cc60de0e0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0cHO58QLkivmjv0nQiM7DB	Khruangbin	Maria También	not available
121nXLchdISxxDMap3CUIM	Erik Blood	The Future Was Here (feat. Palaceer Lazaro & Stas Thee Boss)	not available
2XI5ygZzkNNgj142ujL0hD	Long Neck	Elizabeth	not available
5gjSYcE3awAzitZkn4gWjR	Parisalexa	Gardens	https://p.scdn.co/mp3-preview/09c274586f0adcabf4c0c75d7cdf49966749ccf5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73RV5tQDzP0pmThKb4zKy1	Wye Oak	The Louder I Call, the Faster It Runs	https://p.scdn.co/mp3-preview/fb88140daa82f4a52296bc16e5db7abb1b6002ed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29TntWuI752ZzI1qxIfiJr	EMA	MopTops (Twist While the World Stops)	https://p.scdn.co/mp3-preview/feffbb3b0131b0f8275ea6c5eb6334e848c4c789?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5XvRIsGyQLvy6tPF6O6SxE	Jonathan Wilson	Over the Midnight	https://p.scdn.co/mp3-preview/5882fc41d744a4c18958ccb0ef78b68375c41d76?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2o46Prq1O4afsk1ps4nmDK	Amen Dunes	Miki Dora	not available
7EnRKVVFU7ujW5XMjRo9pW	Ruler	Not Your Friend	not available
0t2fEpadR7WRnSHGlYRl9W	Hot Snakes	Six Wave Hold-Down	not available
4AKN68fSI8weZ1dbN35QLi	Yuno	No Going Back	not available
4LqjKHOtaudDjaDTyq3tzG	Jeff Rosenstock	All This Useless Energy	https://p.scdn.co/mp3-preview/0e8d17cea05fed75d55fa6efa91df735dd61b69c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4SMBYxJDFtBlBNJgqzxiui	Beach House	Lemon Glow	https://p.scdn.co/mp3-preview/adc088a32b1d687506844f3ab458f3ad80cef0c4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2AWcTO55L6oS9Iuh6YhKVc	La Luz	Cicada	https://p.scdn.co/mp3-preview/a25d353f5188920a593a32a26a7bac64de6d06c0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2civ77FiSGgX1DaFe37Z9p	Linda Guilala	Primavera Negra	https://p.scdn.co/mp3-preview/849250e7b12e058b0b4e628e7a4e60123d2cc3bf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2mZLThzUg408otFTjBRJ5L	Sidi Touré	BK	https://p.scdn.co/mp3-preview/35d8315d2087915faee6bd33313679c69dd3f72c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0vwIVqyAwcQzvBoOD05Daa	Jason McCue	When He Drinks	https://p.scdn.co/mp3-preview/a005625dc9fa2598a1460f1a5722c9e8ef95e51a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4NyC5l3SuPvyUiIkmquMg4	Tracey Thorn	Sister	not available
76ZHgB23n4we4gXxLzCrbO	Kung Foo Grip	Don't Go Missing	https://p.scdn.co/mp3-preview/4b647560aaa3567d710a08954b3deb9592fe344f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1bI3iymZdHMCjUM14YgBfV	Now, Now	AZ	https://p.scdn.co/mp3-preview/780c3c10978bda83cd37addde2002a8e602f7487?cid=fa83a2fec7c440b7a2795d600d6b2c7e
713Hjn4YYwi3I4mADKYUIx	Hilary Woods	Inhaler	https://p.scdn.co/mp3-preview/6e7f19f70634eac5042165d48591c9566ca402e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5GNdQCPZ0TZCIdSIchFvb9	Exitmusic	Iowa	not available
31Og4SU4falbzHTxeuxv30	Belly	Shiny One	https://p.scdn.co/mp3-preview/4839c313cbc4d5fd87c3f919135630bd6655a3e3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0IHXysjG5JvwJ3AFeTRZd8	Damien Jurado	Over Rainbows and Rainier	https://p.scdn.co/mp3-preview/4eb2cde0f933dfe84cacb0ab393835d70db3d9a6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6v9z6bMUbflgU45QrtCBcs	Unknown Mortal Orchestra	American Guilt	https://p.scdn.co/mp3-preview/abe8e032b800543d2c53a788e7310b0d9028852b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
