Song2	Artist1	Song1	Preview_URL
3ViqdG9YyNRTqG07hFZNpp	Enkode	Taste Me	https://p.scdn.co/mp3-preview/fcb459c9da3b2f941a7ae05dd3d2fc9aeba30e61?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5FQUb9sBnjA2Cd0lujJ3hr	Blinkie	Little Love (feat. Grace Tither)	https://p.scdn.co/mp3-preview/bdeede3cce848c46161184f185e69a78cd73c238?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2c0oLbC058vGMb89pAJ9EZ	MRK	Break Up (feat. Kelsey Gill)	https://p.scdn.co/mp3-preview/5e6afcd5948cd8b25252cf5d5eba6e4e0f5cd2a8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49TVPvb4yx2Dara4VihElL	Alex Ross	Close Enough	https://p.scdn.co/mp3-preview/39284d4088a86e55fb6225e978bf98c655526a53?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4EJI2XGViSQp6WscLKgYDD	Redondo	Pretty Baby	https://p.scdn.co/mp3-preview/5dddf5fb384e2f7a6792292a1facb260b15c224c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3xmJo7JydhDml7GAS9YTcN	Knife Party	Death & Desire (feat. Harrison)	https://p.scdn.co/mp3-preview/9da6ec76ba2d0084b2e945b2638a31f3cee03eed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1DV5T7iCGaC6D39aNDdxTv	T. Matthias	Would I Lie to You	https://p.scdn.co/mp3-preview/0939a7ee2700552c675f5315ad1f3ab64d18236c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6ZvLKwgPKlyZtDPkTWjPI7	Oliver Heldens	This Groove	https://p.scdn.co/mp3-preview/e751aed5dca8fae345b6d51df0541297117ecdc0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57zxXaYzEBC5SjhmFxWzDY	Rich James	Falling Deeper	https://p.scdn.co/mp3-preview/fec8bdb5ff2ee1566f9eb223e1514e9cdfe85450?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2tVzoSuPQpZ1yY7HHnXw7B	Whethan	Let Me Take You (feat. Jeremih)	https://p.scdn.co/mp3-preview/a4461591f40e4430427028427f0ca876ef8bc16d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4RKiXxfrX0YiJ2ZgN33X34	Xander (UK)	Things You Do (Wonderful)	https://p.scdn.co/mp3-preview/882493141cde1ddeec6a89dd5d4e84dab4fddda0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2MZzXcs3EYZgtzryU3apfG	Minus Manus	I Love This Club	https://p.scdn.co/mp3-preview/38ffc8ca298af335aa17ff705f1208b1fbbe536a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71NOmiKvk7s5R7dUurNjuy	FISHER	You Little Beauty	not available
7AasLZ4TYgh7dbJXZxcZVE	Ava Max	Torn - KREAM Remix	https://p.scdn.co/mp3-preview/d3159dd0c5660fb6a767cf9c9e0165266f05fdf8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6SjKZJ2RkBfmWy84uPsIWH	James Carter	Something About You	https://p.scdn.co/mp3-preview/113ff924be3ebb9c3c7a8e679d07b72a9e09e6d9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
08kVZWMJxBjvoRO5VIr9GO	Rudimental	Mean That Much (feat. MORGAN)	https://p.scdn.co/mp3-preview/60e49233b4f3ef41715374aad4561b2294d83a1f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6DobA1V0AAH0su3g7gSjjC	Sagan	Lowly	https://p.scdn.co/mp3-preview/fafc098e1958e6e12c0695cf6af335a77a988eb7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2ugjxfenU5AJMO5cozCuUv	EDX	Stay	https://p.scdn.co/mp3-preview/0fa7cd755f4f02f9c0ebfecfaf0d4aea35dcc8c6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4fX1PGVgbxqY6NVzZqhMuz	Redfield	Don't Worry - Axwell Cut	https://p.scdn.co/mp3-preview/79c768d9e67dfe12f2ec9010444ac64305a2e9c0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1sCYOhntVEa5C1cvvj6TzV	Jordan Jay	Spinning Lights	https://p.scdn.co/mp3-preview/a26c28d3880b946b59322f5165062de635bb5aaf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0ZOhxiNYHikGyeDnSweNBT	Salasnich	Take Me	https://p.scdn.co/mp3-preview/fd8c67ac212a550268a61046f5c8d1e6f6874dbb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5EpR6BqAnwR9PPl6sIrzGy	Cheat Codes	Who's Got Your Love	https://p.scdn.co/mp3-preview/a0d49bcfcb0debd88241834d64775f9ec2269f10?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6XjqbO09c9FP2krzYUuCtZ	Steve Void	Ain’t Got You	not available
59jHH3RyODRyVPCgpM106o	DallasK	I Know	https://p.scdn.co/mp3-preview/847f8492c6b7d77980d0ce833cc9bd1aa4bce93d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1ztOeR0UMNFGj6B6b1sAi4	Redondo	Pick You Up (feat. Penny F)	https://p.scdn.co/mp3-preview/4c098a5ceb5f76db6aef459f18dbdde07c377c67?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5e82nY6zdUrUMRr3nmSrE4	Norman Doray	Morning Light - Arno Cost Recut	https://p.scdn.co/mp3-preview/e817f4d2a47a20c0baa89709c7b2b11295a6efdd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0uL65436R0LEWAmXS5QmzU	Midsplit	Good Dream	https://p.scdn.co/mp3-preview/56227f7c29425702d02371cd2bf47b4682e34cb5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39x8osSFRUQarEgkYwyJsT	Tobtok	Something 'Bout The Music	https://p.scdn.co/mp3-preview/391234f8a6759c66692a4539484f9e633fd96a62?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2xbRwcylUnX881qaqf5ZZJ	R3HAB	Freak - Joe Stone 2K18 Edit	https://p.scdn.co/mp3-preview/0a425a911679877b6d2a7bb5a4ae764cbb59239e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5xuS9wBiEM8D7F8TUvucm1	Luxe Agoris	Out of My Mind	https://p.scdn.co/mp3-preview/12e9513bb2551a852b77148f879e96fb339886c0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5wBZLsoQtQcYRCo3qGaYWF	Low Steppa	You're My Life	https://p.scdn.co/mp3-preview/bae60308bec2674162d5d6bb46719e2da40a3fbf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1D3tgMuJxzaZJMJs8yFVYJ	Joe Stone	Bug A Boo	https://p.scdn.co/mp3-preview/636108e3f1ee4da80bdb903caace0e2391760d07?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55gRWQhKKa4wOQMGHYfacM	Ellis	Moon Funk	not available
2nhZEX9GxxKGOohXmPi6D7	Two Friends	Dollar Menu (feat. Dani Poppitt) - GATTÜSO Remix	https://p.scdn.co/mp3-preview/ca1d5de69e2e97b4a7dc20bb95ba61474fbe9a8c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19TOAlTFq0NDHvUPQR0tkr	Ed Sheeran	South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix	https://p.scdn.co/mp3-preview/b823ea3fbabf8808b8680c0c2d397d237408fbb4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30cW9fD87IgbYFl8o0lUze	Lucas & Steve	Perfect (feat. Haris)	https://p.scdn.co/mp3-preview/9ee78c41bd4d406e52233ca477050464b42c2abd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6YpTSni4hLWImgdCYIOFrP	Preditah	Animals (feat. Rachel Chinouriri) - MK Remix	https://p.scdn.co/mp3-preview/98b04327d6b3fe051c1ec754a384d2b44873febe?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0GiwV6v3AgJfdu59tj719Y	Endor	Pump It Up	https://p.scdn.co/mp3-preview/8644bc59bd6cba7995a2a24590f15913e18e5454?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5wM4n7Y50JPMOwdJPZFL5G	Tobtok	Is It Real? (feat. Salena Mastroianni)	https://p.scdn.co/mp3-preview/ac27411e7124d1162cfe8891daa5ce1a49214b13?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0hVXuCcriWRGvwMV1r5Yn9	Ed Sheeran	I Don't Care (with Justin Bieber)	https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7fcgisGFCr4mfbfNSztr84	Coldplay	Viva La Vida	https://p.scdn.co/mp3-preview/826b6805133e587eca801709bb8666c5bab68a44?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6QgjcU0zLnzq5OrUoSZ3OK	Portugal. The Man	Feel It Still	https://p.scdn.co/mp3-preview/c32d9479367a99fcf5f881e23e1381e6f87214e9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4ofwffwvvnbSkrMSCKQDaC	George Ezra	Shotgun	https://p.scdn.co/mp3-preview/9b9fb07cc053e76f66dcd1c5f1ae5cc0b89ab459?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7tJTB3nrgaiSSrp08roYGK	Kylie Minogue	Love at First Sight	https://p.scdn.co/mp3-preview/12b9bd060411d363204e4a2b1e4cbc68d944fe37?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2Iq6HhIquO7JKr0KfTNLzU	Saint Motel	My Type	https://p.scdn.co/mp3-preview/ef3d87eb1b600c89d524046f1c6960cf16f4ff3d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1D1nixOVWOxvNfWi0UD7VX	Natasha Bedingfield	Unwritten	https://p.scdn.co/mp3-preview/54cf4f47feb840242695d20e560efaa2990d5f6a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
254bXAqt3zP6P50BdQvEsq	Fleetwood Mac	Everywhere - 2017 Remaster	https://p.scdn.co/mp3-preview/fc21d8858878cc332046baf964a9ef19f9510e99?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32OlwWuMpZ6b0aN2RZOeMS	Mark Ronson	Uptown Funk	https://p.scdn.co/mp3-preview/88a794d97fcb4475f72a27be7baf71b94d5a9dda?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1A5NvsXUXc4MrXfOEojQ6p	Alphabeat	Fascination	not available
77FULy278MulVvGWS8BfK7	David Guetta	When Love Takes Over (feat. Kelly Rowland)	https://p.scdn.co/mp3-preview/4f2ca680de66842e566ec7d8b01e9e2f85becb67?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3CQqY9BxLZE6HmieR7fvNM	Maisie Peters	Adore You	https://p.scdn.co/mp3-preview/bee9946703d334a01d9d4025733dce0c1c12d92b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7yq4Qj7cqayVTp3FF9CWbm	Vance Joy	Riptide	https://p.scdn.co/mp3-preview/0dd45171d094ca8d374219054879662fe7982462?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2ouURa1AIXp3AvkS52Jry5	Sugar Ray	Every Morning	https://p.scdn.co/mp3-preview/a6a38c3b3361c56319ff3ba9dcf6a557dda046d8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
631U6DaszJisq3TiaQ0vTM	Mark Ronson	Valerie (feat. Amy Winehouse) - Version Revisited	https://p.scdn.co/mp3-preview/3ba557e125f342567d169a9fbed3634e611987da?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6TWEilSWDg8dCyTDIRqb50	Eliza Doolittle	Pack Up	https://p.scdn.co/mp3-preview/be0f20b09fd09a5b583c1412781ed84bec5ffb1e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2djdCbLj1pzRmrDNe7PkW2	Panic! At The Disco	High Hopes	https://p.scdn.co/mp3-preview/b05d183fb00956c3bb6290180361e4d1bd9127da?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4QSxcUAwEx5sFitOKZfQDN	Liam Gallagher	Now That I've Found You	https://p.scdn.co/mp3-preview/995b65f84419ca454aca539b187976a8a442fe65?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7xG0XZhUxTu6Axewwq0jfN	Moloko	Time Is Now	https://p.scdn.co/mp3-preview/7689d01201caf25e0d4f3a8845f442c2e29d7c18?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6JFfOp1LTXnyDCTfHlOc9j	Chris Rea	Josephine	https://p.scdn.co/mp3-preview/c7d11b40cf0b309d4fcb8dc807e0d03ae3fe3c3c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2hvOsGJc6qll4WzW8Ljqc3	Pretenders	Brass in Pocket - 2006 Remaster	https://p.scdn.co/mp3-preview/eedafab6270e0ccba501b7560198f9e2d0f53148?cid=fa83a2fec7c440b7a2795d600d6b2c7e
