Mujeres del Indie,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
14,Ya No Se Trata de Ti - Acoustic Version,06BoeYC2jAEvEJXYhV7PCX,Francisca Valenzuela,2piHiUbXwUNNIvYyIOIUKt,Ya No Se Trata de Ti (Acoustic Version),2ByrEsLdDXsKYqMXOqUUx7,50,https://p.scdn.co/mp3-preview/0ec09617e39b0572ba06240b6fe1758487a6b82e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Carta,2TiTcWEs1CldfTx7fOGfS4,Silvana Estrada,72VywtXEoONiBLNu3ibGI7,Carta,1ebHnnX7boUGSAD0YSAJyX,50,https://p.scdn.co/mp3-preview/65ea93cfa597050fdb558a09a2ba597ae8a6142e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Nagano,5qTnlwbe18VRvDJQYAreGW,CLUBZ,6MoZZABXeQwEmzmcwICxwK,Destellos,2X4swA3UkpqAS8bbXYgP9k,56,https://p.scdn.co/mp3-preview/1fc849c88122f70060c4a0791ff5351471fce1bb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Olga,4d3iFjV5XBQ6u9meTBcWly,Fer Casillas,1zl3p4VBfqqHGikw3Ad46R,Olga,68D3DfF2krx0XOhfDxwjuL,23,https://p.scdn.co/mp3-preview/938270123c8614ae658a532a01f7d2ade9d942ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Siempre,0jhpgdVgrt3HKVGmQQvGAc,Noa Sainz,3kN2uYBnEM2IqRxa69sxkr,Siempre,4E3phZHUQITTJUOe9piDe2,25,https://p.scdn.co/mp3-preview/2f390e236855165794e489c4fb9ac5434a0ece2a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Quiero Que Me Quieras,69I8H6hOjJtysbOQIdRZCO,Marissa Mur,5kt4v3JNtP8svtTI8PDFOT,Quiero Que Me Quieras,2SywNh8zslIfAVJnWzXBkv,36,not available
20,Lost on You,2LIh4uzqq9cXMPzzmcToHl,LP,0J7U24vlOOIeMpuaO6Q85A,Lost on You,0dYi4VGov4Dl4AED2eVwPw,79,https://p.scdn.co/mp3-preview/313cff9d964dd65fa29e7a07e9146f9d183a809c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,MALAMENTE - Cap.1: Augurio,5zOAudPQIs5U8zP6LQGHmH,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,MALAMENTE (Cap.1: Augurio),2O7Zu2OPZzqehwh1wiO764,69,https://p.scdn.co/mp3-preview/e144483031e39b729519d4b229baf62f33d61ca0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Monoambiente en Capital,1prdmkn7pO2S0FJChx0fN4,Zoe Gotusso,3XBw8ImFEo86mEB2dYh0vS,Monoambiente en Capital,1HjSFjgizVFIZ9c1aG9VC7,57,https://p.scdn.co/mp3-preview/8a657714f5e19f1464a1db3a5a2fc28a714dfdd8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Encanto Tropical,1yInesqVBwMaW1xT4i0TPz,Monsieur Periné,36KsCCwgI0Dep97yVJWmkK,Encanto Tropical,65dDJHiGH66LQPEiLHKDma,46,https://p.scdn.co/mp3-preview/5ccfe7786dbb20e98aba7d8cabb101596998b86b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Hasta Que el Tiempo No Nos Separe,73YkM28HQnUPAGv8fyw1TH,Celest,2tpIEJakXfrYv4CwlUL1Fl,Hasta Que el Tiempo No Nos Separe,4ZL8atWiJfWMlfx5Pd4vtT,35,https://p.scdn.co/mp3-preview/03f30a7d336f47fcb09c9355bf18617db72c0cb3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,A Lo Que Vinimos,0hNjrvEpHe4LMWQ2ARc9Hh,Paola Navarrete,45nJ2GweSs0s4gWVGHLhYu,Verde Fugaz,0GpMfBHm18jWYpxCoj3Obo,32,https://p.scdn.co/mp3-preview/8f2151a6d4103ae9fd589b72810350e39fba7885?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Corazón de Árbol,1em0YqtsLvSN3E4tdBQc90,Loïca,2kCK9NogDIDEhWggoJRla7,A la Sombra de Su Árbol,1tDUlhub6MtH0eOa2Gx6eF,20,https://p.scdn.co/mp3-preview/c72ce41d2ff14210835ed5906b6153c81e9119aa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Aquiles,2y2qqW1F0SqIpdXy9lV2Xy,Mercedes Nasta,0eHEhyv8iCI5pLiD5Eh3vH,Aquiles,4aM9vvvIr65K0m1C9PPKai,34,https://p.scdn.co/mp3-preview/d21e8b8d042e6a4b01d9c5599fe92e47dd40bb22?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,La Perra Soledad,1s7y3gBwzBpucREn0Pgwxr,Arroba Nat,4Srl3qf5e1RfnXi5wBlIL4,La Perra Soledad,4KxzEIFakAHj2O5jClpLbX,46,https://p.scdn.co/mp3-preview/85f6b8b0128f692191884c572c382586d314af13?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,¡Cuántas Veces!,1VOctrAPWBD54MY4WHYmU2,Katie James,22CvgjvwICkeXjcYWLykD3,Respirar,0Drx3BVtsnApCkXvLgLlZz,29,https://p.scdn.co/mp3-preview/6ba98fc4bd74367991d43ef4095b922a5c2254fb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Si Me Voy,0D7JJDCDTiVMuLnXpoAW9h,Stefania Kirnbauer,7205IkuyK4VQwBI5IbIKq8,A Veces la Lluvia Solo Es Agua,2VrhtmdUYcPliiJVMCJxfR,29,https://p.scdn.co/mp3-preview/bdadaf870081b8e2c919bd8802bafca32057395e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Estatua,6UQ7Pjp28UqkHhKXQWmkwx,Fanny Leona,0lC1qH5lM8UepN49QF38jM,Estatua,70jdI7ZFNryKBtd7lThu00,15,https://p.scdn.co/mp3-preview/3322cc215c72e82311edea653c8d56532675dc42?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Café De Las Ocho,6XpmMP3AzxZjI81e9apesl,Covi Quintana,2sSqkk6j5gRa7MzeQqMfIN,Café De Las Ocho,77KVG02WxFMY9I3KI10dag,49,https://p.scdn.co/mp3-preview/12c1d014771d95a1e821c2c6a59c92069973c517?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,qué bueno!,5oxWWmZLJIH0y6v2isD7Lt,Noa Sainz,3kN2uYBnEM2IqRxa69sxkr,qué bueno!,5NF8Q7vFhmT1RJ15czoEL7,43,https://p.scdn.co/mp3-preview/4260e3e8abfb9f2aa4636919aaf7bf09bddd0819?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Tus Ojos,0q68rJlUXGSJPT2wM38EpI,Claudia Prieto,3sjhqldeYK5lqWkyefb1jG,Compositores,2eEcFRSz8C3bFWu6A53Y9B,29,https://p.scdn.co/mp3-preview/f51b17dab45ce41a20e549a1cd21b50bd4e088e5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Luciérnagas,3FEMiGiscMnKUqtCA8hmqI,Tessa Ia,2Bo0gW1bqWSjD27xOcVtjg,Luciérnagas,0vVYd2IzehgtHKH0PB5gaQ,37,https://p.scdn.co/mp3-preview/7f18648f3acff40571252416c57d0d88eb76b878?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,¿Qué?,25bwcWBGh9ox4CR1ttJeHU,La Bien Querida,0Wn7tfH4rhaWTn8aMqSgh6,¿Qué?,5DoubGLMbpvAYcd6DDz5Nz,55,https://p.scdn.co/mp3-preview/43da84952e69d79d1b875dc31d9ae0a2f94156e0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Para Dos,4O1wTxFcSAsvE0blEbsIkY,Cocó Cecé,4MAPWlyF0tOgw8djPFLU9V,Para Dos,2dT87pA1XEnnuQaC8uB88G,30,https://p.scdn.co/mp3-preview/771bdce9fdf4e2e5fadada401ad8f70cde573088?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Corazón Negro,40MCJ7vMPvmENFf7yDBtmi,Aida Bossa,67pueAIehGjbKbuwPQ0Lyv,Corazón Negro,6jSPaMf0h8xKnp4kgRQnhU,30,https://p.scdn.co/mp3-preview/79c702989dbee92e9319cb1f0dacd0ca7794a4bc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Amor Analgésico,4OHYGMbh6ui7TSj5UeZStH,Claudia Prieto,3sjhqldeYK5lqWkyefb1jG,Amor Analgésico,61Y5BY5q4mQWEgbp0Yk1XA,22,https://p.scdn.co/mp3-preview/01a0561900f2c577714eada0fcd2a0591c23dae3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Ser Eternos,2Nbd4vA664gAa23iCmbP4X,LaTorre,1jiEzyMQwfYcQtp19fwOTZ,Ser Eternos,12LRUTem7DZkK72rfo2Jvk,29,https://p.scdn.co/mp3-preview/6e99af5a5a9770d314b8f315c834a63f8f5b489b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Veneno,4pCe10FbydPpDaWPWVtSv2,Monsieur Periné,36KsCCwgI0Dep97yVJWmkK,Encanto Tropical,65dDJHiGH66LQPEiLHKDma,51,https://p.scdn.co/mp3-preview/67f6581c76e9a6b35f6e5f144d92fb33fb521b6b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Arma Letal,20IkGu2iw44zKM7COEGbCE,Fer Casillas,1zl3p4VBfqqHGikw3Ad46R,Imágenes de Olga (Lado A),3IbsxCzaqRc3js4Zuyatmc,24,https://p.scdn.co/mp3-preview/dc7d136d3762d5688fb074095cfbf1656142d560?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Casco Viejo,4tRm7HmrONXg9IEvM0J5W1,Michelle Blades,2CXuLCYPAqkO8acjDoZWGG,Mariana,0QsFYUE0dodC5OmF5lswUx,21,https://p.scdn.co/mp3-preview/4c69c12411eaff2a180f083b0a81ebd868c38845?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Lluvia,4QNit6Cf3cE6ATCkMf9DPi,Natalie Perez,1Y99HOeRzRc27my6NJE3rE,Lluvia,1qv9qjBCJ2DvydLugns2tM,1,not available
45,Navegante,3mqoqtfwUhBwuecIWXILFs,Miss Garrison,6KW0KNqfkuSKryF7e7hONY,Navegante,21ummsID3hUAfxd434vR8g,23,https://p.scdn.co/mp3-preview/f42ab29ae52ad6563c99463870fc2875c8fd18b6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Una Noche Más,17mBlcd9xfl2XjvX1hyruA,Tania Barbará,18zlMHVUNwCW1CmnG4pgFP,Una Noche Más,3KmkLbNxIV73IhgFVgd2yd,26,https://p.scdn.co/mp3-preview/c7aa6bdc89d2375afec2c3486c5c4d7c0752b1a8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Casa,4mEpYGrEDFek0JJznKZ7Hv,Fer Casillas,1zl3p4VBfqqHGikw3Ad46R,Imágenes de Olga,1TZeaHikj2S5KfKEoWdcDA,27,https://p.scdn.co/mp3-preview/23432130acc072ae0fe00f3e235a1ab6af1e478d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Antireversa,2c3hdQPHkDWOdBGV5uYhVG,Sol Pereyra,6nmZ0P2weepXhXvox51G1A,Antireversa,75eUZcvovZsHwteLtzZnmj,25,https://p.scdn.co/mp3-preview/caf3ad2fc3d9219c03c06a2a43694464a463ad68?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Casa,0LjT2UYtqlIYE7sCIu6Xrh,Pedrina,7BdQWt4FjHEvmTH6jmaJd1,Casa,2upLobt2x4pH8ouRUvmFft,33,https://p.scdn.co/mp3-preview/2cfea529aae1f4a4c23fc5671f36bda1e54903d1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Nunca Te Vayas,7aPiOjT4DspcfhWmj2p0St,Arroba Nat,4Srl3qf5e1RfnXi5wBlIL4,Nunca Te Vayas,6rlkYrnY3VuaFoFS7kEYIA,0,not available
51,Verano,5fTKiJokIclOR01jHlY1Pi,Naïa Valdez,1WE5kYBn5jgJyzXroKVktA,Verano,2cQhvgpHd9QBsspyVpU5vc,25,https://p.scdn.co/mp3-preview/63ba576aebbc59b2c90caeea0eb2a0871d3658ac?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Desilusión,6eDn4Ayeaau15f25SF4En3,Sofia Macchi,4gtaTXIhBK1iyVUAkB2YZu,Desilusión,1NINKjfyPRdTjMD8bN1NeY,39,https://p.scdn.co/mp3-preview/3b96834efba695df961871256c336e4319dfca60?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Ahora,1FhFXMqm95C0nnF9thOSeV,Florencia Andrada,3Yn6NUVSA13dcEZpw79Vd2,A Pesar de la Tormenta,7iWHkUPlpDBL3Abe7MbQru,24,not available
54,Frontera,2eFoCqv7FHIWhJHqsWJBwJ,Felisa,4oWoF3dBHBOslcI2zNS0fe,Real,4hKVyt2WWxKfGi9Z5eXAsg,28,https://p.scdn.co/mp3-preview/591b8d8bbadb3a783c3fab6f323da30e1549db06?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Abril en Madrid,7bLdIe7IAyIAEQfTgtwNwZ,Marcela Viejo,1j2sGZWC8B3TvIxsK7mVpx,Pequeñas Profecías,6TvZMi5VZl449aqj0xF6Tb,23,https://p.scdn.co/mp3-preview/113faac9a216a3cf1a0e6bec922cab4c5345201e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Azúca / El Loro y La Lora,5XX2R1tmE5ZlvGmeJjk1Nv,Aida Bossa,67pueAIehGjbKbuwPQ0Lyv,Azúca / El Loro y La Lora,0NZvY2WUPhWGFpKHio7QVB,41,https://p.scdn.co/mp3-preview/6e068d4587e5ea23acb9fad38ffa6b80be6615db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Cortemos,27yn2ODiJLkrN41zDvmEw9,Pamela Rodriguez,0xSlY9GBehjuViqWE1KrMC,Pamela Rodríguez y FFAA,3Sddgopqc6s6y6iSrKyVGS,39,https://p.scdn.co/mp3-preview/96c33006961f098c7d242444003abe4c0fc67f8c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Sirena,63CFs2oSfqalDwQjmAQOPq,Mula,7bWZkUZ5drGDoGAFhGoYGE,Sirena,0zQ1dS6uygwEcnNAAzo2LQ,0,not available
59,Son de la Vida,4z3dFFqNYEMqpvpJ03yQ2u,Pascuala Ilabaca y Fauna,6nf17XGXCx2PSgkhPYjSIA,Son de la Vida,3NMQ11UoQHhOvV88Gv674w,30,https://p.scdn.co/mp3-preview/180dc62de220844a9c3a83213dd1e87b4626e028?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,No Me Encuentras,6oSYFdzNQE4xcMHZSsLSyG,Tatiana Hazel,5NvrRBcK6hRuboOL0CtZXU,No Me Encuentras,4w5wqZhyYXb0fvMuINF0kR,38,https://p.scdn.co/mp3-preview/90021be9a040b836684d93faa553d325409b8841?cid=fa83a2fec7c440b7a2795d600d6b2c7e
