Kopfkino,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
18,The Stream,3yxOXoQGXM5y16sN7TpSe6,Lambert,6pSQcy8935ABNiK2qOpOlK,True,6U2xxftHI11KUGHckT6LE5,54,not available
19,Andromalius IV.,52egC9eDJzwNm6AGmlFlna,Dogu Civicik,10sxqiasXeDIMeRwSdvCFV,Andromalius IV.,7sM98HNzgmGlPcrnrNfvAX,34,https://p.scdn.co/mp3-preview/0c4405bb948cadfa2daacaa164fe506c680b7a90?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,A Warm Glow,2oUgS3hurq63y5qJMAP4lc,Tryst (UK),7cFuB1Iqx6aq5hDmU4m8C4,Sonic Excursions Tape,1rqWUH7eDIPTyGiWkNVN61,20,not available
21,NOCTURNAL,6tNlmaeHPzsfebO01HwDkS,Cavalier,2CFpRtRipRXDATD6UPmCOw,NOCTURNAL,7J81bjF90DdUdWj8Yv4kuA,28,https://p.scdn.co/mp3-preview/9df16ff95ad2c6b14e9564e2ddd1a79be4c1bab1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Nova,0hNjpXoBes0taQu4rMT8mE,Edgar Mondragón,5I0dT5ftsahh9CXCvwWS0D,Nova,54aylhasfzfYSvLX9mQHFD,39,https://p.scdn.co/mp3-preview/9b9556862adebe1c8c18c89b306be08cdd39c1ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Glacier,19J0d3QDUwy1QPoVptqQex,Threedust,6340hzyqmfpcSbPZLFC1Gf,Glacier,4zbuRZtDwklRMFpURg4YpO,51,https://p.scdn.co/mp3-preview/95e590e026b0a667469b476dd039aea673b1f7ed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Connected,4LurkHkhygeaev1y8HXMd9,Andre Lodemann,1Em6QNi57qzKBsy0r4ZPXN,The Deeper You Go,4dKU0lg8GRfXExBwgS2FOq,33,https://p.scdn.co/mp3-preview/17425d4fdd654a082735a6fb48e83b68722e4e14?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Voices,5qLZZNrAIMCQ4Rb5rXRDeX,Kamandi,4pSowxoZVdsKUyTkhU9ebC,Voices,5SBqtlokt8AtkV3X4cR0Pv,10,not available
26,CCMYK4,4U5DGhLm4dP7YlWItrdZw7,Henrik Schwarz,1ooAqaFu4Ac3BO2HpL4V2R,CCMYK4,5QyJXVujHFHCyMlRFG80Xh,27,https://p.scdn.co/mp3-preview/6382aafaf67e2f92331be6c703a830f0280e189e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Spark - Ex Mykah Remix,5Nv3vWRodGPJLkIYF1XgRX,Niklas Paschburg,4dTw5svKFBPnfijbi3H9eI,Spark (Ex Mykah Remix),6WvrVn2haAVWiigJrIlItM,1,not available
28,Versailles,1KxIaLgAipzRMYYhAGds8S,Thylacine,5If5Tdg66Q5X3L57G7A6Pn,Versailles,3pJmjFew5LOyvyGZh1HKNL,42,https://p.scdn.co/mp3-preview/e29068bf0961a00d8ab9455dff88cac678e047f1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,SFTLB2,30y74gSoBBq939j5BsiICt,Frakkur,7MsCO5nqwXGWzbEFzpXxMV,2000 - 2004,0XEVhUvCuqZpSClREEsVlg,32,https://p.scdn.co/mp3-preview/38ec744b699f3497d29e4e85db454fd1e8a94b18?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Rising Urge - Lost Tapes,7Bm0j8ALNJ7ledPN0fKfBw,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,Rising Urge (Lost Tapes),6vWgySuOqxQcfOyvzYV74B,33,https://p.scdn.co/mp3-preview/1f738b95977ba3b4ff49f8d13942d97928d74006?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,ELYSIAN FIELDS - RON TRENT RECONSTRUCTION,2drLI5z2iQPrBB7D2selRH,DAVID AUGUST,1cS5EoXVqz7aON00AkVBBA,DAVID AUGUST X RON TRENT X RAFAEL ANTON IRISARRI,1GExqOsZ5I3bmgNxuYIobf,32,https://p.scdn.co/mp3-preview/412189aecf0abeaa71083b33156e83263eb271f6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Natural Playground,0Vti8wtLOPLcp0yNvLzP5M,Citizen Maze,2kdwM8ZseT4OkQM58MKHu2,Serenity in the Woods,1wRDVYVALpY18OWwolH8Zu,33,https://p.scdn.co/mp3-preview/faa2565d1a634e723caf9bf0eef411ff8f625136?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,A1,4elP4pxqgxtQc98VbDmGEs,ADAM TK,7hauEwIlR9Ca94YCGOCmP1,A1,1sIpDI1Tck8VYkLxGxtcv2,32,https://p.scdn.co/mp3-preview/a94096760cd9c1dc10d18e974db762a27de1a213?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Rest,7f7ZFSLD58vB31U78GpCyF,Brandt Brauer Frick,29TG40TGDvrOFQZM4adBf7,Rest,24iA2XSf8HyHx2bO0upya4,29,https://p.scdn.co/mp3-preview/fb100b3a713a375540eed4e7d25feba367370250?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,When the World Ended,3t4Nj5o9DdGAlu8TFN3Pvj,Tim Legend,3pfQKkyELe3zxBQDgQP6Py,When the World Ended,7GgW98ZsgeDUyLUzRSJ2Qt,42,https://p.scdn.co/mp3-preview/e4c5ab148746ccfb701e53109a57dbc30420a5c0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Self Portrait,3t6PDOiewR1fQyqGii1vok,Arutani,7g48EWSZL2Zb40hnBcFd1K,Self Portrait,3qPTxGPuRv24K1w7JGClno,31,https://p.scdn.co/mp3-preview/8b201e1ca3e0572451614e66451bd394029ff470?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,The Humming / The Ghost - Video Version,1woGlvnE3jyuekOKxUid2c,Binkbeats,7exctwYNULoOlBmGGUwIzd,The Humming / The Ghost (Video Version),7H3dyxZKafB05y7hlJixuU,36,https://p.scdn.co/mp3-preview/a8dc4c389b1b78a3c58bc3c9b7084adb8b695a88?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Karl,6XmHQPPaoZIAy2N9ENvjRL,M83,63MQldklfxkjYDoUE4Tppz,Knife + Heart (Official Soundtrack),0RUjgQppW67OIBTkRv8fdt,6,not available
39,"Grown Into You - quickly, quickly Remix",3fRjHeh320gO0KvbSDHjYN,Somni,7qFssj4KoOxd1IOPfv9iT7,"Grown Into You (quickly, quickly Remix)",5PO3xBnMCg1sXSXWPKwpJ0,54,https://p.scdn.co/mp3-preview/b76d303e8a538812e9148d693978cbfc2c84d746?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Angels,4TQmCn0e9L7XTiKY4Hk8X4,Dark Sky,1qo9Fb4nYgez0Hpfi2RuiV,Othona,0VN8KeolDU9D7Iv1ivEYvV,53,https://p.scdn.co/mp3-preview/5198317dbba7650a250f2f4cd2b2078e1ecbd42f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Hunted,3LlcJaJu7LVG3LY6UqpQ4e,Alex Albrecht pres. Melquíades,6a5EIjDwMIpnwlOAYNsKxu,The Bluff,5rg83AGc7eiHP3LUsvxA0v,32,https://p.scdn.co/mp3-preview/e272e223d5507b000032eba1de72239ed3c4390a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Transactional Relationship,17YSGfgY3BizhPL8QDF1gg,Gold Panda,6xS3zemJD9h94iueQvGqVk,Transactional Relationship,0007jLfYrERL4X1mpSgLGK,44,https://p.scdn.co/mp3-preview/8c176a580248b33a9b8d7d1debcdb79d25de1872?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Let You Know - Ross from Friends Remix,0mA0f9Xaq9RPC5valRoAaD,Flume,6nxWCVXbOlEVRexSbLsTer,Let You Know (Ross from Friends Remix),6dp5XQ5PKCHupK8EsXjMcD,55,https://p.scdn.co/mp3-preview/5fff78636f61992a447d3eae5ae7764a65d3b3a1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Interference - Original Mix,49UmtYlpfumyvHLOO5Ga0h,Vaal,71Og13tJyEC23Eom0pb0BP,Nosferatu,3nZWql2HKjaz4q2rmdby7U,33,https://p.scdn.co/mp3-preview/999862f89ccb10b89290a696fc2445352e4bde8c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Strafen,4AcvEnzDS0EoRDfnlBDwod,Yris Den,18MopJfVIIWfHc0WKqfjgR,Strafen,5PyffMSmNbXTfQsbePSlzN,31,https://p.scdn.co/mp3-preview/6894f353a75b0312a5df1746675a41598de13c93?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Monarch,150xPwjpGttVzfE7Ya9xBH,Marley Carroll,4mjVQFIgNetwBWatbQROKq,Migration / Monarch,3CTKnlZcPGIbN3jxsTcdkL,27,https://p.scdn.co/mp3-preview/82862aa2163eb0a98a3ae70f58bab2e2654a8ec4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,La Lluita,1o3GiNwVJph7ReA2vAztCh,Upercent,7p4uoSR3Hf9jbuDvdJZPZq,Watergate 25 EP #2,5djsFkv3BH5AwrBzDBJmBf,24,https://p.scdn.co/mp3-preview/eadd3720b30b355695fc8cc9b467ac56ecab8b9e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Chapter 13,3MY3KdmrP1aUEUrNPmuJ05,Nihoni,5vo3SAsS0EuZTW7QkGy0Xs,Chapter 13,3vYUqgjvuuwC40udf7HhZO,1,not available
49,Saint Sunday,4CINaI10FhMxwpKpKxejDS,Caroline Lethô,6gdgoq3XvP0fkqXC85BdsS,Extended V.A. 2016,57CLMkdzmVds55C1hJ8OPj,33,https://p.scdn.co/mp3-preview/e276fb03dae64e72ea8b02ea8f338a221f074df8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Dancers,03xyBEUCBBWZejQvDPXE94,Plaid,5akVqMzdZOdbMYbE4vNZWD,Dancers,4iQSYDp89iqkwpt1eenPUX,22,https://p.scdn.co/mp3-preview/515f58b7d5a160a06e10d6feb7dbce4f7eb9a1fb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,You & Me,1MdbDBwEEecnlLiyWChJFh,MEUTE,1z5xbcOeFRQXBVDpvRPh8H,You & Me,2Beq4oZ4hFHDCkboDgI5Jn,59,https://p.scdn.co/mp3-preview/b3dda57356934006da8920218ced9d7dcf890c21?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,On a Hilltop Sat the Moon,0FycMxpWOkkrRMyJs6SmMJ,Amon Tobin,3mvkWMe6swnknwscwvGCHO,Fear in a Handful of Dust,4NgC9zznEu2PiENNZGGATl,39,https://p.scdn.co/mp3-preview/7022daa48e945eaea23f036f7f41de6440a3fcf2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Dreamer,1trLI0S0vx58WgYa4CX8ef,Four Tet,7Eu1txygG6nJttLHbZdQOh,Dreamer,5qLuGXuwKEVR3MbvtZz1aS,57,https://p.scdn.co/mp3-preview/e929b32a015351028c3e9001f3f64f4839bca04e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Morning Traffic,6PhDfNt7nwGThKzQLqXMUJ,Electrix,30tRqUzXiuc69twbgi16Fb,Morning Traffic,4A6naeZkZ0I2m9w1FMABxq,36,https://p.scdn.co/mp3-preview/8be16171f68698e5027aef622fac0d3362295ea7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Cell - feat. Moritz Heppner,4A71OYCEabQtJj3qFwWnej,Johannes Albert,5FMcKm7A4LRwIJnkzuKZFt,Lichtenberg,7cJUhz5CBx8XFF9LWL9WZX,23,https://p.scdn.co/mp3-preview/c4c1adb112ec547db4130d5a5ce33b2a4576ea42?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Syncope,0pw5AOyPtXTKqSzNAIxl7Q,Steve Hauschildt,2L00vHmYcwC9OlsEv6M5UO,Dissolvi,3SayP9khvJ3VK0w0fJ1mnE,38,https://p.scdn.co/mp3-preview/597b67d9d64dcd148a5885a94f0d4b38198125c5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Crow - DJ-Kicks,2ZXfI11VZMuPmrJQlBRYIA,Forest Swords,2VarlUiM6Lw0SA7BvwVPRP,Crow (DJ-Kicks),7uIauMPPEkB6nA6c1ea1df,40,https://p.scdn.co/mp3-preview/36ba68a0ef482dc401deff2e0103a2e19adaf1bf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,And All Went Dark (feat. Polly Scattergood) - Goldfrapp & Ralf Hildenbeutel Remix,1ve7lwoXCsrrWYAKmgppC9,Chris Liebing,21444lX8gpmOX36icLmbFI,And All Went Dark (feat. Polly Scattergood) [Goldfrapp & Ralf Hildenbeutel Remix],3KUt0bL9WBMdwn36o4UtnW,20,https://p.scdn.co/mp3-preview/b1d5a17e0501a43fd86cfb6cbcf4d86d6cae3777?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Ghosts,1jbevd0GQpZ8wm5VwnHmG4,obylx,3oB2U9OWSyEKuSve5KNgyx,Ghosts,1F5lM4zX54Z0Pp8BXd7GQf,31,https://p.scdn.co/mp3-preview/e977dfb20cc23a730706cfc20ba13f9c07dde5ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Foundation,3GO4TvQKcgIPyMXon28NEf,Nocturnal Sunshine,1BiGjy3Kg99ZgL7E2Qb4Td,Foundation,1jb6eS8NrJUOvNLIfwRPZ6,32,https://p.scdn.co/mp3-preview/786a341a2099a676c055d1c72025c9d918694f38?cid=fa83a2fec7c440b7a2795d600d6b2c7e
