Chilled Pop Hits,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
20,Way To Break My Heart (feat. Skrillex),3QILjG9RQzZBtfSd54zzaj,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Way To Break My Heart (feat. Skrillex),1e0B33rcH0vHHumZofYV3y,55,https://p.scdn.co/mp3-preview/019973614fa762562f662100c315022d5109e2bf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Let it Be Me,12PJCkZit47Sr3K705SZIm,Justin Jesso,1QDrz3DMMaz3TB1cm0PGDu,Let it Be Me,2TrHCst807agFlmPDgR7Ta,61,https://p.scdn.co/mp3-preview/8d9acb0bc4c62ca4e71e1e4c454910c306e723a2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Love Me Again,4QbX1M5JblYzGTVwdZTgfb,RAYE,5KKpBU5eC2tJDzf0wmlRp2,Love Me Again,0Mz15UUJtdswzlTpPfhPfc,70,not available
23,I Wish You Knew,60Vj9zLAwQUf922DztbFEs,CAGGIE,1heHpKKrCRibu4H4CjNjAD,I Wish You Knew,57jW8WhggnbfKLnKzrfrgc,47,https://p.scdn.co/mp3-preview/dc8ce0242ce86129cb5b5b2637f6da04ed96e872?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Sorry for Loving You,7pGVO5MSqbM4XNrbEijLJO,Jack Vallier,2wnHlwpI5kZaXQRGq21UNN,Sorry for Loving You,2G6OyMuEbPKo1As3ySDZnP,51,https://p.scdn.co/mp3-preview/30907b2de76386e850d4d5e187bada5ca835b539?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,What If,6uPvKfUXdKD6pIVoO4rFaL,Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,What If,3coczD0Xkl7liE9cjvqX3R,65,not available
26,nyc (demo),3gJ7ZkEKieFCHHv5rwvCjX,kwassa,7hu7hjmIPOtU1S3D8zfBlw,good life/nyc (demo),5FJ0ztjjpT0kSA7NFx5Yql,41,https://p.scdn.co/mp3-preview/ea2bce23c20c8ef60155e6e188c2f0cb3813eae5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Heavy In The Morning,1ERPi46mkhiCL5XmTAdZAc,KAWALA,58bHgbHOExsHSOGlf0uUkL,Heavy In The Morning,6jp1isHMWcqdyXJQPc8fML,39,not available
28,Obvious,571VNc92B31a5QMcE6eCAO,Adam Rom,4oOcOSicmBDeT6JfIWnCbf,Obvious,1WOAdT3PLWzDVWJpNm7nqF,45,not available
29,Not Over You,0gr7xzfKDED0mKuv7i5PI7,Conor Maynard,6mU8ucezzms5I2kNH6HNlu,Not Over You,4HNgQRfYsHbjnMn5HSpJJa,66,https://p.scdn.co/mp3-preview/0c8b4240deaeea3b757985af1fa16913e99e7985?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,More Than Friends,0WkapTWP1Z1kJqxj2Hjzcl,Mokita,3sKeaby6GMSJWgYueZaSjE,More Than Friends,1Ca83ynDRmxxELqdZnmhPH,61,https://p.scdn.co/mp3-preview/c12009b11498de747b7994d78292190c164629b2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Lady,3K1vIE8FlvmEy2oCPLQ1UZ,Blake Rose,7wLyGTO9vUS7ndlq4BvBGe,Lady,6d83Yypl0Vd8oJFeAMLlmP,59,https://p.scdn.co/mp3-preview/4c34a0e3d2367e81fa69dc97ac7b23dac54043e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Unconditional,2Z7UF5qoyCU6Ksnf6aTMOs,Freya Ridings,5pDjmC5mRl7vDJhsjVwNfk,Unconditional,40icOTpSW5lDFI2kyYHEkU,55,not available
33,The First One,0eQJy4VAW7AkhKIHzXx3jG,Astrid S,3AVfmawzu83sp94QW7CEGm,The First One,6BxGxt7LU2viJ6U2eba5Ix,70,not available
34,Lightweight,4lLTcW4KK2lfP6SzpZSQ9h,Thomston,0VQKssIfRKfSd7IfW3JIP1,Lightweight,53QtdAvZoMZrfwNxqMmBqO,51,https://p.scdn.co/mp3-preview/1ec194160ee3b11b9033e1cb9af7e6599d4628f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Must Have Been The Wind,1PsMieVYFXrSeXMxuE2SbG,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,Must Have Been The Wind,0A5GgdYeE7UJDnBeXuZWma,76,https://p.scdn.co/mp3-preview/68b70525da23fd56860cf53bd7c4d8429e56f4db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Lover,0bzbvANY6oETSJLc0wlVGY,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Lover,3rYkgtFOo9AlPaeKTtn6pM,79,not available
37,It's You,6moU77g9RQyMzHNuKEaQKq,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,It's You,40vQONzvJb6sKejDN3eWza,92,https://p.scdn.co/mp3-preview/1219afc55c445aa7c2776f6389a361a4fb55b570?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,One For You - Acoustic,5WrDwOrl330xJzlj3yLAWZ,Blakey,3cqjRMFHyTEbY3Gq1P7sAl,One For You (Acoustic),4oZlF4IU77TmVHTdJJbPp2,48,https://p.scdn.co/mp3-preview/36123d0b6f48a0cf0090f4edb95817e4d53acfe8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,I Don't Know You Anymore - demo,6QSH5lHbiKxOTqc9WSdi09,Sody,01y8iBZYk8aeNfPsuTVrAt,I Don't Know You Anymore (demo),0oEcktTBdE01o80o1ZSFsO,57,https://p.scdn.co/mp3-preview/579a6a753a202f5e7a55e35cdd725f94c53c4a7b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,July,5a6pdCHlWS2ekOOQ70QnAr,Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,July,2YQptVBjUJeIOBavD1AyXg,79,https://p.scdn.co/mp3-preview/b772266fa0e6a75c3d73a816f86098c0a96de110?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Lie,27NaNvlmvOHqTF0VPjuRSD,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,Lie,1qZDkipk2XWaJ6aoEvJwAm,70,https://p.scdn.co/mp3-preview/218700f7fb105c733f712c66367aaf2649f10dce?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Play It Right,3MkhZZkZ6ui6dIMv9NZ45X,KAWALA,58bHgbHOExsHSOGlf0uUkL,Play It Right,5S3EMhCj6Hs6HA7tEMzqEX,53,not available
43,Wanted,6hLkeOMrhZ2CMLBp2of576,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,Wanted,19xtr8RaBkQNaDaNmXnVDj,83,not available
44,Cynic,4W09bDNwiPrOURnbwGLI9j,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,Cynic,39I84jaXTLnCf2eGowlXmj,23,not available
45,Afterhours,0bOLcsauquzlMWdaONJPyx,teamwork.,6YbvyuBTs8JbVj7iyurrJe,Afterhours,2ggT13qZVDONY3QTGENAAb,58,https://p.scdn.co/mp3-preview/277fe7240aba9bcca8accdcf0884b2f31371ee3b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Better Half of Me,114xcQz8sZ6fxRBTZmgmNE,Tom Walker,7z2avKuuiMAT4XZJFv8Rvh,Better Half of Me,3qMdA1s9e4FiWOlVFViq20,62,https://p.scdn.co/mp3-preview/399031dc531b563a49779932cac87f9c9f161d85?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Nostalgic,1pBO9JDqh1y3TbCKEO1OvG,A R I Z O N A,7hOGhpa8RMSuDOWntGIAJt,Nostalgic,1mfUDy3N3YIHDlJp42IKmY,70,https://p.scdn.co/mp3-preview/8bc06c371119076c77c6cc928e4e234943e098f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Edge of My Seat,3D2YipKkGvQM9n0cIWDXrt,LUME,0Fq3mKaCm9ZtVABzgXeicF,Edge of My Seat,6RwbwqDz1NHFYjm7epVmhu,59,https://p.scdn.co/mp3-preview/ade45b61ce71b2cdb7a5f989f7b18dd6cf32d2e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,The Archer,3Y7MHz19qCg1Pkxridtu1k,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Archer,2mmpvWHLrUjSu5PN763rUu,72,not available
50,Finally Feel Good,1QyxXnQXlGqG28syVg3LyP,James Arthur,4IWBUUAFIplrNtaOHcJPRM,Finally Feel Good,6avkPAfv7cjDlQL4Cotd5S,71,https://p.scdn.co/mp3-preview/95494fbdc79e3b91870d31e26ee7a85cce1e064b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Takeaway,6wo37KVqFJhtuxPTpLCcfe,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,World War Joy...Takeaway,1JawI0XkEwmQ5Bwef3RMbq,92,https://p.scdn.co/mp3-preview/d6acd39ff853fe8d1fd60603143c60eda0f7f672?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Waste Your Time,5YwxSa50wbOB8bw5jIllgk,Conor Maynard,6mU8ucezzms5I2kNH6HNlu,Waste Your Time,0rKVn3UEXnBe4tEDlNvI8K,57,https://p.scdn.co/mp3-preview/8ec2b3b713daec0a1191db214ac23467ca1b21bf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Come Home,3s4WFywm0QCnOUTmRCACcs,Josh Gray,3lIys0IxVlqJlHJN1LHVOX,Come Home,4eHzzdVXUGQZM4CUFP6Ugm,42,https://p.scdn.co/mp3-preview/3c623560001bc3d937330745d0e71f744f086f3d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Something Better,734x5kcTkpSZpsprjOYDNH,Minke,4fTWIwXX49PpfrhxBHfkkw,The Tearoom,1QK0HHI0VhzbCBvFEDSIG0,52,https://p.scdn.co/mp3-preview/8b67a0c4d2098058b408d90682abb4f38b99a209?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Somebody Like U,0LjGPkz2qnkYWvuzBP0KzP,Blue Americans,3opCzUejI73CIE2pZtKtKw,Holy Goo: II,0xl3lz0RmsuGm5NN1o2R5U,39,https://p.scdn.co/mp3-preview/4a05e2bc1df3ecc601995e85bd19113b80961f4b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Why Wait,1kCUN3mBLqbO40sen5Rv62,Lilla Vargen,1bYTiIHnxEdBncCHYCfE4j,Why Wait,2ez2etBeYOOZprawEFPl30,25,https://p.scdn.co/mp3-preview/d3482c15cf0dfce0c4cbf820a28c3d76d21b42bd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Vienna,60vvMKmrtndqwNfpyG0HS3,Declan J Donovan,6bh228LGC3eAzbplPWV02r,Vienna,5tFRB0wYMQpEesmxdDHswZ,54,not available
58,Hand in Hand,6QDF4mjfJE0uGQaksGGdC4,JODIAC,5kQNAKOTMNGwPbqfzW3uJA,Hand In Hand,6bWTxcfn8fFJxTEV2rP6D0,47,https://p.scdn.co/mp3-preview/6a239b7437a446a705dc4a417dfa1ff6d044affc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Hope,7BIKVXzlUT61p8AMUKpKdn,Balcony,5Jk42C5fwPHCgpyOypW2G7,Hope,5fPefxFELHrlbqzotDpTpZ,39,https://p.scdn.co/mp3-preview/342c8ab8d8bfd99056a48711e2b0192298250c27?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Heavy,26DKO8CeucmQQRVfbmAV50,Dizzy,0g3BS5QoR5r6pOAg1tvwXv,Heavy,2FtTgLPuriXFkFas3QlMam,24,https://p.scdn.co/mp3-preview/2082726067cd654e0548dab4aec9a6c23314ec9c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Love Me Or Leave Me Alone,5UH7c5giPG9RLL1ks5hEJD,Beachwood,58Lr19C9n9aRD7q4OHrEdb,Love Me Or Leave Me Alone,32kBOtJKNAk1pVxMtZYJP1,51,https://p.scdn.co/mp3-preview/081dba58e0a6fedfb4a67d9006cc286ca6f4199e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,I Believe,1vYh9x8UmFTLbXiizk9Qc5,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,Happiness Begins,1Uf67JAtkVWfdydzFFqNF2,75,not available
63,Waste My Time,1f6fIkTpKjUjwmExW2k2tW,Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Waste My Time,2UCr3g97feInYXtl6d84pc,65,https://p.scdn.co/mp3-preview/04cd1afb81b1e65e41da372183a10040dab826e1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Black & Blue,1Y59TyltHoDl4YK2R3nCRm,Nina Nesbitt,7AzjETXRUKNRSJHMW9GIqd,Black & Blue,6UEjnGUIcJjL2uBZJGD3tt,45,https://p.scdn.co/mp3-preview/94cf3c13557059cff2bd86191d5ac3c1e795658c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Come Home To Me,2K8elWg8ihrZRwZJ7Gy6L3,LÉON,4SqTiwOEdYrNayaGMkc7ia,LÉON,4rH2e0qPw9MrwOSdk9rKNe,68,https://p.scdn.co/mp3-preview/32c5a5e057154dd0dc6c99961c05a63a928ef80b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Adore You,3CQqY9BxLZE6HmieR7fvNM,Maisie Peters,2RVvqRBon9NgaGXKfywDSs,"It's Your Bed Babe, It's Your Funeral",1sbCW0I7rP05Zyru3gSyiH,56,https://p.scdn.co/mp3-preview/bee9946703d334a01d9d4025733dce0c1c12d92b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Keeping It In The Dark - From 13 Reasons Why - Season 3 Soundtrack,2XtL4VAqehOQulLpf1sFVF,Daya,6Dd3NScHWwnW6obMFbl1BH,Keeping It In The Dark (From 13 Reasons Why - Season 3 Soundtrack),34kdsqSo8eVjo29lNLBCRl,70,not available
68,Inside Out,2vnocfBFbXPm4g9gsqquXf,Mokita,3sKeaby6GMSJWgYueZaSjE,Inside Out,1KJOwJ0GGbbGPoOPGf0qda,58,https://p.scdn.co/mp3-preview/63a4cb6cfc90ae85e29e4951d74263859a6e1a21?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Hallelujah,46dLlHs1faMwGvFZP4JMLd,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,Hallelujah,2DLjxNonCb36p93KPqVcZH,66,not available
70,If I Can't Have You,1YgGg4W1vikLvgOuWiuodv,Navvy,59uIMi3xrGO0kwfy7Zea24,If I Can't Have You,2naKRuL2DZ7AvZDBJvyPBA,54,https://p.scdn.co/mp3-preview/3f1e9c42ca0aa42801d50dfddfa874a5e2385f2a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Talk Slow,4T45Mh70gFLu7ggUUFdyOf,Cody Lovaas,7fWrZ2q4fGZAnuCPfgSU52,Talk Slow,7m7vgTgDBs99hojptJCqD1,57,https://p.scdn.co/mp3-preview/787249360018faf6b2237a76a7dfd32da19e4e42?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,Flames (feat. Ruel),0D1ZKHo1jI0gzOWZGhlyv3,SG Lewis,0GG2cWaonE4JPrjcCCQ1EG,Flames,4IK6iEL3DSjo5xMDlaBBeH,35,not available
73,Favorite Part Of Me,0cppqb4vQycORHNMxr8DGd,Astrid S,3AVfmawzu83sp94QW7CEGm,Down Low,585s4f9yrPNsp0G7AkTFDF,68,not available
74,Handcuffs,3Hjdsmx31RWfuDivCbhU90,Baker Grace,70RgxMmZhLLWxRlbUFQKR2,Handcuffs,2Qh9n866IxRHlynEm61hSY,17,not available
75,Kintsugi,2kWcW9mqoCQH9HK9o2K6rc,Gabrielle Aplin,3w6zswp5THsSKYLICUbDTZ,Kintsugi,7gzTeasa0r3UacAMdCYOpW,61,https://p.scdn.co/mp3-preview/dab07be266e445bb52f29c7822ef8455ae000df2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Where Do You Go,3pil7DXQmpnQcImkoF4wz1,YEBBA,1ooV8YZC1KbpEcrmI8WH0F,Where Do You Go,74SSHu09e4vyHHMGKfw2CL,61,https://p.scdn.co/mp3-preview/870022e7a34f4b3289614707475b7ff8b6586975?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Too Much,4wpQYSyuaEMCoIC5GCdZPR,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,Too Much,04LUdHVCTY7dMZe1lO8Dzv,20,not available
78,Baby I Know,4JJqbtQagIxuemSxtPyMpk,Sam DeRosa,4xOi6SOP1jUoAeSfuPsfx0,Baby I Know,3K7JH5axMmBDQrahe0PoB2,51,https://p.scdn.co/mp3-preview/9375d839effd3e97317ed8bba98ebea7f87a0d66?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,The Bones - with Hozier,1yTTMcUhL7rtz08Dsgb7Qb,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,The Bones (with Hozier),6HzebUNgGlzC1AMBwHGIkH,65,https://p.scdn.co/mp3-preview/e05874f657064f79368d2db7459c5a0ea8740b45?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Glad He's Gone,6aIAuKNU8JlVaTmoCYYN6U,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,Glad He's Gone,4XpTyLPAuao2zSsN6WGR94,73,not available
