Punk Español,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
26,Enemigo Publico,2U79EanNfw7bRqC68Jnfgf,Cicatriz,7f3sBMcnvGfOkHiKmeXtIz,Inadaptados,27KSLddcDyno8Wm3kYweQV,36,https://p.scdn.co/mp3-preview/8f837249b0cc2aef3ea9ce686fae1df75c14e52e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,A Ras del Suelo,7MofeVnACbDDBOrp0n1O2M,Envidia Kotxina,0ecMaXEm4sV6sndUYsyvmU,Kontratiempos,4czEvvHdq60prvX7rBwCh3,38,https://p.scdn.co/mp3-preview/bb1615aecfaab3340295ed27a69cbdaaa2d68159?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Esclavos del Siglo XXI,0tk6HwFFBSkbrn8sGKaZgq,Gatillazo,3XrunnoiCGkRTanrnsPRam,Siglo XXI,2fwFXVTTeMyJj7IbIoFQZy,47,https://p.scdn.co/mp3-preview/c2d26ca36a084d0817194993cf3d2e1fa1bc2a51?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Enamorado de la Muerte,4en5NpD2ZD6CpHeHIFTbzp,Rip,4P40mhKEotTwKd3cFNtwG4,No Te Muevas y Zona Especial Norte,37R9s562KSQPqUm2TYWe7h,38,https://p.scdn.co/mp3-preview/f744f4bd6bbe3e8250e8bba328f8921b9910ac15?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Salgo a la Calle,3KOep0HeA6PxeoLT4I4Ixx,Elektroduendes,7oboTHVarRYloS0WJxGSJW,Salgo a la Calle,3wdwyHXHc5NKboxzLsE6pS,40,https://p.scdn.co/mp3-preview/1f21c975fb2ac18883a62ef74fbe794b5d2f68c9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Señoras y Señores,4euTdoEAmjtP1xYkVGjzVu,Sonotones,1R7Qi5gy56OoJ8yG6cfJWU,Señoras y Señores,0zqCWWalUfOKbP9SlNzxqI,28,https://p.scdn.co/mp3-preview/da4b2ef1a2e5e1630c18d9c72e45d0d9d957551a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,"Sarri, Sarri",3Ikl1NP2ZnR2QktOqkdQfi,Kortatu,2bSQxEqvD23Y4W6ztHaann,A Frontline Compilation,2GUirHCExX549jcIgaYWKO,49,https://p.scdn.co/mp3-preview/2c8d33b4edb4efce337b53807d77c1546eaa1975?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Empacho de Orfidal,6vbkhHC2YifNfPZFgRTmfs,El Último Ke Zierre,0sT70rawlW3M0BbnKdxdJC,El Mutante del Barrio Chino,0IzirXfpxJt753nbjyMV7j,40,https://p.scdn.co/mp3-preview/c1a030a94db90f5309542f3ecee25af4af2013fb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Sin Haber Jugao - Live,1z4XJhvIIpTzmKOqKQKv4A,Fe de Ratas,1sA9ezsOb2LXqczAIjLFmK,Ratatata… Tour (Live),0QbXmo0fH2lMPVG3UeaJmK,31,https://p.scdn.co/mp3-preview/76eb8a60a6f65f3625ed7334fff44046dc47acd7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Fruta Podrida,1COScORhH7Ww3KD6DHEkdC,Guerrilla Urbana,2v0ynIEXrWh1FtcMXHIZJA,Palabra de Dios...,2GaWXFgTEUqrw6OYgseWkA,17,https://p.scdn.co/mp3-preview/293a7e8f1e9ecd2941a3cefc40938e3fe976563a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Otra Vez en Tus Manos,2msak8eaVqJPlkqiJ5P16O,Gérmenes,50Ymm1nPtn2tvRtEUZg5Me,Mar Etílico,1vfMGo3fTJxQj40g6fIf60,32,https://p.scdn.co/mp3-preview/cd9247711100d4ed2e8e5abbfef980d8de983850?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Txus,19cTnpZXsoNpah6J4q13iP,La Polla Records,3vHlZN6pTa2zOl2eVxiEdJ,Salve,57AwljF0RpTwtEd5A1SzUP,46,https://p.scdn.co/mp3-preview/a5a286f8d1afb5e5eea5755d7ced1ea943b21d80?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,A las Mariscadas,1vWLktchLfaLGng3YDi1q7,Manifa,7ynFnXnaMHYbTeT4JQ97tc,Cristales Rotos,2vUH1zDnzEk35JQ7YfyTeE,27,https://p.scdn.co/mp3-preview/dea691a2808fd0d972a03f66a9cdf7d080e358e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Y sigo en pie,1mHavFRruSCwupKzTVGoys,Skontra,3HlwB3k98CWsCN3o6nxQPi,Semeya de la Rabia,7k0IbB4wqVVTof6Z8kGG1F,33,https://p.scdn.co/mp3-preview/7e0ced00d15c0ac476d86732d94afd7beba493d1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Kaña,77UVdHUTHvECJJ0xcmooGX,Zirrosis,3hzp7HyJA5zS5VbpapOfFJ,Kaña a los Que Nos Quieren Pisar,475lQDKfTnB0nSuGgnov06,20,https://p.scdn.co/mp3-preview/b0d67dbe6db79e4de1cc296609b4820487d6d6e8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
