Punk Español,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
31,Daños Colaterales,0m1jWuJipbtwtprrYqq0uR,Envidia Kotxina,0ecMaXEm4sV6sndUYsyvmU,Cuando Las Bocas Comen Silencio,2XnYnlNmP1gxV7J1MqCuCK,0,not available
32,Vuelve,1jYliU7ZnsBHiqBGmGYi6E,Kaos Urbano,0u5LMlVeRfZZuh2Nxowii4,Suburbiales,5f4Pwwq1Ru09eaDslW55X2,31,https://p.scdn.co/mp3-preview/f1cd029a4cc420d2281ed9020dc82d00642263c4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Verano '86,6wBZjTB8ai659Cjm6chpS7,Putakaska,1SJ3N0d7Jm3OPt2OouhLpe,Pegarles Fuego,6p2PQvkqeEBRry8Ecqv7U9,0,not available
34,Tiempos Salvajes,3v1MxdLiIbC3oWLNVO9J2C,RADIOCRIMEN,6mA005uHpxR9wUsPYb79dK,3er Grado,3DRz1egfDO17AbHeU1J12f,31,https://p.scdn.co/mp3-preview/ce44e7ca1f80785d2a89fff95f3a6d8babd419e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Okupa y Resiste,4rL1yZgDOx8SZ0KKShzdKB,Transfer,01WbpPclP0irRybrR5J6A9,La Gran Mentira,2vw3sQjGIo8NMZnsNAfaRl,26,https://p.scdn.co/mp3-preview/388bc79f09713c981d1fc173ff6976d284f76c42?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Cómo Convertirse en Nada,7bZfAk1tgSGyIfpQZfOj3A,Gatillazo,3XrunnoiCGkRTanrnsPRam,Cómo Convertirse en Nada,0W02GXYGmc4BrcAEH1mlJq,42,https://p.scdn.co/mp3-preview/ba184fd4197a31167f86b81ee0c522d0fcc2260c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,A Ras del Suelo,7MofeVnACbDDBOrp0n1O2M,Envidia Kotxina,0ecMaXEm4sV6sndUYsyvmU,Kontratiempos,4czEvvHdq60prvX7rBwCh3,38,https://p.scdn.co/mp3-preview/bb1615aecfaab3340295ed27a69cbdaaa2d68159?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,El Mesías,6XhGmdyd3lJUJyUGaAuCqD,Arpaviejas,3p4ATdrRNiaczZdnPeZlqA,Ladrón de Almas,7EVAAxBNm2ZnPBtQWd8eCy,33,https://p.scdn.co/mp3-preview/6758b912b3a24c5ae4d397abfb05818eea727d78?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Ratas de Ciudad,3Ygxsn6D8Zv9YIPqW5fl50,Vómito,675aWo0roLT6t4NY7pguXr,El Ejercicio del Crimen,0Aamo68N0JCreevpGQdfyw,23,https://p.scdn.co/mp3-preview/c90a3480c0af58bac0c865b027e80121a6a4367c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Pégamelo a mi,75koSjKCBKxK9SFS70pBBQ,Def Con Dos,1O4hqQz2nV0jrlF9VEFBNK,España es idiota,5f1M1eiKzVAmo2lOpU7adF,31,https://p.scdn.co/mp3-preview/05fd812559308a6732c3fdd1304ae336c409aecf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
