The Scene,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
24,No Cure,4X9zfw0vC8npHy6rlRWiWd,Sunsleeper,3KHHh4WVfyUa9ZwE63jdir,No Cure,2f8PtESjnAVCnIohsbYQcj,19,https://p.scdn.co/mp3-preview/491ea294dc996c7320db6951c9f3ae7a1c6b4f88?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Today is Especially Delicious,1OYyQkR5c0bmiw07YHXoFl,Free Throw,49b68DLRK5eCbtJf7Xx4Cc,What's Past is Prologue,2zex7QIGoAu2htViMPl8r2,37,https://p.scdn.co/mp3-preview/82825a1661acb3dca7e03621c0abb44027165be5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Circles,5DbvE2zQte7NHA3bA9ikPF,Glacier Veins,1ABJDb5VkWotQpFDOZeene,Circles,58PXOMQ9AbPwYE1EghUMCJ,25,https://p.scdn.co/mp3-preview/5ee9b4dc0d131dd76725ed60742239d851940a91?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Waiting,7G11FvN3T35moCj7yQsPnE,First Ghost,0gUUgmY8PEP9rtNn4FgsUs,Waiting,5gJvj8ocIEqi5ZcamNnVNZ,21,https://p.scdn.co/mp3-preview/2ca62c0562546a0ed470a98d70b122b247254f85?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Moving Boxes,7lSqt09mk5hlzVWLzYIuWI,With Confidence,2PWXHVDEtObSmUrNhfPRav,Love and Loathing,07aGx2IErugtk4d7clL03j,57,https://p.scdn.co/mp3-preview/fbc4398a2a283516abdf7bfdad5cf753945280c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Baby Blue,3W8kkKICWGoH413PLYUcGh,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,53,not available
30,Rosé by the Ocean,3nLbF7vHZtxJ8q31srhigl,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,45,https://p.scdn.co/mp3-preview/bf597d76b9741ea752d323e489a8957834f1a7c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Spinning,1z3WRqFWWKVKHDRhdm6q3t,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,Spinning,6KJ4ZqkdKTTkaBeg94nLc0,2,not available
32,Young & Dysfunctional,7srElKoNaMc56k1OdSIdUW,The Dead Love,0G2ShWwCGT5aGubowNDk2N,The Extinction of Unicorns,0DUXij7CWyM2HQSk6RiwVK,39,https://p.scdn.co/mp3-preview/362d3e90e5614bd4586793be1d6b711945f08297?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Strange Love,1y9AS8gXPuF8sn3K6Awbyb,Simple Creatures,4svozL97Y6aqWeZNJPqvsL,Strange Love,1j6QSpMFpwtR9SEZvGgR4L,57,https://p.scdn.co/mp3-preview/9d92c67124e76594dea39e77d2b1740fe4f0463c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Clair,7hPogwNcXHMPrasiZ5Q9x3,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,Clair,2StVchzr8RK5EEYwd1tn0n,38,https://p.scdn.co/mp3-preview/4f5667f1b2d3734126974038b43702f1ee8239b2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Holding Out,628fbUMO1RZweqA3mJ0Zb7,Past Comfort,6WnyCV36FDtDoYyHyv5CfB,Holding Out,73wXG0ADZgVu5WNuJ51zHR,19,https://p.scdn.co/mp3-preview/38d0cbd91b7020b44f18f49840c845efe9e2dad3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Lucid,6Rmsz10sTBhP3tlmIPZ3Bs,Reliance,2rs68VOQjmZRDPXmw1mD6h,Lucid,1ZNOjoKJyiPNq5OAKFTj8y,37,https://p.scdn.co/mp3-preview/17a208d38c3e9de797c02afe5008067ef487e947?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,In Violet,3L1n27XI8WzYZJIcXvsw5Z,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,53,not available
38,Suburbs,4NT2TosSrrtvkryRZmaTjv,Woes,75l6n3i5Hmn8vCUZeMIM6F,Suburbs,2sQTfh3TKC3KZYTs4KwSn3,34,https://p.scdn.co/mp3-preview/31ba9a78a49a625f37b5e08063fd3e0e3420444e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,I Really Wish I Hated You,6KWcq5p0wsz97N3eoRUSH6,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,72,https://p.scdn.co/mp3-preview/f876886c32a48c1646a532591e4c17e5d684642b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Back To You,5cA5uzhbAQ3P8ZRnyeCnGV,Our Last Night,00YTqRClk82aMchQQpYMd5,Back To You,1MWhybKgZUjJbarvNSBIim,57,https://p.scdn.co/mp3-preview/77519f75bf7e382804fe7350cd01b7d23ffdf02e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Let You Down,69sVB8jRMpFaxEbiVFE1bu,Divided Minds,4zq1xzOD2RDkK3xaEZBBD5,Let You Down,5rDxPjoUTOo4XcD1SLfgYr,40,https://p.scdn.co/mp3-preview/c0ff9e70625fa8a4246e17600690323f41a94207?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Drag Me Down,5qI3yLcaH8Lg1WboxmkA9n,Headspace,1gpl5yvo2wkMbSzFrvS4Uu,Drag Me Down,6XObOVz2UAVwuQi4ZlBc6k,21,https://p.scdn.co/mp3-preview/566002fbc970b044fc9b746faab67668ebff72ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Beg,3s9oKWdvPOF7KMgtApYVE4,Crooked Teeth,37gTAIe8kJ5xGtkJLsfFgP,Beg,1gb1U1Rb3xqq6xMFGHrcSG,1,not available
44,Lavender Bones,27wvnSTpsyS9k06aDtXvt8,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,Lavender Bones,6CvGI6E8zQzbHLXPEsWnnt,48,https://p.scdn.co/mp3-preview/5bd9a9b4938f00c0505ce167c9004d0a594a32e2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,She's A God,2RSWXsgLoiGfuHHJk5ykxr,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,She's A God,4xxdLKcI0SaURrkrqt5LAu,61,https://p.scdn.co/mp3-preview/fdce2e2f0c2712de729a25fa22acc34337e2ee01?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Blue In the Dark,178W1K11wWHLzuRM0aaKTh,Bearings,0qpDBxRgLp6g0k2esJlUDn,Blue In the Dark,0bK34PAk9qgpVvZMbct5Wz,14,https://p.scdn.co/mp3-preview/c78d24cc3790ca168aa1cbaee9adf67fd10ff12a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Liquid (feat. John Floreani),4mTnrDYJsLnIiuR4RVAclQ,Boston Manor,4WjeQi9wm84lYTIWZ95QoM,Liquid,3v7gPd16D6HvzKYyctLhqO,32,https://p.scdn.co/mp3-preview/010104aaae29e1ec975aa7f3159dd00718fa2638?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6bWBLZLBRQEJ5KsLicouNB,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6iGIjsBt4RJQFYlBBiNk39,62,not available
49,From The Outside,7fHfn8mvEYI57Pz9bMT3PG,Real Friends,6dEtLwgmSI0hmfwTSjy8cw,From The Outside,0kyY01XQw8dhBFFVIgGbUX,0,not available
50,Degenerates,77Ht6FFAeyHgKl6X87mnTk,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,Degenerates,3G3EHIjrfZAcy6w5zIOggZ,68,https://p.scdn.co/mp3-preview/6c137edb6ebe31af1fe00d053cc7b4588bc6178a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Momentary,6wQM6tOGdlQUFOPWO8CZEU,Ever Elsewhere,7AiNXTV5q9I5veaBAQhxZu,Momentary,479Slb3YjNSfpJqbpuwobb,24,https://p.scdn.co/mp3-preview/4d096804924f9c55c1d6c76e8a148255d14562a7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Devil’s Callin',3S6nCKyCS7lBM5FHyKxQ68,dying in designer,3QZxOYl5zlZtfigtXOZsfT,Devil’s Callin',2qnEdFCQnmgB5gAoJ4BwyZ,40,https://p.scdn.co/mp3-preview/4fe1b9a5861417b59ebb4dccdba3a53bfc78cfd8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Low,2zhspGacUmSjwSg0RtmKuV,Bukowski,68HpOv7DefjopAabpaQZjR,Low,7mXMvZ6fch43mQfPQAXwSr,23,https://p.scdn.co/mp3-preview/3f8a9180246246c505f11b48ef02907da8c1d792?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Why 6 Is Afraid of 7,21eBxZvWrhMPAqnw5Dzgi0,Before Their Eyes,7BewtLSaxtzJjRzPUPnSxp,Why 6 Is Afraid of 7,5UIkqKF72qLmM3GZKEJiDc,33,https://p.scdn.co/mp3-preview/4ffbc377eb5434663f790460da948580b81be970?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Mirrors,2Xa0oBYSZSXNk4DtNyrcYf,Microwave,7ptm7G8z8VVvwBnDq8fAmD,Mirrors,7ge2NinFMzkq6LP5b4FarN,14,https://p.scdn.co/mp3-preview/a42676187562f383fc79fbcbbaf026154a2590a6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Disconnected,1AEtTTwBiYHZ1dav7gz24Y,Calling All Captains,38vVrIl7XQVwKEg9lvuygG,Disconnected,3TvlXw45nTnW67F6w7m9Pk,34,https://p.scdn.co/mp3-preview/547ef687999c252eb4e20e645ea0315b7e1dab98?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Games,4ZqMSKNyqpCphwABxY0Rz7,Lizzy Farrall,6ifpb96yDqUFuSIpM62FTa,Barbados - EP,6pkOxw5Oomob272mLqBnd8,8,https://p.scdn.co/mp3-preview/022de7725e142d6f203ca6bee34b263d60d3b78e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,The Earth Will Swallow Me Whole,7BE5fMou61X6PH4xY0nvXY,Overgrow,0JF3phIHeUwu0WwMBGvegA,The Name We Share,6vW7iTJmX0pWVusTt7bOMk,23,https://p.scdn.co/mp3-preview/5ff8af8ff9e66ca7170942e79717de46b6ad5e1e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,King of Nothing,6sPXo5wTA3IKBK2mOJbUbY,Broadside,7EGdqeEDe7WMqOVyDFUYyo,King of Nothing / Empty,4jJzaQ6ovtPPqnMErF6xfR,40,https://p.scdn.co/mp3-preview/99adce9508287a6ada418b053ddf079d0b9945ed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Runaway,7qDdE2EzbaGpUuVxToG69w,CommonWealth,1S0S2IdKlBl7gv9x8X7xpr,Everyone Around Me,11uPSFTfXi65EWMtjTNOEZ,16,https://p.scdn.co/mp3-preview/15cf0ab69b7914164b649fa728072c5d4652b821?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Cave In,7foB3FgACotzkH5hkWOOAS,I The Mighty,1aK2PiGHyEgc4wAIKQzMj2,Cave In,62qer7kVON5XSwZ3wd8W7B,47,https://p.scdn.co/mp3-preview/1196d9ab426c031898b86889efcb30def1639b1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Rose,3IpfXGWXrVi7jMgC2QnBUz,Telltale,6bmGjHSXH8rPaZ2iQhgNQ0,Timeless Youth,7G5N1BiL2zUwallGNgvQhl,25,https://p.scdn.co/mp3-preview/e3a5fc0bd69cfe8b4a30bee131e10a518bc18eaa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Clarity,5zc1FSM7Zrl133xqQsvQrH,Summer Heights,2LAH4zTDmnodSIEEl6T1Ku,Hold Me Close EP,1BXH2YPLevzADzHj5fFTq2,15,https://p.scdn.co/mp3-preview/3a68a5e22569528abf4f7c75da65e76492d191db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Darkside,39n1y2JqVOPIdfUeLqzgfl,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,72,https://p.scdn.co/mp3-preview/1e5f5e74dbf0595887a3258ff58bf3dcc98e171f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Rust,0Nbu0dyCkrACyYjvNBAQZ2,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,Mind Games,3JxlzSM2oCtJtMYfEIB2Or,34,not available
66,Misery,35IeRS1gEcZizb3Wi7zAcf,The Comfort,4AdKPbj3YEx5r1vfB63R4q,Misery,6mjYavmgTCz4ZvYLXPf5FS,24,https://p.scdn.co/mp3-preview/17050c470c9da74ff6de146e1518684ec2bb43e1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Goddamn,5cY279FAGSoxdv4hXS9rcL,Never Loved,1UeJU7BqnukonK998GtqBb,Goddamn,5sMtDt5VelI2X0IWY3PBuF,33,https://p.scdn.co/mp3-preview/c11504b234325eef9a8650d07301d605aa1e61c1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Upside Down,6trJelO46qKNUso5FtqgzG,The Story So Far,6meTcQ79DrfkIuSLPZkpBg,Upside Down,7HFSSWViGV3f6FvIY8evex,41,https://p.scdn.co/mp3-preview/346a351727071776eb0dbb21c1781591289771b6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,I Don't Think I Live There Anymore,73HiWcZxgR2JKthCPdc8ur,ROAM,0q74f5UdR3j14Lis4AKKxq,Smile Wide,4cadqhi42JfMXBN8E8mBL5,41,https://p.scdn.co/mp3-preview/c41c38e842796baa132f604347d12559760199ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Ave Maria,7IinPt4vvhVk1UzvTq32Ov,The Early November,2rxtSTPBJawYhQAXIpgEAi,Ave Maria,1CEYuQJHqjqNPYX9v1SjRz,42,https://p.scdn.co/mp3-preview/d3610b3bf26e9275694376a434d94b54cb290d6c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,The Stages of Grief,41Whh7hrQjZ11hkxCT3obF,Awaken I Am,3BwbgahlwovSpRfctWi8zY,The Beauty in Tragedy,4HvRbhqkXOqFEbFfxrKD2B,46,https://p.scdn.co/mp3-preview/610c5932e5d0c8734fb511891a589846f9c644cc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,"Heaven, We're Already Here",48Kt0Zugeset3zlvhLPJmz,The Maine,4o0pNHbyj36LPvukNqEug0,You Are OK,0DRUOQBsax8QLUVctbEIAT,27,not available
73,Criminal,0CXQ2LNOcb6oJTWYEWKtyK,State Champs,1qqdO7xMptucPDMopsOdkr,Living Proof,1Qb73C8hC76e3R8udyit5I,52,https://p.scdn.co/mp3-preview/9a21a40546597395514be30caff8e31b02913dc4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,Were You Nervous?,0NbSknyxXKyeodt8udVDI0,Speech Patterns,5dIfnkclImFkRSKrSVLt3e,Were You Nervous?,4QZSzjWjWwLVklcNmPuK5Q,45,https://p.scdn.co/mp3-preview/f7a8022a6b002bb0b55266dae8b57fd1b9d70d00?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,40 Over - Alternate Version,5Jh8SBqHT91x7shg2VNNWx,Seaway,0JXDwBs1sEp6UKoAP58UdF,Fresh Produce,4WWoHnK6aJKPPUiVrS9cnk,10,https://p.scdn.co/mp3-preview/fa6ac8c79064e95afc44b4435f7aafbb0ec039d3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Leave It All Behind,5J1tThACf3JLPc3cC1neEH,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,58,https://p.scdn.co/mp3-preview/589268fc4467e79c9e969f428d5ff1ded7b28065?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Numb Without You,22aSl53GhZ1y0R4neQ11pd,The Maine,4o0pNHbyj36LPvukNqEug0,You Are OK,0DRUOQBsax8QLUVctbEIAT,30,not available
78,A Song For Dan,7yNGXJgbrWuDBuaw0epS6W,Taking Back Sunday,24XtlMhEMNdi822vi0MhY1,Twenty,675XmEdhjSVOK5HT4gDQBe,0,not available
79,Turbulent,2ZD4ORPQl85o5QPU3EsSXQ,Waterparks,3QaxveoTiMetZCMp1sftiu,Turbulent,7aF36Rk20Uk2UDbJJ0zY33,60,https://p.scdn.co/mp3-preview/75d8f5efe9cc98635ad0648b331a268457ea4ae4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Oscillate,1mvYlO2lqNqqvCN2qHVjeh,Big Smile,6aRUlxUt0AIBeAkMVykgbM,Oscillate,3D6IJTM8fsP4b2TRudkDHE,14,https://p.scdn.co/mp3-preview/7b9a8e7078af0ad2c7f8a5ebe07f098379f9a24d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
