Gegen den Strom,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
30,Viganella,1wMJiKezKnCIUfyA4Si419,Paper Thieves,0mor6cJ1cgi873nutk2unu,Viganella,1mwiuhgCecScIaBCwFQteD,16,https://p.scdn.co/mp3-preview/eef79c3c97df870e57f6aa7d45bfc18f70e799d4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Das Boot ist voll,7x14cm2P7HHI5kh7tgjTCC,Faber,0k70gnDBLPirCltbTzoxuM,Das Boot ist voll,003uneZTNXQmE8SXwcsL5l,58,not available
32,Tragedy,5AeycqI8IdCUMUPKWlVbbx,Everything and Everybody,0xOueY8OCpmoM7YmmkFPvt,Tragedy,785HwGJvby9JByzCokZdFL,43,https://p.scdn.co/mp3-preview/59ba343d128544e88b68acff5340da8323f567fc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Mango,3lGEWmq0S5bhAuJDgTd0Rj,DOTE,0OxUICX98hef3SYXRXZUNi,Mango,1vsNd80TUxZX2xoZ3C1YQk,35,https://p.scdn.co/mp3-preview/6696681f69ec73f9df71f602ea6e02a9c6f59c05?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Within Me,10NUaZXUQiYdqMbRhK5FPs,Seed to Tree,5eTXENvednmXhr6r5lUWhY,Within Me,66eGrkddQc5C3eAXC6scSu,32,https://p.scdn.co/mp3-preview/5560bcd3fbdc4e3986423bd8c3fac56e5803fefa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Forgotten Ghosts,2e1oNEAXGwSUUk8POfaw02,Jadu Heart,7vjRpVXoecwKTEsrb9iscj,Forgotten Ghosts,4QI9eafpsgg6eCUK0m06Z0,42,https://p.scdn.co/mp3-preview/ed3a397696226caadb4f30ca31f3bfe1943bfd5d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Easy Way Out,6soNoFe7xhheQKQXPU9LpX,LEISURE,7b04D0yLktCUpvxQBhmG7R,Easy Way Out,6HXN7RS2g98CgLSPhyTFJb,33,https://p.scdn.co/mp3-preview/f098e9fe7bfec8edd8e1bd431f7c46e9679df90d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,YaYaYa,2f7AYSEsmlHJHpkUQk97po,RY X,2KjAo6wVc9d2WcxdxSArpV,YaYaYa,6NSX0vUXoW3DZyHGGHaRSX,33,not available
38,Emily,3VY42CX63Kshy77EbM6Zrr,Tourist,2ABBMkcUeM9hdpimo86mo6,Emily,3df1BIiTr2gxRch1Et9LaB,55,https://p.scdn.co/mp3-preview/580635f610783cb066e53a46841ad7ed63951f84?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,2nd World (Edit),3Ck89dTR7b76FMiVs8l7Br,HVOB,6RAx8RRxoHeJIqD2d0EjOa,2nd World,7abnLAJGMdl7uNXkR047dY,37,https://p.scdn.co/mp3-preview/6a8020ba0211b46af1428446965f39f8425674a0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,A Wave of Goodbyes,0NgZyIvIXc9Ze9BOkJtLhG,Camel Power Club,2ziSUHAT6LbHKCJIlwHhDG,A Wave of Goodbyes,6rI6UtlJWYyVxvEPe885UK,35,https://p.scdn.co/mp3-preview/efc3a2b7615623d1d023f73203fe2904344a86a3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Erase You,4YAlzVwHWGaPYIkuMMGy1c,Vök,7oDTyDfeA2JE2jUZztkBj8,Erase You,2uYPm1Hbm7OEGl8trLwn0K,3,not available
42,Falling Back,7iA8BlFVOityG3DGPExJtx,Roosevelt,4AQrqVz6BYwy29iMxcGtx7,Falling Back,3dRyi7KJOlQxfzA2hrMjJe,56,https://p.scdn.co/mp3-preview/cde5bc2740e251b3f0c0d3f5eff654a9b9a54a6b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Enough,6XDOFMTKoydw1z91btaNqk,Aisha Badru,3vsVCHUe68gqUMIZwaVUIK,Enough,3eEjPpmaN2t52BwaXnEgVX,42,https://p.scdn.co/mp3-preview/18a392255dc4504f8964a6a917a4c315752dacab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Lo,5sIOWpTCOljNdUXY6VYAA7,Andrew Applepie,5BYcwjrQth7em7maAt0yKE,"This Amount Of Songs Almost Broke The Internet, Vol. 4",1H3iBWyLO8gOV4E585ogOe,33,https://p.scdn.co/mp3-preview/e879fb5b7321a585c3f7a4af6d7cddbc01d44949?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Into Waves - MUUUN Remix,6fIqj3bqDFtBLUCboX84bG,A Little Nothing,6NNQ0216pMjyKkkBANKRXl,Into Waves (MUUUN Remix),0cfSkyv6oVYjdJirZUC0dg,45,https://p.scdn.co/mp3-preview/297bd01006b8ed8e482cdba3d4fb6bde70fe258c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Visitor,6KuM30lJQ4cji1C0OFb6HE,Monumental Men,1g086QeJJCdi3HfyfpU22A,Visitor,459lPMGLgDa4gZ5UC7fdw1,36,https://p.scdn.co/mp3-preview/65658f5745cbf18af7ce58473725d299ae82767a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Waiting Line,4bSFgtC0MBzGO6V01fuuHb,KOII,53qPO5I4houQbBukv05Rls,Waiting Line,2uacd3zSkKE8pLwzEnjuwZ,35,https://p.scdn.co/mp3-preview/8828f7a269ae189623676221d7ef8d13d33bb36f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,A Place Called Home,1Gdi3VTMqZoBGTDVorgtON,Stereo Honey,0EoyyN15NtrdLYrJmCfiwi,What Makes a Man EP,5SJqL2My3MSrIqwIiTPUKp,35,https://p.scdn.co/mp3-preview/ce1d04709be8552567b2113e9a1dec03f581db74?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,The Light Upon Us,42dXViLOK80GFk3Ss0t2EU,Talos,5pdzKTGQAcRcxDOfN4mXSc,The Light Upon Us,1a4nLsspx2YZWXtcmpnUSb,39,https://p.scdn.co/mp3-preview/b1a009429a02c543faebbbe4544c2f38cbf6c557?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Tell Me You Started to Pray,5Dk4FuIK038cpBoDnqI4nv,Benjamin Francis Leftwich,7D5oTJSXSHf51auG0106CQ,Gratitude,0tSgMY6Bpy4Ip15CRdTNCL,24,https://p.scdn.co/mp3-preview/ad3b77b80ad4042f79cb35f5d4c2549869fc46fa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Is It Anything?,7L9IGgZekAzMtRSnx25jSj,Aaron Taos,3AcBSoCVhxILXJnfLcJb66,Is It Anything?,2xxfjKdVRECNg1lmvJeO1U,6,not available
52,Old Bone - Jim-E Stack Remix,6YKLlLoEYRujlAH8SgkTge,Wet,2i9uaNzfUtuApAjEf1omV8,Old Bone (Jim-E Stack Remix),0N4gagOhj0I1XT9jLwKV6t,54,https://p.scdn.co/mp3-preview/1fd815933c5078bb6d2adafbee3332bc4002ac7a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Disteln,0YbSWtJdo0deLaq66BAGFs,Neufundland,2EOZCoVCpBwgOSP09Cg551,Disteln,3xIgy4CzPPR3fW4Pl4ecXo,27,https://p.scdn.co/mp3-preview/c95ee1dc04fd29faef568e5115d8af2cffbbdb1f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Never Die for You,7dnlnK1s5HPbQDZOtVEszA,Diskopunk,5Ck4KWOZsbrSQpiLimooDp,Diskopunk EP,1C2wZZ4GKNtQyGN9c60dp8,29,https://p.scdn.co/mp3-preview/e68572566114c69fdfdc26432b053a269992c25f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Imperfection,7N3YM4TB8V5nFlveeSPBzM,Cella,3w7ASanLoAsQcWhd7V9DpJ,Imperfection,66at4mviIEjs8Y5cqy49C9,47,not available
56,Top,6AMvkm7NKeT3JlRHgs17Bi,Faber,0k70gnDBLPirCltbTzoxuM,Top,4yVmXQ8paqgQPkJnHkABYG,57,not available
57,Scarcity,6NoB1Pkdj45zrD1R9lSFX0,Vök,7oDTyDfeA2JE2jUZztkBj8,In the Dark,3dEDYEAgPI15tCuAOOKBol,39,https://p.scdn.co/mp3-preview/95a507f9f58d825c1d20c832f72137ace576384a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,1000 und 1 Nacht,5uKEh9C9erUO2oHQnVfeTn,Drangsal,16rfiZrUbpoIJKqvJjbOk1,1000 und 1 Nacht,5WkaaV4yNkXfZTyY6ZY7Ij,45,not available
59,The Borders,4oZxIJoCv6UVuseYGoy0h3,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,The Borders,5x4JCQ9nQE7qQoKyWY7D6f,66,not available
60,Winter II,42Rw1XGQXm1oOxnB3NlgvP,LEX AUDREY,5cGgrVxs4xKhhpEjuAxf73,No Intention of Changing the World,2pVf3D3hnkSgZYItJSMq9M,33,https://p.scdn.co/mp3-preview/eed39287799d83de882df90f6a6e439d3d49ce0a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Nach Hause gehen,4O9U8kvRw2dGXoJHvVexhp,Wanda,6Kg9EvjSnEm5swmrvWCJyB,Nach Hause gehen,5SOQlEXux7B6uefFxfioNY,44,not available
62,Ferrero,4aLrqv1XbApnl8PywMQbi1,Chai Khat,6kpXGU7MLpmSFn2XSXthBx,Ferrero,75sqlTMOfAaxswXOZtQ4wA,25,https://p.scdn.co/mp3-preview/dea0697d52583bcec4ceb0444a5901e941f153f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Pictures,22vGzxSgya6hKIk9SQMg4o,Ralph Heidel,0bMg0IViAwAYQ5WUenR92H,Moments of Resonance,66eGZlNQzpW6ryuzFm0iwA,21,https://p.scdn.co/mp3-preview/8f36cfe97f979b7de83641b348348ca7085bc12c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Same - Single Edit,1sC1vyyd34KLT2y6tiW78v,Bayonne,6BbqU3r1G2mwkRIfIbkCek,Same,51D6ayMQJblKRJKxDV7pGl,12,https://p.scdn.co/mp3-preview/0abb1e80941870cb14e16767399c3bd0c2258f2e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Money Machine,6rKml3MFnfXoeM2ixY4uIs,Joplyn,32Jt1AK733JbFR82hEZ0Ih,Money Machine,54WsW0M7yyPINtchIubCqQ,33,https://p.scdn.co/mp3-preview/46f4b65eda218069a6c7456e2a1dfa6a3c9ee428?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Turning,7eYlX2Ju50SmeQcRK5SC45,Foreign Air,5ApQnMT6oR8eLguf24xb9S,Turning,4S29vSzgU8bsW0NrHAPqy8,38,https://p.scdn.co/mp3-preview/741f244360ae84b578de4c202dbed4f787d58784?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,The 1975,6sQeHBkvilt6ycKfnJMki4,The 1975,3mIj9lX2MWuHmhNCA7LSCW,The 1975,5djTpOucD83kTKF9ETjBwW,57,not available
68,Als hätte es uns nie gegeben,10ea8RbdcuQbfTxsBTY0tn,Rocko Schamoni,1Enw1OhPzkUmYl8daiaBtS,Als hätte es uns nie gegeben,7KAuJ1AbrB3NtzaFsOkK1l,36,https://p.scdn.co/mp3-preview/5495d5ab3d03297c95d1757facabc8d1461f3dab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Ein Leben in Rot mit purpurnen Blitzen - Single Version,6PoHcRKuia7I3DbYVO9qdE,Die Liga der gewöhnlichen Gentlemen,7xYldHloSckuP93hORkq8v,Ein Leben in Rot mit purpurnen Blitzen,5DJlGSsvDusUP7fI3ooBSS,31,https://p.scdn.co/mp3-preview/a3db2ec07f0a3d5c36d190b4ce916414f0dce483?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Mars Mission,5GDtiMZfvmnl6P2rVB0x6O,Andrew Applepie,5BYcwjrQth7em7maAt0yKE,Earth Ran Out Of Disk Space 1,2s3PW3ADhsx4VZkP7L93nr,36,https://p.scdn.co/mp3-preview/be329617a82cf9bcff286f22b80326f9201f833c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Perfume,65sU8P8AF8owabvNVz5Uoi,HYMMJ,56xfHSJ3RgYdHHupuyL2ia,Perfume,1n7wqQuRF2NwIGIv53zuGy,27,https://p.scdn.co/mp3-preview/cb7aa9c24a2e12cbdd4a69afecc20aaeb5f4598f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,Lauf,57KN0qKyDZAFLFu7WSA1aV,ALLES SOLAR,7oYqhJ3oUvX07uuUSTgp7Z,Lauf,2mPazca4DIcJlDlQ2hh6H5,33,https://p.scdn.co/mp3-preview/7aeeaab496ab26459c769510e2aeae4e3060bb41?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,Follow Me Home,4MoSergiyYFtZQUID5IUNx,Esther,3POjAYvvEzzCFAWm4uHEza,Follow Me Home,24H7hRXnvN0ona2j5JY5sN,43,https://p.scdn.co/mp3-preview/f5216d19a758cd6481edffdaebe6fea954e2c84b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,Blue Skies,05UusNYR6VupjBMHZyv6I1,Jimi Somewhere,5rXanKVc707nhQmW1Is2pB,Ponyboy EP,3nLCHfeURD87rYUaKCv8Br,30,not available
75,Don't Bother,4tIlz0juwyQQ7ngrIzzimK,We Are The Way For The Cosmos To Know Itself,6c4Wv7wneLAWdQOiBItwgn,Flashbacks,3huGMGjeV9gHoNcFJLeTab,25,https://p.scdn.co/mp3-preview/3db1aa7ec51263e29ba9187ed25274bdf7ac9714?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,So siehst du nicht aus,4RDlaw7MZDC5WGbs5doxCa,Die Höchste Eisenbahn,2NnrINoqFoPEteJ6m1TR72,Ich glaub dir alles,25zMVZBvlHmirxo0voJF8H,44,https://p.scdn.co/mp3-preview/6fc2ce4dc3185d17846d30adf5af0ebd6825ef79?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Matter,39jlq6MMfo7NXCWxskNjlf,HAERTS,7pww8JMPMj1SxUfJ8wN5Kt,New Compassion,15ovOKMYXHE9495uBJG1Sk,0,not available
