Electronic Circus,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
15,Dust - Outdoor Mix,0E7vdkkvWSnyYSOH8gIGJR,Schlepp Geist,3QrUgT4R2242O2mqHUeI95,Dust,7eikax7kduH0tB3HdxLA89,39,https://p.scdn.co/mp3-preview/28854e29c79f96da47efb2f27e069a8f32c70468?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Lovve,6uwUdhRWaH9PuDa4xJoLjf,Betoko,48aaubPa3RsbAp4uCPhoS7,Love Night Train EP,3gm75EYIcj6Y3Zr37nDH1q,48,https://p.scdn.co/mp3-preview/d86ec5901efcbc8be90c150d77d57acd24d5f373?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,New Love - Club Mix,6yZC5KpHGx9P7desCuxeI7,Catz 'n Dogz,5tYqFEuFELxnJZgGmmsfSh,New Love,3i9XxJoV63LVyHI9QU9BL4,42,https://p.scdn.co/mp3-preview/9608c8fc21f28ca3295e17cd87a47de72aa88fd3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Soulmates,4ghhIzwqhaCW4fAwdKVm8N,Florian Kruse,7GhGgxIAhzJxZXvF1bEYZ8,Soulmates,5BVsHCBE69NfA4Et65KAOg,38,https://p.scdn.co/mp3-preview/9f35ff0e16bec50027f93a5605b4dabb1dfe93f6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Trondheim,0kUn9sPNCe0hnkrsqHwypW,Robin Hirte,0q4jQ2ducUDvYaE5vTZQqz,Trondheim,0CMYVcplx4el6Vjx5m8ocA,39,https://p.scdn.co/mp3-preview/083bd6900a1e4100f8d34eaaff820427c5ae04b0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Agatha,5tFwJOG2moHeQoAySvmbxJ,Stereo Express,3j2zB13syOvCyrkJIomEA2,Agatha,3GEe6DYaP3dIsz3wcW3fqS,39,https://p.scdn.co/mp3-preview/349eaca548aac5e46ca0df3e0cbf2811e0bddc1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Elements of Trust - Sanchez & Pietkun Remix,0TT6SbrHgkhmWx01S03jah,Gabriel Filip,0RTHaVU7mWqrznMzZ9PwTP,Elements of Trust,7aIdMrakwT0uSvy4CTsMjp,44,https://p.scdn.co/mp3-preview/50557819662121f1949ba1523274f6ced89cad46?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Visor - Beatamines Remix,4MZMVH6i2ESxAOwehFxiyO,Fran&co,6GLpNI3XjDnspncxnnrSpX,Visor (Beatamines Remix),09v7mhWqgROqr6lrk3JVtu,31,https://p.scdn.co/mp3-preview/450db77a42b39b5ca5a06897722ca7b20131c117?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Ritual,0y7HQDEEWcIxSBvGdGRh99,Gabriel Evoke,0EP5pCt1Fzhd8RkNndHy4g,Ritual,3wziTtMKc0vcUNpV2Q6yP7,36,https://p.scdn.co/mp3-preview/3a1ebfb44569df8e7df09a3591824887b1bba793?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Closer,1Oajj3OHEg15WQSEEkveKE,Anja Schneider,0f14r70OISSfJoyqYaHbgV,Closer,6U2Yfq5FuP1CESesZbMj73,38,https://p.scdn.co/mp3-preview/9c210e51f22e3915a0c30730d2b6bf78c1f25ceb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,N'Golo,0cLHvLm8LtsS9OPABBkNxy,Mòo & Jo,4bU2sBWgXJtViut3q68o5m,Makasi,16pQHgokRh1UAmmqji7VIl,44,https://p.scdn.co/mp3-preview/904261f01fe5db412723bad1f3908dfd008333e5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Assembly,76pU17NzmantizUgs699WH,Lexer,2vDXLZ9mI3CdTPPIzFUKlY,Assembly / Anwar EP,6GfeGCTUnlNz1DUUiP6CYk,39,https://p.scdn.co/mp3-preview/3aa48560161896f6904e3427cced766fac90504a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Different Mind,228kjRtCmbB6fLGV3ExrDr,Dayne S,2OWQQKizLqny2GKSvqfV9h,Different Mind,7IDwkEgL1yO5Gxw9d140n6,42,https://p.scdn.co/mp3-preview/ea6b2b0471bbff225c58f880fd9a9b9aff4b6020?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Airwolf,5hWjIPTtvTwcwExBbyZgm3,HOSH,3qoTlYFOahAlAh9ee3qnbs,Express / Airwolf,4kidfquEVMY8dROCRVIlps,43,https://p.scdn.co/mp3-preview/9e4b5c61c8a1e049849103606d8db4c88d91a48b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Blackbirds,5KjzIDngJb6ANncJHicSn9,Neal Porter,7bS2JIZHmEpz0cHlSvXlhr,Blackbirds,2MaMxWKN29oNMypwe2JpvX,37,https://p.scdn.co/mp3-preview/383ee8ba19585430050d779f30806978899787f5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Heartbreak,5O9u9QFHt8f7plErVAxpV7,Hidden Face,1Itil4naIwgkm48BNTjZ2A,Heartbreak/Nightmare,6BwD0YcHajAGSDnfloY0Ut,45,https://p.scdn.co/mp3-preview/7ca2fc2907979286c2bd4c52fd8e58ac843dca8d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Tears,11XdtbC7flzHfAuBsoXJlG,La Fleur,5bt7DkWw4iHzjzRF2d9scU,Speicher 108,5jsKBF8CA5tinnaiQRT0MA,37,https://p.scdn.co/mp3-preview/5c24b027e5a731c19a99781b5870d45c683c1662?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Rope Dancer,4H1pINPQZv336ic1sKIxgl,Foolik,62J5SQP8c4TkZGUPUR0yCc,Rope Dancer,2qP8ItKfgJaxewwdPAa41V,33,https://p.scdn.co/mp3-preview/51a06663f662e93e183bc8b7f44d8b7a7ee5f8e5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,The Unseen,1urNwF91sq26no4phIbJ1t,Booka Shade,2CKaDZ1Yo8YnWega9IeUzB,The Unseen / Banderas,4CzoCLWZ8b8fstvRxH8GKN,45,https://p.scdn.co/mp3-preview/0814242b5f39ec528dc2e329c30f14b1dd5a9e1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Bipolar - Original Mix,734rgmvSEOGgiHHlsjUE81,Edone,2MZs7U8Pgj30dOFjbODBIN,Bipolar,2ze3QFTrYhM491qHLW2LDd,36,https://p.scdn.co/mp3-preview/8442fad91e9851883f63ae8598742574fd90e52f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Customer Is King,3EVG82aojuaXoWyg0djkqU,MEUTE,1z5xbcOeFRQXBVDpvRPh8H,Customer is King,5g6jFkrrPcRKKZ7uQjFpHi,48,https://p.scdn.co/mp3-preview/ca6eef3e5c994ca05ae06101ff1dd3302494987f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Babayani - Original Mix,60CSfCIS9cRfVWIp9K35eq,Stereo Express,3j2zB13syOvCyrkJIomEA2,Babayani,2XwLiXas3AEoyFqCpwtnRe,36,https://p.scdn.co/mp3-preview/e56081507e2bc21fe2df776d7b1813ac8758d813?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Riffles,4RrsuLKV1UI5yCk8QBqNkg,Mila Dietrich,6gFqC88ulyEMiqeVp5b71Q,Riffles,1KFVybM84C8GpE8X1kJnft,35,https://p.scdn.co/mp3-preview/6accaef1e87348e922b6787f6682548e59e996a8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Bepsi,65bJU7LAL1CivwWE8t5HLK,Butch,5kLzaeSHrmS7okc5XNE6lv,Hijacking,4AcuZiQbSNpRNEYe93e1Nd,39,https://p.scdn.co/mp3-preview/d4d5aed3938df7743e85a48aa683c3f98822d7d8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Bee,48tnPvIus0PQ561A8oyt1x,Andrew Meller,0kDJVZD3Kwg7YbFXqDI1Gm,Bee,2HAE7YnFGnALPI5gZQjiXH,36,https://p.scdn.co/mp3-preview/5963427897fde61e0ac1ec414e423f468347eada?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Puzzled,3I9MgUOamBgRWsS1Sa7KKc,Ian Pooley,1m4GViPjIy4T8Pd0Iz6hRS,Puzzled,5VWywU91b9VLWT2p4mHdWF,37,https://p.scdn.co/mp3-preview/0fd33ea96799eb72b0303674459134a0b253547a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Duno,4eDTJNDVuPHxb7QXGIagLr,Andhim,6XJeFzmI6vrWyHcdB7EImP,Duno,0pwaavXjE5GEmjeP0lUO3R,40,https://p.scdn.co/mp3-preview/f53df8660842fa974a85820903631d849bd77b4b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Work It - Edit,3oxkovxOKLaXfbMsa80061,Monki,30C3E9bYfEQPAY9MweeUVe,Work It,5v98WVuQi5piCUGnBBgNpm,41,https://p.scdn.co/mp3-preview/15f98aa189b3252545b178af9b8398ceb1d9020a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Afra,5RsQraFnRNj23iugAaSUwa,Hybrasil,5CA28dVSclgwdKigfNDWtI,Afra EP,6grfpWcSvwvDCBry7c6wMo,34,https://p.scdn.co/mp3-preview/a01d7824e12216d639acb2e58db7e13bd67369ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Teriyaki,2hEW9u9ZPS5rjWOd7rlOLe,Britta Arnold,7JpBTUqubY86KynSJr28RN,Teriyaki,3dySk8zjZ27pI3BkYFVt3U,36,https://p.scdn.co/mp3-preview/7487bf4db63f280c2a899ae14486b2e3c47292f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Don't Say,3NVRs4c3qc8J2V3BK5s6Nv,Eli & Fur,5CkVLGKUJkIc1pmSk10QP4,Into The Night EP,4gjmHnSJB3PihgqgOVfuxU,43,https://p.scdn.co/mp3-preview/3f1fad6755b24ea873eebe034f0f2f954bef7c3a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Phaeton,3YBjtUm8Q6cqd5kaKRGEJN,Tim Engelhardt,74HdscE6G74tt01dbVZULE,Phaeton / Silhouettes,4jiIwobxyTYe4oGjheDxQj,47,https://p.scdn.co/mp3-preview/c285627e6b5a6446143b6742bb94569d1d5f64dc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Come Forward - Original Mix,5mnVlcrTkphbgvVvtYNHWl,VONDA7,0Glk45UpQ9Tz1yp6GvhUBM,Wide Awake EP,6rrtjQXVVhwPbtDYcVm0CT,39,https://p.scdn.co/mp3-preview/03128a79999c5321670e1ee6b5fa6aec37723fce?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Scrarab - Original Mix,1tT4xtghxdCzhQRbKBe8eB,Martin Waslewski,3qk4AowZhFKoYHocPk6l06,Scrarab,04wpXnwHzhTFOEpnn6NRNA,34,https://p.scdn.co/mp3-preview/f20d2f7d16be9fc0aa9f08cac62f4d57de91e0f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Dirty Love,6fyGWBRQ4qprVrHkPS5PxV,Rich Vom Dorf,1j1jzA1X6Lr19bxTlBS8n9,Dirty Love,2Cwe41kDNwfIHBvmjgXnUU,38,https://p.scdn.co/mp3-preview/09921a7ac90f0b9c667e49bbfbbc9652b8ff6f29?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Same Little Thing - Michael Mayer Mix,0RB3AJ670j3qxfe0N8vSfH,Weval,12tZvy2xFpWSkuJ3FsfisZ,The Weight Remixe,3aP4znLRZsWXvP0DqbgMvM,46,https://p.scdn.co/mp3-preview/c5038cdeba424b2331e9319528acd7e25b4d0065?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Emerald,6ThgAuS0EhqnHqI4z4YzVm,Markus Kavka,5v35HgVYTMoD2SBonVGZ9K,Emerald,2YDOhjXEz14hq8ZCHPksut,36,https://p.scdn.co/mp3-preview/f7582d19fe1aec03c6c69397e25d1667ce059a2c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,If You Were,2FMPIU8FdP9kCi5kUCSGnE,Danny Howard,14MtanGZe4G1fzC8raLFUK,If You Were,6UVHJej9pSKaESR1iwvBup,51,https://p.scdn.co/mp3-preview/6e9a0ec5d2b2735064568ea433b9a4de1f4b6810?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Facts Matter,5hN5JIoD4cILg0Zcvgbsii,David Mayer,7Mf7RKErlQ5maEdHTXNexf,Facts Matter EP,0WKa0Yz9jqXgLuV8EQRVau,36,https://p.scdn.co/mp3-preview/df1cd65728fa51a57c34206e8ced4f736496e147?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,We're from Uptown,6MbCznBWdXutCkDSroVq0D,Westbam/ML,0bIvvfPnM3YeHeORD57sAE,We're from Uptown,68GnyYYF6pRYmgpP47UR8m,41,https://p.scdn.co/mp3-preview/871955bf63b49c30d84951cfcfbe4b3c4ffc8f9a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,002,7CRRhZCgFXSqX2Ef6v2tMh,Ben Remember,4QDXiDOwAxmzwZOaqP2ePc,002,0JAIJQzjjKWs9gCxvu2Uwb,38,https://p.scdn.co/mp3-preview/e90b9e4f749339331796fa9c54f9d412f984f3a6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Inside My Head - Original Mix,4THGsijwlOOjPFhezjIhB0,Audiojack,3Uvzk4iffO4mvchgRNJjbs,Inside My Head,2im2huSGqv8wtypeVcxssM,49,https://p.scdn.co/mp3-preview/178b10d8cdaf746a92f7f734978324e2287b87f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Evolution,18v0KGMLHoHlM4k7gEY0zA,Huxley,6fJvW51nWhRImJyos6O7sT,Evolution,7qi9p0UAWEbvkXkN1gbMYS,39,https://p.scdn.co/mp3-preview/13b74884d22eb8086601c97f76ea30a248d2f7ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,You're Not Alone - Solomun Remix,6YEQHjK7LlMFiUIUKEl3Ey,Agoria,4lu50np3LdTkRL09T7x8UP,You're Not Alone (Remixes),1ENugzdS2brZfuSebfxvGi,7,not available
59,MonoPoly,6ZxNe99XfyJ7BUJwwSoSnK,Melé,6EZO7Baz0SIFskWTO1GHqX,MonoPoly,4ZrRKrC64251zweTQWcFJn,36,https://p.scdn.co/mp3-preview/6f4c9ce7cc554247b7d1738c9bacbe3ac6266177?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,6 a.m. Funk,02YFoMyM8PQNQsXBjesha6,Karmon,5D23i7SCIXNP6GRHte99Md,HOSH at Warung - Selected 01,18U9Ymp6T3npO99GkCUxNT,38,https://p.scdn.co/mp3-preview/a9653e5b26b4f158843ec3c0a8b9ba2cb2f340d2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Cheekon - Edit,078ncsOGPoX4WqUC8NMBPD,Blond:ish,6zsJjoCtL1WByG0VsuFWzR,Cheekon,36OSYvgoclMI51pLepGR8a,38,https://p.scdn.co/mp3-preview/83c11b77489a3fb62d7abbec2c289554ebd79370?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,EF2MOZ,1UPTBEmUF8M2AtzTiqZOT8,Ben Remember,4QDXiDOwAxmzwZOaqP2ePc,EF2MOZ,10ui2GSuSy5d3ErK778e7B,38,https://p.scdn.co/mp3-preview/289ad1395d68f2c5076fb2229d3a7fefabe66775?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Rain Dance,6jILv5aCSKoWxhqUkIpIOt,Tunnelvisions,0IhfJZiFjHqE9mJ9INjp7x,Tucan / Rain Dance,5Sw9CpaxZ0xTi5eKI0gytZ,38,https://p.scdn.co/mp3-preview/1129e14aec3dae103278bdb7992dfab34021a47c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Gordon,5qhFsYfA45vudFMyLjsm2S,DJ Tennis,6vJvFV1A2CpT8s5B1oUN6t,Gordon,4whx8LR7NJXnQvGq9HbQ2i,43,https://p.scdn.co/mp3-preview/2e03b6ecdd18ae4a46047db8ff5725d92b96fe3e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Culture Shock (Bebetta Remix),2kVKAbfodv09fFhHjnrdG6,Namito,6E8wYeE1CsvOUO031l9QGJ,Culture Shock (Bebetta Remix),6BLQNXcaXU6JOGkQZA3heU,34,https://p.scdn.co/mp3-preview/1ed7032a5feadf7cef3e34be9bfad3382f2127f9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Oktoberfest,2bnwIW2drksMVptwWxp7xx,Nico Stojan,1SuKmGtjsRRJcGhTspfUnd,Oktoberfest,3i8STW6m0fl5cnhE6NOhXL,35,https://p.scdn.co/mp3-preview/fe35b39a6b4bd08cfb3450be7f1b75f3fa9e7b51?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Mommy's Wrap - Original Mix,1QDHDeEtbCIiuOo91iI0nn,Andreas Henneberg,32fCH0Z7B8ydcz40ybZdqg,Mommy's Wrap EP,5HX7BCnQ4KwJ05qym62PRE,37,https://p.scdn.co/mp3-preview/c9401e29a08038d217d66f6b0aaf7e7f36b82680?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Beyond Flatlines - Der Dritte Raum Remix,6GcEqfeqoK6Wp2408A4CgG,Gorge,6Y3FCZA50anf3ukg9O7ZLq,Beyond Flatlines,7lk9S178NyW8NkXhBpFYiH,32,https://p.scdn.co/mp3-preview/f39983299a4752b817e4c3d4a7eeea6c04de8718?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Andromena,4Unod82Z8QrKSEmcluDmMg,Raxon,6gp9WP1OleU89x2gF9w2ID,Andromena EP,38XCp78uVkGBEztcQcWPe9,36,https://p.scdn.co/mp3-preview/5b5098bb05a23607e040b7219b9c228063159cb5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Paradiesvogel,4cakjwAhq3M3kSYGs4noT2,Tocadisco,2iwhenp5euZtZLmtK6cgbe,Paradiesvogel EP,4mNvGFRQZL5ouaBsIPjWoz,36,https://p.scdn.co/mp3-preview/586990a4e5488f31196db1ae83e4e6f62ab0d8f5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
