The Scene,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
14,YOUNG,2UDeohFStEDL4GAXm2Eqpn,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,50,not available
15,King of Nothing,6sPXo5wTA3IKBK2mOJbUbY,Broadside,7EGdqeEDe7WMqOVyDFUYyo,King of Nothing / Empty,4jJzaQ6ovtPPqnMErF6xfR,40,https://p.scdn.co/mp3-preview/99adce9508287a6ada418b053ddf079d0b9945ed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6bWBLZLBRQEJ5KsLicouNB,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6iGIjsBt4RJQFYlBBiNk39,62,not available
17,Lavender Bones,27wvnSTpsyS9k06aDtXvt8,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,Lavender Bones,6CvGI6E8zQzbHLXPEsWnnt,48,https://p.scdn.co/mp3-preview/5bd9a9b4938f00c0505ce167c9004d0a594a32e2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,I Don't Think I Live There Anymore,73HiWcZxgR2JKthCPdc8ur,ROAM,0q74f5UdR3j14Lis4AKKxq,Smile Wide,4cadqhi42JfMXBN8E8mBL5,42,https://p.scdn.co/mp3-preview/c41c38e842796baa132f604347d12559760199ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Pleasures,5ekE0YObbldEeDivc3fxy7,Seaway,0JXDwBs1sEp6UKoAP58UdF,Fresh Produce,4WWoHnK6aJKPPUiVrS9cnk,27,https://p.scdn.co/mp3-preview/77fa2927957b67ae2fd967c7853063e9589a45c7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Clarity,5zc1FSM7Zrl133xqQsvQrH,Summer Heights,2LAH4zTDmnodSIEEl6T1Ku,Hold Me Close EP,1BXH2YPLevzADzHj5fFTq2,15,https://p.scdn.co/mp3-preview/3a68a5e22569528abf4f7c75da65e76492d191db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,In Violet,3L1n27XI8WzYZJIcXvsw5Z,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,53,not available
22,Rebel Girl,1EEt3kxO1yZSZd13DqvT8f,Angels & Airwaves,7xklw3WodFZiNNmQt3DIgp,Rebel Girl,7lKVIu2Sl941CXlpzG5ibO,60,https://p.scdn.co/mp3-preview/2bea6183b409986f0e629be214fe8809741cf137?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,"Thanks, I Hate It",1DVPl37UU468V6RK8fMJPX,Simple Creatures,4svozL97Y6aqWeZNJPqvsL,"Thanks, I Hate It",5maB3BSB7Lo0ykXq0ihbSR,57,https://p.scdn.co/mp3-preview/be22306dab3f2ed53bb46f3cbf537486c2dd76cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Heart Attack,6N88MInYwIab3suehVS64N,Caskets,6aKe0gl7uYDYMvrWLqSjfS,Heart Attack,7F4U8IpcfCyDPk8NuOyyxw,19,https://p.scdn.co/mp3-preview/b227dc926e70531638ea64fd23378e813489c3c3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Mirrors,2Xa0oBYSZSXNk4DtNyrcYf,Microwave,7ptm7G8z8VVvwBnDq8fAmD,Mirrors,7ge2NinFMzkq6LP5b4FarN,14,https://p.scdn.co/mp3-preview/a42676187562f383fc79fbcbbaf026154a2590a6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Degenerates,77Ht6FFAeyHgKl6X87mnTk,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,Degenerates,3G3EHIjrfZAcy6w5zIOggZ,68,https://p.scdn.co/mp3-preview/6c137edb6ebe31af1fe00d053cc7b4588bc6178a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Numb Without You,22aSl53GhZ1y0R4neQ11pd,The Maine,4o0pNHbyj36LPvukNqEug0,You Are OK,0DRUOQBsax8QLUVctbEIAT,30,not available
28,Dear Future Self (Hands Up) [feat. Wyclef Jean],3Fm4KEBiLmj4e3x4Qqv7W0,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,Dear Future Self (Hands Up),7u4VcQQ0tr36gfYmwdtF9K,72,not available
29,Baby Blue,3W8kkKICWGoH413PLYUcGh,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,54,not available
30,Blue In the Dark,178W1K11wWHLzuRM0aaKTh,Bearings,0qpDBxRgLp6g0k2esJlUDn,Blue In the Dark,0bK34PAk9qgpVvZMbct5Wz,14,https://p.scdn.co/mp3-preview/c78d24cc3790ca168aa1cbaee9adf67fd10ff12a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Darkside,39n1y2JqVOPIdfUeLqzgfl,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,72,https://p.scdn.co/mp3-preview/1e5f5e74dbf0595887a3258ff58bf3dcc98e171f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Prayers,6yuPyWu2I5RvuYgDIdaHWp,Bayside,51J0q8S7W3kIEYHQi3EPqk,Interrobang,1GYrUGqVBmMSA5W1WiAqLX,45,https://p.scdn.co/mp3-preview/7ef63f2bae895ee14279fcc93083e5283b6e1c05?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Echoes,4b6fFrGqGEzE5vhrcUtjTJ,John Floreani,6melTVZFYp3m5UU72sIhdY,Echoes,0ENjKdafhEJ6oBZ63xk6Wa,37,https://p.scdn.co/mp3-preview/68817001e6c142c2e179a80ed0b32e9d40fbfaa2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Dream Boy,2D9g5ehdnHMnnzO2npi9PG,Waterparks,3QaxveoTiMetZCMp1sftiu,Dream Boy,3DKbtLyzu1kGFSiaRWD9dC,59,https://p.scdn.co/mp3-preview/7d72b6af3e62724d2560e946d15c902b567ca3ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Young Ones,3KsfS2L6Li9S10ofZD37Yq,PLTS,0u0UpxbGCOvx73fRjlVrkg,Young Ones,2tZ6NJwMFJGQaMTGglrpIl,30,https://p.scdn.co/mp3-preview/1436dd1b2132ce632694ae48d0bd6b745519b2db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,I Really Wish I Hated You,6KWcq5p0wsz97N3eoRUSH6,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,72,https://p.scdn.co/mp3-preview/f876886c32a48c1646a532591e4c17e5d684642b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Medicine,7EjQmae7fFXTXfQszaEewb,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,breathe,2F2RkJb7kGZitRS6C8O2XT,51,https://p.scdn.co/mp3-preview/126147df66fc03ed17c60c5bc5331b8181ef4358?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Silver Lines,4RvLvzFecjuUkpzx8W84lB,Like Torches,4kAf4xfU9eltkHQymh7MC7,Silver Lines,3Cxpt8hZVcmxwID8zzpGmy,19,https://p.scdn.co/mp3-preview/cc42204726ef3444f1b189f072bdb953df9b8707?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,40 Over - Alternate Version,5Jh8SBqHT91x7shg2VNNWx,Seaway,0JXDwBs1sEp6UKoAP58UdF,Fresh Produce,4WWoHnK6aJKPPUiVrS9cnk,10,https://p.scdn.co/mp3-preview/fa6ac8c79064e95afc44b4435f7aafbb0ec039d3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Cave In,7foB3FgACotzkH5hkWOOAS,I The Mighty,1aK2PiGHyEgc4wAIKQzMj2,Cave In,62qer7kVON5XSwZ3wd8W7B,47,https://p.scdn.co/mp3-preview/1196d9ab426c031898b86889efcb30def1639b1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Pin the Grenade,330cmrgtnIj4NtPTYdDOZv,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,73,https://p.scdn.co/mp3-preview/43a19fc09a1d47d5c5f00cb5f41c2257dab3a8a7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Ave Maria,7IinPt4vvhVk1UzvTq32Ov,The Early November,2rxtSTPBJawYhQAXIpgEAi,Ave Maria,1CEYuQJHqjqNPYX9v1SjRz,42,https://p.scdn.co/mp3-preview/d3610b3bf26e9275694376a434d94b54cb290d6c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Carousel,12q0i0bpDwti8pIPtqO4yQ,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,Carousel,6jkeginjmIxiNCDts3bltL,4,not available
44,Sentiment,5HLRFHCEVZAidRXgIcFF3E,Decay,3ifyzut7ukOaKd3oQZS7S8,Modern Conversation,1q266XBhPMnzRkmJxwEWsK,18,https://p.scdn.co/mp3-preview/3eed587ded98c2034eb78eb20e2663c456bdabac?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Steady Glow,7z0BWWSUAfK2nq59IAHAyf,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,43,https://p.scdn.co/mp3-preview/445202f9156e45d41ba81a76b196d7186c5e7eed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Way Down,3yTMJDbmXKfZi0OW2g4193,The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,Mother Nature,5Mh4kAFfP8BXkhS6PAfx6H,47,https://p.scdn.co/mp3-preview/4bc965a8b0932b01cc9569c41b40972a3da72398?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Clair,7hPogwNcXHMPrasiZ5Q9x3,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,Clair,2StVchzr8RK5EEYwd1tn0n,38,https://p.scdn.co/mp3-preview/4f5667f1b2d3734126974038b43702f1ee8239b2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Criminal,0CXQ2LNOcb6oJTWYEWKtyK,State Champs,1qqdO7xMptucPDMopsOdkr,Living Proof,1Qb73C8hC76e3R8udyit5I,52,https://p.scdn.co/mp3-preview/9a21a40546597395514be30caff8e31b02913dc4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Rose,3IpfXGWXrVi7jMgC2QnBUz,Telltale,6bmGjHSXH8rPaZ2iQhgNQ0,Timeless Youth,7G5N1BiL2zUwallGNgvQhl,26,https://p.scdn.co/mp3-preview/e3a5fc0bd69cfe8b4a30bee131e10a518bc18eaa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,I Think We Can Stay Here,0tzs2Yocupk4XoQasNWv1l,Signals Midwest,16AdioxYOukoGrCeLV9QGF,Pin,5rUF3LUX3Xn0eMRwzXbEvj,26,https://p.scdn.co/mp3-preview/aaa90f11f1e2b2042239b04dbc7006dd3a40de73?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Bring Me Back To Life,3WfRxX5uM7RfgqLnzftK0g,The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,Mother Nature,5Mh4kAFfP8BXkhS6PAfx6H,44,https://p.scdn.co/mp3-preview/fc4d5520fe5eb347df6e3694ca0d04080d1488ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,The New Sensation,5nsJzJbDoa5ifocayORlbe,Sum 41,0qT79UgT5tY4yudH9VfsdT,Order In Decline,0GGHKJnkFE7PX8ToUPhVjU,58,https://p.scdn.co/mp3-preview/b34e21fa37e4eb6ef786c69b7af0f09ba33c3408?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,How It Feels to Be Lost,3A1jkLwsYjaH30J0v6oZCF,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,61,https://p.scdn.co/mp3-preview/4700f7b9662315a664f113a4094ee49ad1ab8cde?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Talking In Your Sleep,2I8IEJxcTDJpNszohSbnb6,Acres,3y43zXffnLmhyQD1K4QCmD,Talking In Your Sleep,0NNmXVhEmeyEE3EWSKo6lx,37,https://p.scdn.co/mp3-preview/7d5c4ed7f854369d972651c8448ddf8d685e86c4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,All The Way (Stay),7qVnkPY1UPmSeWULwXSW7a,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,All The Way (Stay),1nCmHK3wd62FLPSh1F4TfN,60,https://p.scdn.co/mp3-preview/c9b3bda41a88cf1a9c647cb72a6b734ad3c97ea7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,You and Me (Forever),4UoCW9HNxMWqHDDMQsXKL4,Crooked Teeth,37gTAIe8kJ5xGtkJLsfFgP,You and Me (Forever),3xgU7O3LWEPPGFWXfmVq8k,30,https://p.scdn.co/mp3-preview/a0edeb51d49c482efaef6c3bfa04138cbae30e24?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Upside Down,6trJelO46qKNUso5FtqgzG,The Story So Far,6meTcQ79DrfkIuSLPZkpBg,Upside Down,7HFSSWViGV3f6FvIY8evex,41,https://p.scdn.co/mp3-preview/346a351727071776eb0dbb21c1781591289771b6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Leave It All Behind,5J1tThACf3JLPc3cC1neEH,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,58,https://p.scdn.co/mp3-preview/589268fc4467e79c9e969f428d5ff1ded7b28065?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Back To You,5cA5uzhbAQ3P8ZRnyeCnGV,Our Last Night,00YTqRClk82aMchQQpYMd5,Back To You,1MWhybKgZUjJbarvNSBIim,57,https://p.scdn.co/mp3-preview/77519f75bf7e382804fe7350cd01b7d23ffdf02e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,So Damn Wrong,5uA23N6BjBV2HLsoZS0v45,Bearings,0qpDBxRgLp6g0k2esJlUDn,So Damn Wrong / I Feel It All,4HB6wB4QcTfL36jAaEH3v4,40,https://p.scdn.co/mp3-preview/40da57469074aa13fdf0a38f54fcf1ad5ca02930?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,After Tonight,2hf23pG2ylOyhua5jUH5vz,Sleep On It,5FmgqLlJ8MJ9A8zmOPFxK2,After Tonight,56KAUCXd4WzhH6h2tAHpwn,36,https://p.scdn.co/mp3-preview/ab488c5ea8739e0321a679578dbc13fb31227b10?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,White Lies,0RD64cNQpnGwRcEj5QQ2BF,Conversation Piece,3luOf9oYCfZYbAa42TMA3j,White Lies,6FU1NuMqeIWqoCFKdI6Usp,19,https://p.scdn.co/mp3-preview/de52d317c691d264adde9a35ed1abfd7a16a34aa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Midnight Thoughts,0rJzsc89WVFLnFEeksmOZO,Set It Off,06bDwgCHeMAwhgI8il4Y5k,Midnight Thoughts,4ArNx4hVW0qUGlLORpmnnE,2,not available
64,Young & Dysfunctional,7srElKoNaMc56k1OdSIdUW,The Dead Love,0G2ShWwCGT5aGubowNDk2N,The Extinction of Unicorns,0DUXij7CWyM2HQSk6RiwVK,39,https://p.scdn.co/mp3-preview/362d3e90e5614bd4586793be1d6b711945f08297?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Artorias,2Wtxf69QyhLU9fswgoD6Hd,WVNDER,56LuTyFDFBgcq4hkc4XMu5,Nothing Stays,2yP06M3lbojJ7ihnjlSdX5,31,https://p.scdn.co/mp3-preview/48628c998feec50387a48e26b0f46dacd3db9102?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,The Corner's Dilemma,6JChG4McBETZv2PRSumxQ7,Free Throw,49b68DLRK5eCbtJf7Xx4Cc,What's Past is Prologue,2zex7QIGoAu2htViMPl8r2,46,https://p.scdn.co/mp3-preview/2260487c830619e8bd6cee5c13ddf1a2dffbafd9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,You'll Be Fine,3ZCTAoFsYaWTWGX8IH07Cf,Palaye Royale,0hAd6zwEgt9ILuMDY1prcI,You'll Be Fine,65OSRLLDmgJCRze8PSSmUR,46,https://p.scdn.co/mp3-preview/477e82fb4bba3f94be10bb326038792ab57b6d43?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,My Reason to Come Back Home 2: Electric Boogaloo,1sK8mNyeNuOfT73apnxqXP,Settle Your Scores,4QXKSmZgWNMDbQBidvuh4O,My Reason to Come Back Home 2: Electric Boogaloo,4VPI9zrAKGVz9xus48M7sj,40,https://p.scdn.co/mp3-preview/7b7195314510c9dbca5a2846642b7c0f0e92c62a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,From The Outside,7fHfn8mvEYI57Pz9bMT3PG,Real Friends,6dEtLwgmSI0hmfwTSjy8cw,From The Outside,0kyY01XQw8dhBFFVIgGbUX,0,not available
70,Turbulent,2ZD4ORPQl85o5QPU3EsSXQ,Waterparks,3QaxveoTiMetZCMp1sftiu,Turbulent,7aF36Rk20Uk2UDbJJ0zY33,60,https://p.scdn.co/mp3-preview/75d8f5efe9cc98635ad0648b331a268457ea4ae4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Burn It Down,21iym8UpADqnG2p5GrzHrb,Silverstein,1Tsag5J854qxeOo2apszug,Burn It Down,4CAwR5GCqpfDAHE85WsAqK,60,https://p.scdn.co/mp3-preview/4ac3eca068922dc6ba41072f2e92270f62e7f797?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,Vertebrae,5VKFzJzOInbZJnB8Pnxj1g,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,breathe,2F2RkJb7kGZitRS6C8O2XT,49,https://p.scdn.co/mp3-preview/799c246ba1bef412fb3417b4583e394629636161?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,Devil’s Callin',3S6nCKyCS7lBM5FHyKxQ68,dying in designer,3QZxOYl5zlZtfigtXOZsfT,Devil’s Callin',2qnEdFCQnmgB5gAoJ4BwyZ,40,https://p.scdn.co/mp3-preview/4fe1b9a5861417b59ebb4dccdba3a53bfc78cfd8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,Stranger,66aathctmCH7jJ2BbDg4Fm,WVNDER,56LuTyFDFBgcq4hkc4XMu5,Nothing Stays,2yP06M3lbojJ7ihnjlSdX5,35,https://p.scdn.co/mp3-preview/fafc0e5030c4eea45de8d1cb58460ca1ba97a69b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Rosé by the Ocean,3nLbF7vHZtxJ8q31srhigl,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,46,https://p.scdn.co/mp3-preview/bf597d76b9741ea752d323e489a8957834f1a7c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Bedroom Eyes,57p8gUFm53940CZaTxHB1m,Crooked Teeth,37gTAIe8kJ5xGtkJLsfFgP,Bedroom Eyes,1oyjqGKLyPlgL5nZDAqezq,34,https://p.scdn.co/mp3-preview/c061198c67d264d981cd64887ee694f69fec22ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Displacement,6pUvVBsTG47dZem4cPXhLw,Such Luck,15dO6iv9muYfZhpu8BKfBU,Displacement,3SD2p4BjQMI79J5Yw07YJf,20,https://p.scdn.co/mp3-preview/982dce6726c2037fba5535e1b70e1960751126f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
78,Birthday,6YnzuikUWRlZbWr2jzMX6h,All Time Low,46gyXjRIvN1NL1eCB8GBxo,Everything Is Fine On Your Birthday,0qoAs8GrXH5rfFN2EbUQ81,53,https://p.scdn.co/mp3-preview/bb3237449a93fc8ed992def2611cb5584976bf90?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,Monarch,20fbAq3eJxlZpabqsrEabz,Carousel Kings,2Dr2zHoPEuASW1kOODc5I2,Monarch,5BGfxvxAp431eDnTbPsFrt,26,https://p.scdn.co/mp3-preview/28b2110acf871090c8b72b05ddbe90dd68d8d0bb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,All In,1eSAEOZo0iU0Q9I02IfccV,The LaFontaines,1oR94M02IeFan1KOhPCpqd,All In,3zEn76aYIopql3oeG96Fy5,30,https://p.scdn.co/mp3-preview/0b619c7d8ffa425886d55c329f0fc0f25b2a0dcd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
